,Number,Title,Description,Link
0,"Season 88, Episode 10",Roots on the Rhine,"After years of moving between the U.S. and Germany, Hannah, Robbie, and their young daughter are ready to stop renting and permanently settle in the Rhine District of Germany.  Hannah has an American-sized wishlist, including luxury items like air conditioning.  Doctor Robbie just needs a home office, and doesn't want to have to put in extra hours to afford all of his wife's wishes. Can he convince her that more family time trumps the perfect family house?",https://www.hgtv.com/shows/house-hunters-international/episodes/roots-on-the-rhine
1,"Season 88, Episode 11",A Year In Glasgow,"Sarah loves animals, sometimes more than people. And she loves life on her family farm in Poway, California. But she wants to become a vet, and time away at school in Glasgow, Scotland, is the only road there. Her mom Liz is supportive in every way, including footing the bill. But that support comes along with her many opinions, and needless to say, Sarah and mom rarely agree. School starts soon and available apartments are filling up. Sarah doesn't want to go at all, but if she wants to get through vet school and get home soon, she'll have to find a way to balance mom, school, and homesickness and make Glasgow a home for the year.",https://www.hgtv.com/shows/house-hunters-international/episodes/a-year-in-glasgow
2,"Season 88, Episode 12",A Home for the Rio Olympics,"Ana has just been promoted, and she and husband Sean are moving from San Francisco to Rio de Janeiro. While Ana will work in the company office with clients getting ready for the 2016 Olympics, Sean will manage his San Francisco business from their new home. She wants an easy commute, and he wants a home with space to work. A helicopter flight over the city gives them a stunning overview of Rio's incredible geography and world famous landmarks. None of the three unique properties they see is a perfect wish list match. But their decision is a surprise, based less on wish list details than on their mutual support as they both face life and work in a new country.",https://www.hgtv.com/shows/house-hunters-international/episodes/a-home-for-the-rio-olympics
3,"Season 88, Episode 13",Bringing Up Baby In Amsterdam,"After the birth of their son, Erin and Peter knew they needed more space and a different lifestyle than New York City could afford them. Now, Peter has a job opportunity that can take the family to Amsterdam. From the start, Peter and Erin have very different location needs. He feels living in Amsterdam will enrich his family with the cultural benefits of living in a thriving city. But now that this once dual income family is now dependent on just Peter's livelihood, Erin would rather live in the suburbs where they get more for less.  This couple will have to find a compromise that will work for everyone.",https://www.hgtv.com/shows/house-hunters-international/episodes/bringing-up-baby-in-amsterdam
4,"Season 89, Episode 1",Sydney Deep in their Move,"Brandon and Amy's routine life in San Francisco got knocked for a loop when Brandon received the opportunity for a promotion in Sydney, Australia.  Eager to shake things up and add some adventure to their lives, Amy has given up a steady job to join Brandon in the search for an Australian home, but their respective wish lists will certainly be a challenge to meet.  They'll need a pet friendly apartment for their dog, but Amy likes a modern apartment with a large, open floor plan while Brandon's main concern is location and keeping his commute as short as possible.  Find out if they can get everything they're looking for or if someone has to compromise as House Hunters International visits Sydney, Australia.",https://www.hgtv.com/shows/house-hunters-international/episodes/sydney-deep-in-their-move
5,"Season 89, Episode 2",When In France,"When Nicolai gets a job transfer to Clermont-Ferrand France, Jena and 2 year-old Olivia are more than ready for an adventure.  But what Jena is about to realize when they embark on this adventure, is that Nicolai's dreams of living in France will feel like Napoleon Bonaparte is still in charge.    Will Jena bring Nicolai to his senses and be able to talk him into living with all the conveniences of the 21st century?  Or will finding a house that fits both their needs and their dreams be a fiasco?",https://www.hgtv.com/shows/house-hunters-international/episodes/when-in-france
6,"Season 89, Episode 3",Setting sail in the Netherlands town of Hoorn,"Marius and Anne-Marie left the Netherlands twenty years ago and eventually planted roots in Arizona.  They love Scottsdale's outdoor lifestyle but summer's sweltering heat has grown to be too much to handle.  They've decided to reconnect with their Dutch heritage and look for a part time home in the harbor town of Hoorn.  Marius dreams of living a nautical lifestyle where he can easily dock a boat in front of the house.  Anne-Marie has grown accustomed to some American creature comforts, so she's hoping to find something spacious.  But, with places in the Netherlands usually significantly smaller, there may be some rough waters ahead agreeing on a home that will equally satisfy them.",https://www.hgtv.com/shows/house-hunters-international/episodes/setting-sail-in-the-netherlands-town-of-hoorn
7,"Season 89, Episode 4","We Dig Amsterdam, The Netherlands","Anthropologists Sarah and Aaron are tired of commuting back and forth to Europe for their jobs. They have decided to make Amsterdam their home base. To help Sarah settle into her new job and finish here PhD, Aaron will take a break from his career to stay at home with their two girls. Sarah is dreaming  of a rooftop terrace, but with two young girls to look after, Aaron would prefer a ground floor apartment. They will have to choose between a long commute to work and a short commute to school, or vice versa.",https://www.hgtv.com/shows/house-hunters-international/episodes/we-dig-amsterdam-the-netherlands
8,"Season 89, Episode 5",Life ain't Faroe Islands,"Brynhild was born in the Faroe Islands, but decided to become an exchange student in high school.  She was assigned to Michigan and loved it so much she decided to stay in the US for the last seven years.  But now with her visa expiring, she and her American boyfriend Luis are planning a move back to the Faroe Islands so they can live close to her family in the same way they've lived close to Luis' family for the past several years.  But things on the Faroe Islands aren't exactly how Brynhild remembers, and the fact that most people own their homes there makes the practice of renting an apartment next to impossible due to extremely limited inventory.  Will they be able to find a suitable home or will they end up living with Brynhild's family?  Find out as House Hunters International travels to the mystical Faroe Islands.",https://www.hgtv.com/shows/house-hunters-international/episodes/life-aint-faroe-islands
9,"Season 89, Episode 6",Divided Over Design in Dublin,"Washington, D.C. area couple Pamela and Sean are honoring a wedding day vow to live abroad by moving to Dublin, Ireland, for his new job. But it's not ""happily ever after"" when it comes to house hunting. While she wants Irish character and charm in a new apartment, Sean would prefer something modern with an open-flor plant. No matter what type of place they choose, it needs to be close to Sean's bus for work and within Pamela's strict budget.",https://www.hgtv.com/shows/house-hunters-international/episodes/divided-over-design-in-dublin
