,Number,Title,Description,Link
0,"Season 120, Episode 3","City Maus, Country Haus","A family takes advantage of a position with the military to move to Kaiserslautern, Germany. To ease the transition, mom seeks out a perfect home in the country with a yard for the kids, but dad would like to live near all that the city has to offer.",https://www.hgtv.com/shows/house-hunters-international/episodes/city-maus-country-haus
1,"Season 120, Episode 4",Living Together in Madrid,"While visiting Madrid, small-town Midwesterner Trey fell in love with a local, Mario, and now they're ready to kiss their long-distance relationship goodbye and move in together in the Spanish city. Mario wants to live in a cozy downtown pad, but Trey is focused on the budget and concerned about the cost of urban life and the reality of a cramped city apartment. This couple is learning more about each other and their differences as they look for their first home together and navigate the uncharted territory of living together.",https://www.hgtv.com/shows/house-hunters-international/episodes/living-together-in-madrid
2,"Season 120, Episode 5",Holistic Retreat in Portugal,"When Londoner Cressida decided that her job in finance wasn't fulfilling, she sold her apartment and booked a one-way ticket to Portugal to find her dream home in the countryside of the Coimbra District. Realizing that her true passions are gardening, sustainable living and cooking for people, Cressida wants to make her home a holistic retreat where guests can get a feel for country living in Portugal. But finding a property that has the traditional features she loves and is ready for her to start her business right away may prove to be a challenge, and she considers taking on a massive renovation and draining her savings from the start.",https://www.hgtv.com/shows/house-hunters-international/episodes/holistic-retreat-in-portugal
3,"Season 120, Episode 6",Return to Medellin,"Medellin, Colombia, has changed dramatically since Kelly moved away years ago to escape the city's crime and violence. Now Kelly and her husband, Jarrod, have sold their sports nutrition business in Florida and decided to spend their next chapter exploring Kelly's roots by moving to Medellin. She would like to live outside the city where it's quieter, but he wants to be close to cafes and downtown life. They both agree that stunning views of the city and surrounding landscape are a top priority.",https://www.hgtv.com/shows/house-hunters-international/episodes/return-to-medellin
4,"Season 120, Episode 7",Living Dangerously in Darwin,"An adventurous couple makes a spontaneous decision to leave Texas and transfer to Darwin, Australia. While she seeks an ocean view and he wishes to stay near their office, both could come at the cost of finding a pet-friendly place for their two dogs.",https://www.hgtv.com/shows/house-hunters-international/episodes/living-dangerously-in-darwin
5,"Season 120, Episode 8",From Desert to Prairie,"A New Mexico couple decides to move to the Netherlands for his job opportunity as an Air Force squadron commander. But while he wants a modern home close to the town center, she wants an old farmhouse in the country. A property expert tries to balance modern city vs. quiet countryside living to accommodate her clients.",https://www.hgtv.com/shows/house-hunters-international/episodes/from-desert-to-prairie
6,"Season 120, Episode 9",The Purr-fect Home in Ghent,"An ambitious couple decides to leave their native California to move to Ghent, Belgium, for his job promotion. He wants a flat in the city center while she wants an eco-friendly house in the country with room for her cats. But with Belgium's three, six or nine-year lease stipulation, choosing the right apartment is more important than ever.",https://www.hgtv.com/shows/house-hunters-international/episodes/the-purr-fect-home-in-ghent
7,"Season 120, Episode 10",Finding Balance in Berlin,"A couple is taking advantage of his German citizenship and moving the family to Berlin. He'll be broadcasting his Seattle radio show abroad and wants a home with a work studio close to activities Berlin has to offer. However, she prefers a house close to the kids' school, even it means being further away from the city center.",https://www.hgtv.com/shows/house-hunters-international/episodes/finding-balance-in-berlin
8,"Season 120, Episode 11",The Full Montepulciano,"A couple is moving to Italy and using their savings to start a bed and breakfast. While the B&B is a dream for both of them, one wants to buy a turn-key property to get the process going as soon as possible, while the other wants a home he can tailor to their tastes.",https://www.hgtv.com/shows/house-hunters-international/episodes/the-full-montepulciano
9,"Season 120, Episode 12",No Gloom in Tulum,"A recently widowed woman decides she wants a fresh start in beautiful Tulum, Mexico. She brings her sister-in-law along to help find the perfect place to call home in paradise.",https://www.hgtv.com/shows/house-hunters-international/episodes/no-gloom-in-tulum
