,Number,Title,Description,Link
0,"Season 65, Episode 1",Microfinance in Mongolia,"Jon enjoys his outdoor coastal life in Victoria, British Columbia. But when a job opportunity in microfinance in developing landlocked Mongolia calls, he jumps on the invitation to advance his career.  Jon counts on his friend Nathan to help him find a comfortable space that will ensure a smooth living transition.  Find out if this cautious Canadian can afford to live with or without a roommate and grand view when House Hunters International finds the beat in Ulaanbaatar, Mongolia.",https://www.hgtv.com/shows/house-hunters-international/episodes/microfinance-in-mongolia
1,"Season 66, Episode 1",Detour in Life to Greenland,"After years of a long distance relationship, Australian national, Tanny is ready to settle down with her Danish boyfriend Jonas, in Denmark. As if that wasn't going to be a big enough adjustment to make, at the last minute, he gets a job in Greenland. So change of plans. Greenland is the largest island in the world and one of the least populated places on earth. Like Alaska, there aren't many roads. Housing is scarce and expensive. Fortunately, Jonas will be working for a publicly owned company, so the government will offer him government owned housing at a reduced price, but there's a catch. It's take it or leave it, only one choice. So Tanny is moving from the bottom of the world where it's warm and tropical, to the top of the world just below the Arctic Circle, leaving her family, friends and job, everything really, all for love. This guy Jonas must be quite a catch.",https://www.hgtv.com/shows/house-hunters-international/episodes/detour-in-life-to-greenland
2,"Season 66, Episode 2","Rotterdam, I wish I was your Lover","Juan and Emily met in his hometown of Buenos Aires. He gave up his city life when he moved to the suburbs of her native, North Carolina. Juan was adjusting to life in the States and living the American Dream, but he longed for the city life that he left behind. The couple soon became engaged and took a trip to Rotterdam to celebrate. Enamored with the Dutch city, this globetrotting couple decides to take a leap of faith and move to the Netherlands. But for Juan to fully realize his dream of recapturing the city life, he must convince Emily to concede to giving up the comforts of a sprawling home to stay central.",https://www.hgtv.com/shows/house-hunters-international/episodes/rotterdam-i-wish-i-was-your-lover
3,"Season 66, Episode 3",Midwesterners Go Coastal in Mexico,"Deidre and Jason Mize have dreamed of living in Mexico since they visited years ago. But instead of talking about it, they changed careers, sold their house and said goodbye to Kansas City and hola to Playa del Carmen.  Now, he's hoping for office space and ocean vistas and Deidre's seeking a poolside paradise. But with a limited income, someone may have to sacrifice part of their dream, when House Hunters International goes coastal in Playa del Carmen, Mexico.",https://www.hgtv.com/shows/house-hunters-international/episodes/midwesterners-go-coastal-in-mexico
4,"Season 66, Episode 4","Out With the Old, in With the Newcastle","Robert and his wife Sofia were living a good life in Las Vegas with their three young daughters when a new job opportunity changed everything. Robert, a pastor, was offered the chance to lead a new campus of his church in Newcastle, Australia. After thinking it over with his wife, who had to look up where Australia is on a map, they decided to take a chance and go for it. Robert is excited about his family's new adventure, but Sofia is more concerned about displacing her daughters and how they'll adjust to a new country. While Robert is looking for a modern, contemporary house, Sofia would prefer something with more charm and character to help her daughters feel at home. Find out if the man of the house gets his way or if there's power in numbers for the ladies of the family as House Hunters International visits Newcastle, Australia.",https://www.hgtv.com/shows/house-hunters-international/episodes/out-with-the-old-in-with-the-newcastle
5,"Season 66, Episode 5",Whole Granada Shakin' Goin' On,"When real estate agent Jennifer moved to Granada for a new adventure, she never thought she would be the co-founder of an animal rescue. Now with true ties to the community, she wants to fully commit to city she loves, by making the leap to homeownership in Nicaragua. Acting as her own agent has yielded no results, so she's asked her friend and co-worker Carlos to help her think outside of the box. But the more homes he shows her, the more he realizes that Jennifer has been her own worst enemy. Her modest budget just doesn't allow all the things she wants and Carlos knows she'll have to compromise. Watch when House Hunters International dreams big in Granada, Nicaragua.",https://www.hgtv.com/shows/house-hunters-international/episodes/whole-granada-shakin-goin-on
6,"Season 66, Episode 6",Wacko for Jaco,"After years of enjoying the surf in Costa Rica, Tim and Kim are ready to move their family to Jaco so they can take advantage of a relaxed lifestyle and close-knit family culture. But in their hunt to find a home, these two parents share divided interests - buying a comfortable turnkey or an under budget fixer upper. And finding a home in Jaco's red hot market won't make their search any easier when House Hunters International rides the real estate wave in Jaco, Costa Rica.",https://www.hgtv.com/shows/house-hunters-international/episodes/wacko-for-jaco
7,"Season 66, Episode 7",Banking on Bogota's Business Boom,"College sweethearts Mike and Sarah left Minnesota and moved to France to complete masters' degrees. For two years they lived idyllic lives in the countryside community of Montigny-sur-Loing, located 40-miles south of Paris. But when their studies were complete, they were ready for a change and a faster pace. Drawn to Colombia's recent economic growth, Mike believed Bogota was the best place to put his business degree to work. Not ready to return to the mid-west, Sarah agreed, but unlike her husband, she couldn't speak a word of Spanish, and had reservations about their destination. Once they arrived, they witnessed Bogota's boom first hand, and a huge demand for affordable apartments. And with a swelling wish-list and only 1500-hundred a month to spend, finding a two-bedroom close to parks for her, and with outdoor space and mountain views for him, would be easier said than done. Find out if they can cope with the county's high costs and close quarters when Hunters International takes a chance on Colombia.",https://www.hgtv.com/shows/house-hunters-international/episodes/fresh-out-of-france-with-masters-degrees-minnesotans-move-to-bogota-to-bank-on-its-business-boom
8,"Season 66, Episode 8","Moving to Easter Island, at World's Edge","Marcus and Alicia fell in love and started a family, but their union is hampered by the presence of a hemisphere between their native homes. The newlyweds moved to Marcus's native Sweden, but have travelled back to Alicia's homeland of Easter Island, also known as Rapa Nui, with regularity. Now, with a baby in tow, they've decided that Easter Island is just what their family needs. Surrounded by raw nature and centuries of tradition, both Marcus and Alicia agree that a move to Rapa Nui will improve their lives in all the ways that matter most. But like many things, its greatest strengths, rawness and isolation, are also the source of its biggest problems. It's tradition on the Island that only natives can own land, and while Alicia does have a home that she loves on her family's land, Marcus feels that house is unfit for their baby and their business. He insists that they move, but new real estate on the island is nearly impossible to come by. With a grab bag of priorities and only a handful of options, Marcus and Alicia will have to work hard to find middle ground on Easter Island.",https://www.hgtv.com/shows/house-hunters-international/episodes/moving-to-easter-island-to-reconnect-with-nature-family-and-the-past-at-the-edge-of-the-world
9,"Season 66, Episode 9",Californians Find Paradise in Costa Rica,"Andrea and Harris Fellman always dreamed of living in a tropical paradise, but put the move off for years. When Andrea's father passed away, the tragedy spurred them to live life to the fullest. Now, they're taking their two young kids to Potrero, Costa Rica, searching for the pure life. But Andrea's hoping for surf and sand beneath her toes, while Harris dreams of extravagant homes with breathtaking views. They'll have to get on the same page to find their personal paradise, when House Hunters International heads to Potrero, Costa Rica.",https://www.hgtv.com/shows/house-hunters-international/episodes/californians-find-paradise-in-costa-rica
