,Number,Title,Description,Link
0,"Season 41, Episode 13","Going Home to Dublin, Ireland","Hoping to raise a family in the charm of Ireland's capital, a young Irish wife and her American husband relocate to Dublin. Dublin's real estate market is in a state of flux. It's a high priced rental market in a country where credit and mortgages have become impossible. Nobody's buying. Everybody's renting. Their plan to find a home near her family in Dublin's north side combines an ambitious wish list with high expectations, for the same amenities and space they've been accustomed to in their suburban Boston condo.  A veteran-Dublin real estate agent shows them a variety of neighborhoods and properties, but none is a hands-down winner. It's time for compromise as House Hunters International goes back home to Dublin.",https://www.hgtv.com/shows/house-hunters-international/episodes/going-home-to-dublin-ireland
1,"Season 42, Episode 1","A Couple Moves to Kathmandu, Nepal, to Open a Children's School","After living apart for a year, Adam and Rebecca are reuniting.  Adam's leaving the family business behind in Bathurst, Australia to help his wife run a children's school in Kathmandu, Nepal.  But will the culture and the lack of modern amenities be too much for Adam to handle?  Find out as House Hunters International browses the busy streets of Kathmandu, Nepal.",https://www.hgtv.com/shows/house-hunters-international/episodes/a-couple-moves-to-kathmandu-nepal-to-open-a-childrens-school
2,"Season 42, Episode 2","You only live once in Puerto Morelos, Mexico","On husband Cordel's oil well worksite, life was cramped and lacking quality. So he and his wife, Melody, decided to risk it all on a move to her dream locale, Puerto Morelos, Mexico. When her husband's grueling work schedule forces him to stay behind in Canada, Melody is on her own for the house hunt.  Finding her dream home, within the the limitations of the area's holiday market, while also fulfilling her husband's wishes, proves to be a pressure-filled hunt for this normally care-free Canadian.  Will Melody find a pitch- perfect match or be forced to settle on her dreams?  Find out when ""House Hunters International"" casts a line into Puerto Morelos, Mexico.",https://www.hgtv.com/shows/house-hunters-international/episodes/you-only-live-once-in-puerto-morelos-mexico
3,"Season 42, Episode 3",Lovestruck in Weymouth,"Heather and Craig, didn't start dating until two weeks before Craig left the Gold Coast of Australia for his fishing job in Weymouth, England.  Less than a week after he left, Heather knew she was in love, and knew she had to move in order to be with Craig.  She saved for five months and left her friends and family behind to move almost halfway around the world.  Now she and Craig are looking for their first home together.",https://www.hgtv.com/shows/house-hunters-international/episodes/lovestruck-in-weymouth
4,"Season 42, Episode 3",Lovestruck in Weymouth,"Heather and Craig, didn't start dating until two weeks before Craig left the Gold Coast of Australia for his fishing job in Weymouth, England.  Less than a week after he left, Heather knew she was in love, and knew she had to move in order to be with Craig.  She saved for five months and left her friends and family behind to move almost halfway around the world.  Now she and Craig are looking for their first home together.",https://www.hgtv.com/shows/house-hunters-international/episodes/lovestruck-in-weymouth
5,"Season 42, Episode 4",Outdoor Enthusiasts Seek Adventure in Australia,"Outdoor enthusiasts Josh and Gabrielle are always looking for their next adventure.  They moved to the Southern Alps of New Zealand 6 years ago, and they are now ready for something new. This move may be their last as Josh is finally ready to settle down.  With their life savings on the line, they're looking for the perfect property, but are finding out they don't agree on what's just right.  Can this couple compromise on a home that makes them both happy?  Find out when House Hunters International seeks new adventures in Port Douglas, Australia.",https://www.hgtv.com/shows/house-hunters-international/episodes/outdoor-enthusiasts-seek-adventure-in-australia
6,"Season 42, Episode 5",An American Couple Flees Fast-Paced DC for Melbourne,"When Dana's career as a management consultant consumed his life in Washington, DC, his wife, Amy, insisted on an impromptu move to Melbourne, Australia. They can't wait to bask in Melbourne's casual-cafe culture, and they're thrilled to be bringing their beloved dog, Pella, with them down under, but they didn't consider the cost of seeking a dog friendly home.  Dana and Amy, learn to sacrifice their precious pup, when House Hunters International travels to Melbourne, Australia.",https://www.hgtv.com/shows/house-hunters-international/episodes/an-american-couple-flees-fast-paced-dc-for-the-casual-culture-of-melbourne-with-their-dog-in-tow
7,"Season 42, Episode 6",Seeking Luxury and a Laidback Lifestyle in Australia's Newell Beach,"Tired of the dreary skies and chilly climate of Aberdeen, Scotland, Tim and Donna found themselves inspired by a trip to Newell Beach, Australia and decided to make a radical move.  They're packing up their daughter, Kaci, and relocating to the idyllic seaside community on the other side of the world.  Donna is quickly blown away by spacious homes, luxurious details and picturesque views. Tim has a slew of pragmatic concerns, and this headstrong couple is quickly learning that passion and practicality don't always mix, even a million dollar budget doesn't ensure perfection.  Watch what happens when Donna's impulsive and passionate personality battles Tim's pragmatic nature, in the pristine paradise of Newell Beach, Australia.",https://www.hgtv.com/shows/house-hunters-international/episodes/seeking-luxury-and-a-laidback-lifestyle-in-australias-newell-beach
8,"Season 42, Episode 7","Living in the Great Outdoors of Montpellier, France","Texas natives, Aidan and Paul Larson, first met and fell in love attending University. After honeymooning in France, they've spent the following years plotting how they could live there permanently. Paul's job enables him and his family to live abroad. Their first overseas home was in Bray, Ireland. 5 years later, the passion for all things France was still burning strong. Paul's job is now giving them the opportunity of a lifetime to return to France. Now with three children, they're moving to the town of Montpellier. Will they live happily ever after? Find out as House Hunters International seeks French charm in Montpellier, France.",https://www.hgtv.com/shows/house-hunters-international/episodes/living-in-the-great-outdoors-of-montpellier-france
9,"Season 42, Episode 8","Choosing the Burbs or Big Ben in London, England","Ashley and John Butler, have been on a rollercoaster of life changes lately.  They recently married in their home of Washington, D.C.  A week and a half later, movers were coming to pack their stuff and send it across the pond to London, England.  John's job provided him the opportunity to transfer there, which on the surface for these city dwellers, seems like an easy transition.  The only hang-up is his work is located an hour outside the city limits of London in the suburbs.  With no option of public transportation, and John not being thrilled with the idea of getting behind the wheel to get there, they will have to make some tough choices.  Deciding whether to live closer to work and give up the city life they both love may not sit well, especially with Ashley who craves the hustle and bustle of a metropolitan area.  Pinning them down to a location that works for both their comfort and their $5,000 a month budget is going to be a tall order for real estate agent, Gavin Fleming.  Will they choose the ""burbs"" over Big Ben when House Hunters International treks across the majestic city of London, England?",https://www.hgtv.com/shows/house-hunters-international/episodes/choosing-the-burbs-or-big-ben-in-london-england
10,"Season 42, Episode 9","Pursuing Professional Soccer in Concepcion, Chile","Jimmy Maurer, always dreamed of playing professional soccer, so when he received an offer from Chile's premiere league, he and his young family packed up and headed south to Concepcion. The devastation of the recent earthquake has wreaked havoc on a housing market that's already being squeezed by a robust job market. Kristen wants a spacious family home that reminds her of Atlanta, but Jimmy thinks a cheap and central starter home is the way to go.  Will this young family find common ground? Find out when House Hunters International kicks things off in Concepcion, Chile.",https://www.hgtv.com/shows/house-hunters-international/episodes/pursuing-professional-soccer-in-concepcion-chile
11,"Season 42, Episode 10","On the Job in Sarajevo, Bosnia","After climbing the corporate ladder, ambitious corporate recruiter Sandy received an amazing promotion to manage her company's office in Sarajevo, Bosnia.  But behind the former iron curtain, Sandy's tenacious,  uncompromising style proves to be the biggest challenge on her homesearch.  Will Sandy find it all or compromise her goals?  Find out when House Hunters International lands into Sarajevo, Bosnia.",https://www.hgtv.com/shows/house-hunters-international/episodes/on-the-job-in-sarajevo-bosnia
12,"Season 42, Episode 11","Beguiled by Budapest, Hungary","After growing up in the confines of a small town, Denise is looking for the thrill of big city life. So she's packing her bags and leaving behind her sleepy Norwegian town to attend medical school, in vibrant Budapest. But buying a home in Hungary on a student's budget, that also meets her strict Nordic standards, might be a challenge for real estate agent Zoltan Devald. Watch what happens as this adventure seeker takes the pulse of Budapest, Hungary.",https://www.hgtv.com/shows/house-hunters-international/episodes/beguiled-by-budapest-hungary
