,Number,Title,Description,Link
0,"Season 50, Episode 5","Interning in Leuven, Belgium","When Chris Maloney's PhD program offered an internship in Leuven, Belgium he leapt at the chance to study abroad.  Now, new wife, Kelly is giving up her job and leaving her friends and family in Rochester to join him, but they're discovering that they want very different homes.  She desires the historic districts Old Europe charms, while engineer Chris wants modern, clean lines.  Find out if they can settle on a home that makes them both happy, when House Hunters International takes a bite out of Leuven, Belgium.",https://www.hgtv.com/shows/house-hunters-international/episodes/interning-in-leuven-belgium
1,"Season 50, Episode 6","Bound for Buenos Aires, Argentina","After graduating from college, Vivi felt restless. Unsure about her next step, she traveled to Buenos Aires and there found inspiration in its frenetic streets so different from what she's known. So she's breaking out from the shelter of Boise to teach English in South America. Her concerned parents and new friend all have opinions on what will make the best home and real estate agent Victoria Pease will show her all the options, but in the end, Vivi has to choose for herself. Watch, when House Hunter International grows up in Buenos Aires, Argentina.",https://www.hgtv.com/shows/house-hunters-international/episodes/bound-for-buenos-aires-argentina
2,"Season 50, Episode 7","A Homecoming in Granada, Nicaragua","After years of layovers in Nicaragua, Wisconsin pilot Scott always dreamt of living there and after meeting Lucia, he knew Granada was home. They started their new life in Wisconsin, but Lucia missed her family.  Scott decided it was finally time to make the permanent move, but they quickly realize their $350,000 budget doesn't leave room to satisfy both of their expectations. He wants the gorgeous Granada he fell in love with but she just wants space to be with her family. Watch House Hunters International as Scott and Lucia find the perfect house for her homecoming in Granada, Nicaragua.",https://www.hgtv.com/shows/house-hunters-international/episodes/a-homecoming-in-granada-nicaragua
3,"Season 50, Episode 8","Parents and Kids Cohabitate in Cabarete, Dominican Republic","Rod and Michelle fell in love with the people of the Dominican Republic when they hosted minor league baseball players from the island in their Montana home. Their fondness for the country grew deeper after visiting the isle and experiencing its culture first hand. Now the couple wants to purchase a vacation home in the north-east town of Cabarete but can only fulfill their dream by splitting the cost with Michelle's parents Pat and Angie. The foursome must find a home that meets everyone's needs, and has enough privacy for two couples to coexist. Watch as Rod and Michelle find a true vacation getaway when House Hunters International gets calienté in Cabarete, Dominican Republic.",https://www.hgtv.com/shows/house-hunters-international/episodes/parents-and-kids-cohabitate-in-cabarete-dominican-republic
4,"Season 50, Episode 9",A Stationing of a Lifetime in Naples,"Life in the military can often mean lots of moving around. After starting their family in Gulf Port, Mississippi, James and Brooke knew they wanted to expand young Josiah's horizons. When the Navy offered James a position in Naples, they jumped at the opportunity. They're looking for a home that will give them the European life they want to show Josiah, but will also give them the comfort and security they feel back home.  Moving to a city that dates back to the 2nd millennium BC can really add some challenges as James and Brooke will find out, when House Hunters International sets sail for Naples, Italy.",https://www.hgtv.com/shows/house-hunters-international/episodes/a-stationing-of-a-lifetime-in-naples
5,"Season 50, Episode 10","Bachelor Pad in Buenos Aires, Argentina","With the ability to work from anywhere as a web performance engineer Willie Jackson is switching things up and moving to Buenos Aires. While he loves his friends, his apartment, and the food he has in Harlem, New York, he hopes to get a taste of a new culture abroad in Argentina. Having never lived overseas, he's enlisting his friend Dan to show him around the barrios of Buenos Aires and help him find the perfect one bedroom rental.  Watch as Willie tries to get past his expectations and embrace the South American style when House Hunters International goes to Buenos Aires, Argentina.",https://www.hgtv.com/shows/house-hunters-international/episodes/bachelor-pad-in-buenos-aires-argentina
6,"Season 50, Episode 11","Leaving Pennsylvania for Cartaya, Spain","Young American newlyweds Stephanie and Ryan Palmer moved in with her parents after their wedding, in anticipation of their big move to Spain. With an opportunity for Ryan to teach English, he is living his dream. Despite her lack of knowledge of the Spanish language, Stephanie is taking the bold move with him. Watch as the Palmers try to find their perfect first home together as husband and wife, as House Hunters International goes to Cartaya, Spain.",https://www.hgtv.com/shows/house-hunters-international/episodes/leaving-pennsylvania-for-cartaya-spain
7,"Season 50, Episode 12",Baja-liday Road,"When Justin Mecklenborg accepts a new job in Loreto Baja Mexico, his wife Tamra and their two kids and Labrador Sam load up the family wagon and head south from San Diego to the sunny shores of Mexico.  But with Justin extremely busy at work, how will stay-at-home Mom Tamra adjust to life in a new country where she and her children don't even speak the language?  Further complicating matters is the couple's apparent split on important issues surrounding their new home.  While Justin prioritizes a short commute to work and plenty of space to entertain clients, Tamra is more concerned with the safety of her children and ensuring their new home has nothing that could be potentially hazardous to her two young kids.  Will Justin relent and select a place that makes Tamra and the kids feel more at home or will Tamra and the needs of their kids take a back seat to career demands?  Find out when House Hunters International goes to Baja!!",https://www.hgtv.com/shows/house-hunters-international/episodes/baja-liday-road
8,"Season 50, Episode 13",Peaceful in Puerto Penasco,"With her husband Greg working long hours as a city planner, Jennifer demanded that her family take one weekend away to reconnect.  They discovered the Mexican resort town of Puerto Peñasco and began to notice the transformative effect that it had on their sons, who have been diagnosed on the autism spectrum, and decided to it was time to put down roots in this special place. But while Greg and Jennifer are both united as fierce advocates for their sons, they are divided on just about everything else in their house search. Jennifer is willing to go over budget to get her family the best space inside while Greg is looking outside for a spectacular view that's under budget. Their real estate agent desperately tries to bring them together when House Hunters International heads to beautiful Puerto Peñasco, Mexico.",https://www.hgtv.com/shows/house-hunters-international/episodes/peaceful-in-puerto-peasco
9,"Season 51, Episode 1",Hunting for an Historical Hungarian Home,"After being engaged in Turkey and married in Tanzania, travel loving Chicago couple Bill and Jamie are up for a new adventure. So when Jamie is awarded a Fullbright scholarship to teach and work in Budapest, Bill quickly finds a teaching job of his own, and they pack their bags.  Once in Budapest they face an unexpected challenge. It's turning out to be harder than that thought to find a traditional Hungarian home without sacrificing comfort or blowing their budget.  Will Jamie convince Bill to settle for a low cost but run-down apartment that will leave them with extra money to do the traveling they love?  Can Bill convince Jamie that price is no object if they can live in an Historical abode on the banks of the Danube river? Find out when House Hunters International satisfies your hunger for Budapest, Hungary.",https://www.hgtv.com/shows/house-hunters-international/episodes/hunting-for-an-historical-hungarian-home
