,Number,Title,Description,Link
0,"Season 53, Episode 9","Leaving Charlotte, North Carolina for their island dream in Belize","In 1997, Ron and Lisa Cyrier took a vacation to Belize. They've been dreaming of going back permanently, ever since. Now they are making their dream a reality, selling their high-maintenance home in Charlotte, NC for a condo on the beach. With a plan to work less and play more, the Cyriers came with a conservative budget. But the cost of their dream home is unexpectedly high. Watch what happens as House Hunters International goes to San Pedro, Belize.",https://www.hgtv.com/shows/house-hunters-international/episodes/leaving-charlotte-north-carolina-for-their-island-dream-in-belize
1,"Season 53, Episode 10","Awestruck by Auckland, New Zealand","When her husband'sprestigious new job means a move to Auckland, New Zealand, aspiring chef Grace leaves her love of the big city behind.  But when this cosmopolitan city's limited market and her husband Antonio's creative director demands clash, finding a home that has it all proves to be an uphill battle as House Hunters International makes waves in Auckland, New Zealand.",https://www.hgtv.com/shows/house-hunters-international/episodes/awestruck-by-auckland-new-zealand
2,"Season 53, Episode 11","Chasing the Sun to Kawana, Australia","Family is the most important thing to Ben. So when wife Leah's parents moved from chilly England to the sunshine coast of Australia, he knew even though it meant saying goodbye to his family, he and Leah want to raise their children in a more cheerful climate. While they're both united on the move across the hemisphere, they're having a tough time agreeing between a traditional or modern style home. In the end they'll depend on real estate agent Brooke-Lyn to find them a home that's best for everyone. Watch when House Hunters International makes a leap of faith down under in Kawana, Australia.",https://www.hgtv.com/shows/house-hunters-international/episodes/chasing-the-sun-to-kawana-australia
3,"Season 53, Episode 12",Passionate Fashionista Blogs Street Wear,"After a personal relationship came to an end for financier Amber Holmes, she decided to escape NYC to follow her passion for fashion in Paris, France.  But with only her savings to live on, Amber's having to downsize her Upper East Side lifestyle and this fashionista isn't ready to settle for anything less than central Paris.  Find out if this fresh-faced financier turned fashion bloggess can compromise between location and a tight budget when House Hunters International travels to the City of Light, Paris, France.",https://www.hgtv.com/shows/house-hunters-international/episodes/passionate-fashionista-blogs-street-wear
4,"Season 53, Episode 13","A Young Family Chooses Between the City and the Sea in Andalucia, Spain","Vance and Nicole have always been adventurous and globally minded, and they've raised their three daughters to be the same. They love their life in Colorado, but now that the girls are old enough, they've decided to move the entire family to Spain so the kids can develop an international perspective of their own. While the decision to move may have been easy, the logistics are proving difficult: Vance will have to commute to Colorado occasionally to maintain his business, making their budget tight. Nicole has her heart set on a city property with tons of local flavor, while Vance longs for the more touristy areas along the beach. With one fixed budget and two differing opinions, will Vance and Nicole be able to find a family-friendly home with the right mix of local flavor and luxury to satisfy them both?",https://www.hgtv.com/shows/house-hunters-international/episodes/a-young-family-chooses-between-the-city-and-the-sea-in-andalucia-spain
5,"Season 54, Episode 1","The Science of Moving to Vienna, Austria","Darren, a scientist met his British wife Virginia when he gave her a tour of his lab in California. Five years later they were married and starting a new life together. Virginia has been dreaming about moving back to Europe to be near her family. So when Darren was offered a position in Austria they jumped at the opportunity. As if finding a new home and new job wasn't exciting enough, it turns out that Virginia is pregnant with their second child! Expect the unexpected when House Hunters International goes to Vienna, Austria.",https://www.hgtv.com/shows/house-hunters-international/episodes/the-science-of-moving
6,"Season 54, Episode 2",Czeching Out Apartments in Prague,"Mike Gilbert has taken an international sales position in Prague and hopes that his family will learn to love living abroad. But for wife Wendy and three teenage boys leaving behind friends, family, and the comforts of the suburbs for the unknowns of a foreign city is a lot to digest.  Forced to move, the twins Nathan and Wesley want one thing- to no longer share a bedroom. Wendy wants a modern kitchen and space for the family, while Mike is concentrating on old world charm and quick access to public transportation. But finding an apartment with four bedrooms in the center of the medieval city poses a problem as House Hunters International Czech's out Prague.",https://www.hgtv.com/shows/house-hunters-international/episodes/czeching-out-apartments-in-prague
7,"Season 54, Episode 3","Rivalry Rears Up in Rainbow Beach, Australia","Amber is leaving her job working on a ranch in New Zealand to join her younger cousin, Codie, for a lesson in loosening up in Rainbow Beach, Australia. But when Amber arrives, her old habits of worry die hard, and the two girls must find a way to put their differences aside and learn how to get along while living under the same roof.",https://www.hgtv.com/shows/house-hunters-international/episodes/rivalry-rears-up-in-rainbow-beach-australia
8,"Season 54, Episode 4",Melbourne to be Wild!,"When Evan accepted a new job teaching in Australia, he eloped with his girlfriend Jessica without telling their friends and relatives.  Tensions have been running high in Jessica's family as they struggle to accept that their little girl is now married and moving to the other side of the world.  More concerned with adventure and new experiences than family squabbles, Evan and Jessica are leaving Texas and moving to Melbourne, Australia where Evan will be teaching at the local university.  Brought together by their mutual desire to shake things up, their varying priorities could pull them apart.  Jessica is hoping this fresh start will allow her to live a green life with chickens in her backyard garden, but Evan is more concerned with living close to work and keeping his commute to a minimum.  Can these newlyweds put their differences aside and make the biggest decision of their adult lives?  Find out when House Hunters International goes to Melbourne, Australia!!",https://www.hgtv.com/shows/house-hunters-international/episodes/melbourne-to-be-wild
9,"Season 54, Episode 5","Healthy Living in Paris, France","After two years of waiting Patricia has finally been transferred to Paris for her work as a nutritionist. Her desire for an apartment with Parisian charm and a mix of modern decor presents a challenge in finding the perfect home. With the help of her friend Ulla, Patricia is on the hunt for a new home to live a healthy life in Paris. Find out what happens when House Hunters International goes to Paris, France!",https://www.hgtv.com/shows/house-hunters-international/episodes/healthy-living-in-paris-france
10,"Season 54, Episode 6",New Home for a New Family in Amsterdam,"Sherry and Corrine Federer are passionate travelers, but they are passionate parents as well. When Corrine was offered a full-time job in Amsterdam they jumped at the opportunity of going back to Europe and giving their twin sons an international upbringing. Will their strict budget sink their dream of a canal view? Find out what happens when House Hunters International goes to Amsterdam!",https://www.hgtv.com/shows/house-hunters-international/episodes/new-home-for-a-new-family-in-amsterdam
11,"Season 54, Episode 7","Village Townhomes of Tilburg, Netherlands","Europhiles Andrew and Farrah want to expose their kids to European history and cultures, but downsizing from the large suburban home they are leaving behind to a cozy townhome in a Dutch village is easier said than done. For better or worse, the Ritter family steps outside their comfort zone in Tilburg, Netherlands.",https://www.hgtv.com/shows/house-hunters-international/episodes/village-townhomes-of-tilburg-netherlands
