,Number,Title,Description,Link
0,"Season 99, Episode 9",Trading the East Coast for the Costa Del Sol,"On their first date, Brooklyn couple Cara and Jesse agreed that if they made it to marriage, they would move their family abroad. 15 years and two kids later, they're excited to have their kids experience the language and culture of Spain's Costa Del Sol. Cara wants a home near the beach with modern amenities and style, but Jesse wants the rustic charm of the Andalusian countryside.",https://www.hgtv.com/shows/house-hunters-international/episodes/trading-the-east-coast-for-the-costa-del-sol
1,"Season 99, Episode 10",Paris With A Texan Accent,"After discovering she had familial ties to Paris, Texan Janet wanted to plant roots in her ancestral home. Michael supports Janet's dream, but he's nervous about buying a second home in pricy central Paris. Janet knows apartments are smaller, but she still wants space for her adult kids to visit with the charm of an older Parisian apartment. The move is Janet's big dream, but Michael isn't sure if he can stomach a financially unpredictable renovation.",https://www.hgtv.com/shows/house-hunters-international/episodes/paris-with-a-texan-accent
2,"Season 99, Episode 11",Pricey in Provence,"A couple is ready to set down roots in the Provence region of southern France, where they've been enjoying vineyards, olive fields and the mild climate. But Provence is one of the most expensive regions in France, and the 'French way of life' may be out of reach on their tight budget.",https://www.hgtv.com/shows/house-hunters-international/episodes/pricey-in-provence
3,"Season 99, Episode 12",A Space of His Own in Prague,"Moving from Portland, Oregon, to Prague in the Czech Republic is a huge change for Scott and Jared. Scott studied in Prague and he wants Jared to love the city as much as he does, but Jared wants an apartment big enough for his own space. Finding a home they both agree on with their small budget is going to be difficult.",https://www.hgtv.com/shows/house-hunters-international/episodes/a-space-of-his-own-in-prague
4,"Season 99, Episode 13",Burgundy Bound Mom,"After spending the last 25 years raising her two kids, Pam is ready to embrace her empty nest and live her dream of opening a bed-and-breakfast in Burgundy, France. With her husband still working in Switzerland and only available to assist on weekends, Pam must decide how many guests she, and their budget, can handle. Can Pam convince her husband and kids to jump on the big bed-and-breakfast bandwagon or will her family convince Pam to dream a little smaller?",https://www.hgtv.com/shows/house-hunters-international/episodes/burgundy-bound-mom
5,"Season 100, Episode 1","Living The Fairy Tale Life in Salzburg, Austria","A couple sets their sights on Salzburg, Austria -- the birthplace of his father and a picture-book town where he visited as a child -- to settle down and start a travel blog before raising a family.",https://www.hgtv.com/shows/house-hunters-international/episodes/living-the-fairy-tale-life-in-salzburg-austria
6,"Season 100, Episode 2",Creative Inspiration in Mexico,"Overworked consultant Monisha is moving from Washington, DC, to slower-paced Guanajuato, Mexico, in search of her dream home. Originally there to study Spanish, she was immediately immersed in the creative culture of one of Mexico's oldest cities and found it hard to leave. Seeking inspiration from Guanajuato's sweeping vistas and colonial charm, Monisha is looking for a budget-friendly home, but Guanajuato's narrow alleys and steep hillsides present a challenge when Monisha's needs for accessibility and parking find their way onto her wish list. Her good friend and frequent guest, Mattie, is with her to ensure that she truly gets what she wants, no matter the cost.",https://www.hgtv.com/shows/house-hunters-international/episodes/creative-inspiration-in-mexico
7,"Season 100, Episode 3","On the Road to Edinburgh, Scotland","Newlyweds and travel bloggers Laurence and Jessica are ready to set down roots and build their future in Edinburgh, Scotland. With its rich history and culture, they try to find a place in this ancient city with plenty of workspace for them both. But more room could be a challenge on bloggers' budgets, especially in the city where Laurence wants to live. Jessica is very sensitive to noise when she's working or sleeping, so she's thinking someplace out of town in the countryside that would be quieter. Is the honeymoon over?",https://www.hgtv.com/shows/house-hunters-international/episodes/on-the-road-to-edinburgh-scotland
8,"Season 100, Episode 4",Role Reversal in Rotterdam,"Christi and Mike were eager to move out of South Africa and experience something new after recently starting a family. When a job opened up for Christi in Rotterdam, Netherlands, it was a perfect fit for them as the language and culture in the Netherlands was similar to theirs at home. Moving to Rotterdam also means Mike will be giving up his job and becoming the primary caretaker of their child, Anne. Despite strongly different wish list requests, Mike doesn't want to compromise after accepting a role reversal with Christi.",https://www.hgtv.com/shows/house-hunters-international/episodes/role-reversal-in-rotterdam
9,"Season 100, Episode 5",Time Out in Tamarindo,"High school sweethearts Ricky and Becca have a family and a successful business together in their home town of Williston, North Dakota. In many ways they have a dream life, but Ricky works constantly to keep the business running and time with Becca and the kids has become all but non-existent. With his young kids begging him to sell the business or bust, Ricky and Becca have decided that a Costa Rican family hiatus is necessary. Although Ricky is keen to reconnect with Becca and the kids, his desire for a treacherous mountaintop home is out of sync with their reality. If they want their time out in Tamarindo to be as successful as the family business, Ricky and Becca will have to find a way to redefine family friendly, with a view.",https://www.hgtv.com/shows/house-hunters-international/episodes/time-out-in-tamarindo
