,Number,Title,Description,Link
0,"Season 45, Episode 7",Brisbane Bound: Lifestyles of the Young and the Trendy,"Best friends Brooke and Lisa jump at the chance for a new adventure when a job opportunity presents itself in Perth, Australia. When the excitement of their new hometown wears off, they find themselves once again in search of the glitz and glamour that a new city will bring. Landing in the expanding metropolis of Brisbane, these American girls crave the lifestyle of the young and the trendy, but living among the hustle and bustle doesn't come cheap. The city is thriving, and the constant flux of the hip and chic make for an extremely competitive rental market. Will the girls be able to find a chic alternative housing solution that doesn't break the bank?",https://www.hgtv.com/shows/house-hunters-international/episodes/brisbane-bound-lifestyles-of-the-young-and-the-trendy
1,"Season 45, Episode 8","An Overworked Couple Seeks the Slower Pace of Cannes, France","Bogged down with busy careers in London, England, a newly engaged couple wants to slow down their pace and think about starting a family somewhere sunny.  So they've chosen Cannes, France as their new destination.  But even with a million dollar budget, they're finding the posh Cannes real estate market might be out of their reach.  Come along as House Hunters International explores million dollar apartments in Cannes, France.",https://www.hgtv.com/shows/house-hunters-international/episodes/an-overworked-couple-seeks-the-slower-pace-of-cannes-france
2,"Season 45, Episode 9","Big City Living in London, England","After being bit by the travel bug at a young age, Iain McNamara is determined to leave it all behind in his hometown of Dublin, Ireland. With no job lined up and living only on his savings, Iain decides to move to the big city of London, England. With the help of his friend Emma and knowledgable real estate agent Mark O'Kane, watch House Hunters International to see if big city living makes or breaks Iain.",https://www.hgtv.com/shows/house-hunters-international/episodes/big-city-living-in-london-england
3,"Season 45, Episode 10","Connecting to the Ancestral Bonds of San Luis Potosi, Mexico","For her entire life, Adriana and her two children, Ingrid and Ivan have lived only a few miles from the Mexican border in Laredo, Texas.  Even though they are so close, they have not seized the chance to experience their heritage to its fullest.  With her husband Javier's job transfer, things are about to change. When the opportunity arose to work in San Luis Potosi, Javier and the rest of the family jumped at the chance to set up a more permanent base in Mexico. In order to find a modern Texas-sized house, close to the kids' school, on their $1,200 a month rental budget, the Garcias may have to also deal with the headache of renovations, something they are not at all thrilled about. Can they find a way to adapt to the culture shock?   Find out when House Hunters International forms a bond with the City of Gardens, San Luis Potosi, Mexico.",https://www.hgtv.com/shows/house-hunters-international/episodes/connecting-to-the-ancestral-bonds-of-san-luis-potosi-mexico
4,"Season 45, Episode 11",A New Job and a House in the Australian Rainforest,"Josephine Mengeler has just graduated school and now the 20-year-old wants to leave Germany to see the world. Her uncle Andre has offered her a sweetheart deal, a job at his exotic resort in Queensland, Australia and the opportunity to live in the investment home he's buying. They must agree on a house while Josephine confronts her fears of living alone, the Australian wildlife, and making a big decision.",https://www.hgtv.com/shows/house-hunters-international/episodes/a-new-job-and-a-house-in-the-australian-rainforest
5,"Season 45, Episode 12",A Whiff of Cologne in Germany's Rhineland,"Paul and Emily Dubrowski have scrimped and saved to leave her parents' Baltimore basement and follow Paul's job promotion to Cologne, the cultural center of Germany's Rhineland.  Price and location are important to them both, and as a vegan baker, finding a home with a furnished, American-style kitchen is high on Emily's list. But a tight rental market could present problems as House Hunters International gets a whiff of Cologne, Germany.",https://www.hgtv.com/shows/house-hunters-international/episodes/a-whiff-of-cologne-in-germanys-rhineland
6,"Season 45, Episode 13",Switching Homes to Sweden to Be Near Family,"Fredrik moved to Houston 8 years ago expecting to live there for a year at most, but when he met Elisse he decided to stay. Now, he's ready to return to his small town home of Laxa, Sweden, but Elisse is a big city girl through and through.  He wants peace and quiet but she yearns for the convenience and entertainment of nearby city, Orebro. Can these two find one home that suits them both when House Hunters International switches back to Sweden?",https://www.hgtv.com/shows/house-hunters-international/episodes/switching-homes-to-sweden-to-be-near-family
7,"Season 46, Episode 1","A Family From Houston, Texas is Transfered to Trinidad","When Andrew gets a job opportunity he can't refuse, the Garnett family pack their bags and move to Trinidad.  They are looking forward experiencing a new lifestyle and culture. Will they be able to find a home that has both a local feel with the comforts of home on this Caribbean island?",https://www.hgtv.com/shows/house-hunters-international/episodes/a-family-from-houston-texas-is-transfered-to-trinidad
8,"Season 46, Episode 2",An Adventure Starts in Dublin,"High school sweethearts John and Whitney were on the fast track to life. They married young, and were ready to settle down and start a family in San Jose, California.  One night at a dinner party they noticed their peers were all moving around the country and the world.  They reflected on their life and realized they needed an adventure of their own while they're still young. So after some dicussions among their closest friends, they decided to head to Ireland. It was an impulsive decision and now they must learn to make it work in their new country. Rental agent Dave is up for the challenge of pairing these two smalltown kids with their first home in a bustling metropolis.  Watch what happens when House Hunters International jumps into Dublin, Ireland.",https://www.hgtv.com/shows/house-hunters-international/episodes/an-adventure-starts-in-dublin
9,"Season 46, Episode 3",New Couple Tests the Waters in Townsville,"After growing up in landlocked Czech Republic, Veronika Koplikova moves in with her new boyfriend Tyler Gibson in his hometown, Townsville, Australia. Veronika desires more space, but it will come at a price. Watch as Veronika and Tyler get to know each other while searching for their first home together as House Hunters International settles down in sunny Townsville, Australia.",https://www.hgtv.com/shows/house-hunters-international/episodes/new-couple-tests-the-waters-in-townsville
10,"Season 46, Episode 4","Carefree Coastal Living in Tarifa, Spain","German living is all work and no play for Nadine, but she's ready to make a change. Heading towards the sun and surf of Tarifa, Spain she has great expectations. But with no job waiting for her when she arrives, will Nadine be able to afford same comforts she's accustomed to, or will she be left sleeping in the sand?",https://www.hgtv.com/shows/house-hunters-international/episodes/carefree-coastal-living-in-tarifa-spain
