,Number,Title,Description,Link
0,"Season 13, Episode 8",A Home on the Croatian Coast,"Bostjan and Anja love their life in Slovenia but they want to move out of their tiny apartment and find a larger home where they can eventually raise a family. They've decided to buy a home in nearby Croatia where they can not only afford a bigger place, but they can also be right on the beautiful coast. They both agree on the larger home but when it comes to the details the couple doesn't see eye to eye. The most important thing for Anja is a home with an office, while Bostjan is focused on having a pool. They'll look at three very different places, but can they find one that works for both of them?",https://www.hgtv.com/shows/house-hunters-international/episodes/bostjan-and-anja-want-to-move-out-of-their-tiny-home-in-slovenia-and-find-a-larger-place-on-the-nearby-croatian-coast
1,"Season 13, Episode 9",A Villa in the Italian Countryside,"Bruce Chipps leads a stressful life in Los Angeles, California, directing a live, four-hour television broadcast from area race tracks. But the job comes with one fabulous perk: Bruce gets up to six months off each year. Recently, Bruce saw the movie ""Under the Tuscan Sun"" which tells the story of an American woman who moves to the Italian countryside to renovate a centuries-old home, and live ""the sweet life."" Bruce was inspired and decided he wanted to do the same thing during his ample vacation time each year. He has just $65,000 to spend, so instead of Tuscany, which is known to be expensive, Bruce plans to look for a villa in the nearby region of Abruzzo. Helping Bruce realize his dream is real estate agent Nicola Anne Di Girolamo. The first place she shows Bruce is listed right on budget, at $65,000, and has 1300 square feet. The downstairs is in good shape, but the upstairs requires a total renovation. The second place is not at all renovated, and would require serious work to make it even livable. But it's listed at just $26,000, and has 800 square feet. The third place is just the opposite. It is completely renovated with style and has 1300 square feet, but it's listed at a budget breaking $143,000. Is Bruce willing to spend more? Or is he happy to take on significant overseas renovations? Find out when House Hunters International travels to the Italian countryside.",https://www.hgtv.com/shows/house-hunters-international/episodes/bruce-hopes-to-find-a-villa-in-the-italian-countryside-for-less-than-65000
2,"Season 13, Episode 10",Luxury Home in St. Lucia,"After selling his trucking business in St. Lucia, Glenn Sorensen decided to move to his favorite vacation spot, the Caribbean island of St. Lucia. With plans of opening a golf pro shop on the north side of the island, Glenn knows he wants to buy a place in that area. While he can spend over a million dollars, he's not going to tell his agent, Simon Octave, the limit, in hopes of driving a hard bargain. But, with dreams of private ocean access, beautiful views, privacy and luxury details, Glenn discovers that he may have to pay a lot more than he had planned.",https://www.hgtv.com/shows/house-hunters-international/episodes/golf-pro-searches-for-a-luxury-home-in-st-lucia
3,"Season 13, Episode 11",Putting Down Roots in Croatia,"Nikolaus Neubauer's job as an executive with an international paper company has him moving from country to country every few years. This year, he's in Sweden, which he finds cold, dark and somewhat unfriendly. He's ready to put down some roots in the country of his choosing; Croatia. He's drawn to Croatia for its sunshine, scenery, and friendly people. With a budget of $180,000 it might be hard to find the sea-view condo he's hoping for, but real estate agent Daniela Cecavac thinks she can do it. The first condo she shows him has a nice, open floor plan but the view to the sea is partially blocked by buildings. The second condo has a wide open view of the sea, but the rooms inside are tiny. The third is the closest to the sea, but again here, the view is somewhat obstructed. Helping Niki make the decision is his friend who just happens to be an interior decorator. Will she steer him in the right direction? Find out, when House Hunters International heads to Croatia.",https://www.hgtv.com/shows/house-hunters-international/episodes/nikolaus-job-has-him-moving-to-a-new-country-every-few-years-and-now-hes-eager-to-put-down-roots-by-buying-a-vacation-home-in-friendly-croatia
4,"Season 13, Episode 12",First Home in Tel Aviv,"Chen is moving away from home for the very first time. She currently lives with her mom in Tel Aviv, Israel, but now that Chen has saved up, she's ready to find a place of her own. With help from her mother and big sister, Chen will search Tel Aviv for an apartment. She's hoping to find a place that's close to her mom but is also near the downtown action. She'll check out several apartments in Tel Aviv where she'll encounter the beauty of the city and face the frustrations that come along with finding the ideal first home.",https://www.hgtv.com/shows/house-hunters-international/episodes/chen-is-ready-to-move-out-of-her-moms-place-and-buy-her-very-first-home-in-tel-aviv
5,"Season 13, Episode 13",Condo on Bulgaria Coast,"British expats Lemar and Bev are tired of farm life in the Bulgarian countryside, and want to buy a condo in Varna, a bustling port city on the Black Sea. They're hoping to find a place close to the city center, with sea views and enough space for their adult sons to stay when they visit. But even in one of the European Union's most affordable cities, will their modest $255,000 dollar budget be enough to get all the features they're after?",https://www.hgtv.com/shows/house-hunters-international/episodes/british-expats-look-for-a-condo-in-varna-bulgaria
6,"Season 14, Episode 1",Nicaragua Vacation Home,"California residents Jesse and Kelly love spending time at the beach in their Santa Barbara area. The active couple is especially fond of soaking up the sun and surfing the waves. When they got married they went on their honeymoon to San Juan Del Sur, a premier surf destination in Nicaragua known for its pristine beaches and amazing waves. They fell so in love with the coastal region that they've decided to buy a vacation home there. They're hoping to find a home that's near a surf beach and ideally falls within their $150,000 to $200,000 budget. Helping them find a home is their close personal friend and realtor, Brooke Rundle. The first place their pal shows them is a 900 square foot studio with amazing beach views and is listed for $185,000. The condo property is adjacent to a hotel that allows homeowners access to its restaurant and pool area. The second option is a 1600 square foot, two bedroom villa in a gated community that is listed for $200,000. Like the first property, this one is also near a hotel that allows homeowners access to its pool and restaurant. The final home they look at is two story home listed for $175,000. The 1500 square foot property has two bedrooms and is located right at a surf spot with fantastic views. Jesse and Kelly are just one decision away from a surf side vacation paradise in Nicaragua.",https://www.hgtv.com/shows/house-hunters-international/episodes/california-surfer-couple-looks-for-a-beach-side-vacation-home-in-nicaragua
7,"Season 14, Episode 2","New York Family Searches for a Second Home in Calabria, Italy","Ric and Polina DeCarlo are stressed out trying to work and raise their two young sons in upstate New York. So they've decided to buy a summer home in the picturesque and affordable region of Calabria, Italy. Battling jet lag, and with just three days to find a home, Rick and Polina meet up with local real estate agent Kerry Roberts. Together they look at a $167,000 condo that's five minutes from the beach, a $208,000 condo that's 2 minutes to the beach and a $132,000 condo that's in the heart of a local town. They're hoping to make a decision and close the deal before it's time to head back to the states.",https://www.hgtv.com/shows/house-hunters-international/episodes/this-stressed-out-new-york-family-searches-for-a-2nd-home-in-calabria-italy
8,"Season 14, Episode 3",Second Home in Puerto Rico,"Angel and Maria have always wanted to have a second home near their relatives in Puerto Rico. They want to have their kids reconnect with their roots. Now that they've paid off their home in New Jersey, they decided it's time to fulfill that dream. While they are in agreement on all of the basics that they want in a house, there is one point of contention. Maria wants a home with luxury, but Angel wants to get a good deal. To help them find a luxurious home at a great price, they're turning to realtor, Molly Assad, at Paradise Properties. Molly takes them to see a beautiful condo with stunning views of the island for $680,000, a tri-level home next to a golf course for $480,000 and a house with a private pool for $719,000. Which one will meet Maria's high standards, but won't break the bank for Angel?",https://www.hgtv.com/shows/house-hunters-international/episodes/a-new-jersey-couple-wants-to-buy-a-second-home-in-puerto-rico-but-she-wants-luxury-and-he-is-concerned-about-the-bottom-line
9,"Season 14, Episode 4",From Boat to Condo,"When Teri McKenna was faced with an empty nest back home in Southern California, she decided it was time to live out one of her lifelong dreams. She moved to St. Thomas in the U.S. Virgin Islands, bought a Catamaran, and launched a charter boat business. The lifestyle change meant Terri would be working and living aboard the boat. Now, one year later, Terri still loves her boat, but she's starting to miss the conveniences of living on solid ground. She's looking for a condo on the island where she can live, and host her two grown sons when they come to visit. Local real estate agent Karen Korsgren shows Teri and her son Matt three properties close to her budget of $300,000. The first is listed for $315,000, and has two bedrooms and two baths and a great waterfront location. The second property has water views, but only one bedroom and one bath. But it's listed for the lower price of $240,000. The third condo is also just one bedroom and one bath. It's listed for just $205,000, but it does not have a water view at all. Which condo will give Teri the comfortable Island lifestyle she's looking for? Find out, when House Hunters International sails to the U.S. Virgin Islands.",https://www.hgtv.com/shows/house-hunters-international/episodes/teri-mckenna-has-lived-and-worked-on-her-boat-in-st-thomas-for-a-year-and-shes-ready-now-to-try-life-on-solid-ground
