,Number,Title,Description,Link
0,"Season 104, Episode 7",Second Chances in St. Thomas,"After 25 years apart, Brent and Jennifer have rekindled their flame and have agreed to move to St. Thomas to start a new phase of life together. Brent is taking the conservative approach to home buying, while Jennifer will settle for nothing less than a dream house if she's going to leave her grandkids behind in Indianapolis. They want nothing more than to be together in paradise, but they're going to have to make some major compromises to find the perfect spot for their long awaited reunion.",https://www.hgtv.com/shows/house-hunters-international/episodes/second-chances-in-st-thomas
1,"Season 104, Episode 8",Chasing the Dream in France,"British native Keith and American Laura met while living in Bermuda and discovered their mutual dream of one day living in France. Together they've saved up enough money to move to France and open a bed and breakfast and bakery. With their second child on the way, Laura has their budget and a turnkey property in mind, while Keith fancies customizing their new home by doing some renovating. Can Keith persuade Laura to embrace a fixer-upper?",https://www.hgtv.com/shows/house-hunters-international/episodes/chasing-the-dream-in-france
2,"Season 104, Episode 9",New Life in New Zealand,"When Florida physician Richard was offered the chance to practice medicine in Whitianga, New Zealand, he and wife Juliet jumped at the opportunity to raise their 5-year-old son in a less populated area more focused on nature. Juliet is hoping for a turnkey home so they can begin their adjustment to a new country immediately, while Richard sees value in taking on a renovation project to construct the home of their dreams. See which sensibility prevails as House Hunters International goes to Whitianga, New Zealand.",https://www.hgtv.com/shows/house-hunters-international/episodes/10400/new-life-in-new-zealand
3,"Season 104, Episode 10",Pura Vida in Costa Rica,"Canadians Scott and Nancy have long dreamed of making a permanent home in warm, sunny Costa Rica. The time is finally right, so they've purchased two restaurants there and now need to find their dream home. Nancy has a single priority: a tropical home with an ocean view. Scott, however, has other concerns, like location and budget.",https://www.hgtv.com/shows/house-hunters-international/episodes/pura-vida-in-costa-rica
4,"Season 104, Episode 11",Charm or Convenience in France,"Tifany and Nathan always dreamed of living abroad, and a teaching job offer in Saint-Germain-En-Laye, France, is making it a reality. Without any family nearby to pitch in with childcare for their toddler son, Thompson, they have new expenses to keep in mind and a small budget to work with as they look for a place to call home. Tifany is focused on practical amenities for day-to-day life, but Nathan wants to return home from his pharmaceutical job on the road to a place with authentic French charm.",https://www.hgtv.com/shows/house-hunters-international/episodes/charm-or-convenience-in-france
5,"Season 104, Episode 12",Opera Opportunity in Stockholm,"A romantic courtship brought Swedish-born opera singer Simon to the US, where he found love and marriage with artist Lana. However, a dream job with the Royal Swedish Opera now has the lovebirds moving back to Sweden. Stockholm's tight and expensive rental market presents endless challenges as Lana wants space for her art and the couple's beloved dog, Bigsby. Lana also wants to be in the convenient and artistic city center, but Simon's knowledge of the area and budget concerns point to a more affordable suburban lifestyle.",https://www.hgtv.com/shows/house-hunters-international/episodes/opera-opportunity-in-stockholm
6,"Season 104, Episode 13",Family Life in Cape Town,"After years of working in Dubai, Sandy and Alan are anxious to permanently return to their home country of South Africa. Sandy is looking forward to reconnecting with her South African roots, while Alan's utmost concern is making a smart investment in Cape Town's booming real estate market. When Alan is called back to Dubai before finding the perfect property, he must rely on the couple's son, Ryan, to reign in Sandy's dreamy desires for a home that suits them all.",https://www.hgtv.com/shows/house-hunters-international/episodes/family-life-in-cape-town
7,"Season 105, Episode 1","Dear Mom, Love Guam","After a few brutally cold winters in Chicago, Meeta is ready for warmer climates and island living on the American territory of Guam. Serving as a proxy for their parents, sister Raji accompanies Meeta on the house hunt and helps her make a family decision.",https://www.hgtv.com/shows/house-hunters-international/episodes/dear-mom-love-guam
8,"Season 105, Episode 2",On the Fast Track in Lisbon,"Arjun and Azee both grew up in Dubai but were born in India and Iran. Since the UAE doesn't offer citizenship to foreigners, they've been living on temporary residence visas. Now that they are ready to start a family, the couple is looking for a permanent place to live. After an exhaustive search of 16 cities around the world, they've settled on Lisbon, Portugal, due to its golden visa program, which is a fast track to residency.",https://www.hgtv.com/shows/house-hunters-international/episodes/on-the-fast-track-in-lisbon
9,"Season 105, Episode 3",Amalfi Coast Reboot,"After holding various jobs in America, Stephanie has decided to take charge of her future and start her own tourism company in Italy. Since Rome is too competitive, her solution is the Amalfi Coast, where opportunity abounds and life can be lived at a slower pace. With the help of her good friend Alfonso, Stephanie must decide between playing it safe or being ambitious in Vietri sul Mare, Italy.",https://www.hgtv.com/shows/house-hunters-international/episodes/amalfi-coast-reboot
10,"Season 105, Episode 4",Jobless in Christchurch,"It might be a midlife crisis, or it might just be a healthy restart. Whatever it is, Kim and Mat have decided to relocate from Dallas, Texas, to Christchurch, New Zealand. Without jobs, family or friends, this move could be harder than these risk takers ever imagined.",https://www.hgtv.com/shows/house-hunters-international/episodes/jobless-in-christchurch
11,"Season 105, Episode 5",Two Bedrooms in Paris,"Kate's humanitarian work is sending her to Paris for a new job opportunity, and she's calling in her friend and fellow expat, Jilian, to help her find the perfect apartment. Kate wants a second bedroom so she can work from home and host visiting family and friends, but an extra room in bustling central Paris doesn't come cheap.",https://www.hgtv.com/shows/house-hunters-international/episodes/two-bedrooms-in-paris
12,"Season 105, Episode 6",Sync or Swim in Perth,"Dual citizenship has its perks, and synchronized swimmer Danielle is moving halfway around the world from Canada to train for the Australian Olympic team. The move will allow her to reconnect with relatives in Perth, including her cousin, Natalia, who wants Danielle to live near her. But Danielle's priority is finding a place near her training pool.",https://www.hgtv.com/shows/house-hunters-international/episodes/sync-or-swim-in-perth
