,Number,Title,Description,Link
0,"Season 136, Episode 13",Bracing for Change in Barcelona,"A Pennsylvania couple is ready to leave small-town American life behind for an adventure abroad in Barcelona. After years of waiting, one is anxious to settle, while the other is set on perfection.",https://www.hgtv.com/shows/house-hunters-international/episodes/bracing-for-change-in-barcelona
1,"Season 137, Episode 1",Fearing Finnish Winters in Jyvaskyla,"A woman accepts a job in Jyvaskyla, Finland, knowing nothing about the location other than it has notoriously cold and dark winters. Despite assurances from her friend and agent that winter is manageable, her fear runs wild and she finds herself tasked with choosing between spreading her finances too thin or embracing a winter commute.",https://www.hgtv.com/shows/house-hunters-international/episodes/fearing-finnish-winters-in-jyvaskyla
2,"Season 137, Episode 2",Escaping the Comfortable Life for London Thrills,Longtime sweethearts tired of their comfortable life in Cincinnati look for a change of pace in London. But this strong-willed couple has trouble agreeing on their first joint home and has the property expert playing both guru and referee.,https://www.hgtv.com/shows/house-hunters-international/episodes/escaping-the-comfortable-life-for-london-thrills
3,"Season 137, Episode 3",Long-Term Living in Denmark,"A Pennsylvania couple goes all-in to pursue one's career in Copenhagen, Denmark. While Mike wants to embrace minimalism and local living, Derek feels he has given up a lot and wants to be comfortable in his home.",https://www.hgtv.com/shows/house-hunters-international/episodes/long-term-living-in-denmark
4,"Season 137, Episode 4",A Couple's Compromise in Brisbane,A Canadian woman leaves her budding career behind to support her fiance as he attends medical school in Australia. But her current unemployment and his spending habits will put their relationship to a test as they search for a new home together.,https://www.hgtv.com/shows/house-hunters-international/episodes/a-couples-compromise-in-brisbane
5,"Season 137, Episode 5",Keeping the Adventure Alive in Ecuador,"Colorado newlyweds are making a transitional move to Manta, Ecuador, with the intention of moving their permanently after his daughters leave the nest. But before they can settle into happily ever after, they'll have to settle their disagreement about where in town to live.",https://www.hgtv.com/shows/house-hunters-international/episodes/keeping-the-adventure-alive-in-ecuador
6,"Season 137, Episode 6",Business or Pleasure in Los Cabos,"A couple with a multi-million-dollar budget wants the best Los Cabos has to offer for their new Mexican vacation home. While she pictures a private place to enjoy with their two teenage kids, his entrepreneurial side puts them at odds as he pushes for a rental-friendly property that's far beyond their already high price point.",https://www.hgtv.com/shows/house-hunters-international/episodes/business-or-pleasure-in-los-cabos
7,"Season 137, Episode 6",Business or Pleasure in Los Cabos,"A couple with a multi-million-dollar budget wants the best Los Cabos has to offer for their new Mexican vacation home. While she pictures a private place to enjoy with their two teenage kids, his entrepreneurial side puts them at odds as he pushes for a rental-friendly property that's far beyond their already high price point.",https://www.hgtv.com/shows/house-hunters-international/episodes/business-or-pleasure-in-los-cabos
8,"Season 137, Episode 7",Starting a New Life in Bali,"A Los Angeles woman leaves her old life behind to start anew as a travel writer in Bali. She leans on her dad to point her in the right direction, but her strong will may stand in the way of dad's safe and solid advice.",https://www.hgtv.com/shows/house-hunters-international/episodes/starting-a-new-life-in-bali
9,"Season 137, Episode 8",Off She Goes to Mexico,"A woman tired of the daily grind in California decides to use her savings to buy a home with rental potential on Mexico's Yucatan Peninsula. She wants colonial architecture and proximity to attractions for her future guests, but her budget constraints mean she'll have to look at houses that may be less than 'perfecto.'",https://www.hgtv.com/shows/house-hunters-international/episodes/off-she-goes-to-mexico
