,Number,Title,Description,Link
0,"Season 77, Episode 3",Love in New Delhi,"Teresa and Zach met in Portland. Then Teresa went off to university in NYC, but they continued their relationship long distance. When Teresa graduated, she accepted a job offer in New Delhi, India. This could have been the end for the relationship, but Zach, who works in IT, was able to convince his employer to outsource him to New Delhi so he could be with Teresa. His boss agreed under the condition that he continue working on Portland time, which is overnight in Delhi, and return to work in Portland every few months. They must adjust to a foreign culture and living together for the first time while working on opposite schedules, but not before they can agree on living in a place that works for both of them.",https://www.hgtv.com/shows/house-hunters-international/episodes/what-i-would-do-for-love-in-new-delhi
1,"Season 77, Episode 4","Going Back to Gurgaon, India","A work transfer relocated a man back to his hometown of Gurgaon, India after 30 years. Encouraged by his adventurous fiancee, they must decide what's more important, Western amenities he's grown accustomed to, or her love of authentic Indian style.",https://www.hgtv.com/shows/house-hunters-international/episodes/going-back-to-gurgaon-india
2,"Season 77, Episode 5",Grabbing Hold of Love and Life in Goa,"Adventurous by nature, a young woman from Ohio backpacked alone through India for months. At the tail end of her trip, however, she found love. They decide to live together but they'll need a home that suits them both. With many homes near the beaches being reserved for holiday rentals, they struggle to find a villa, for long term lease, that will suit their needs, fit their budget and will help their brand new relationship to flourish.",https://www.hgtv.com/shows/house-hunters-international/episodes/grabbing-hold-of-love-and-life-in-goa
3,"Season 77, Episode 6",Chiang Mai Fair Lady,"A woman leaves Las Vegas to save elephants in Chiang Mai, Thailand. The Western style she's used to will likely exceed her budget, and to live near her work, she'll likely have to embrace a more traditional, no-frills home.",https://www.hgtv.com/shows/house-hunters-international/episodes/chiang-mai-fair-lady
4,"Season 77, Episode 7","Everything's Different Now, That's Just What You Are","A man from Portland, Oregon stumbled into the girl of his dreams while in Brisbane, Australia to interview for his dream job as General Manager of a baseball team. He got the job and the girl, and together they're looking for the perfect home.",https://www.hgtv.com/shows/house-hunters-international/episodes/everythings-different-now-thats-just-what-you-are
5,"Season 77, Episode 8",Lets Talk Turks and Caicos,"After a diving vacation in the Turks and Caicos, Chris and Shelley were convinced to buy a second home on the island of Salt Cay. On this three by one mile island, openings are sparse, and within their 240,000 dollar budget, Shelley wants to help the islands ailing animal community from a charming old world home, but Chris is keen to make a smart real estate investment with a beachfront rental property. Their real estate agent Debbie tries her best to strike the right balance between charm and capital as House Hunters International invests in the Turks and Caicos.",https://www.hgtv.com/shows/house-hunters-international/episodes/lets-talk-turks-and-caicos
6,"Season 77, Episode 9","A New Home and a New Baby in Aberdeen, Scotland","A couple expecting their first child move to Aberdeen, Scotland for a new job. But the city's tight market demands a secret-bidding process, and the challenge is less about choosing which beautiful house they want, as it is about securing it.",https://www.hgtv.com/shows/house-hunters-international/episodes/a-new-home-and-a-new-baby-in-aberdeen-scotland
7,"Season 77, Episode 10",Charm Versus Space in Greater London,"An aspiring actress and her husband are making the move to London to pursue her career. She wants a historic house with English charm, but her husband wants space for musical equipment, which is difficult to come by in England's historic homes.",https://www.hgtv.com/shows/house-hunters-international/episodes/charm-versus-space-in-greater-london
8,"Season 77, Episode 11","Must Have Turnkey in Helsinki, Finland","A new job is allowing a San Francisco couple to trade in their hectic lives for a slower pace in Helsinki, Finland. They will need something that is hard to find very quickly -- a turnkey apartment that is pet-friendly.",https://www.hgtv.com/shows/house-hunters-international/episodes/must-have-turnkey-in-helsinki-finland
9,"Season 77, Episode 12","Family First in Stockholm, Sweden","A New York couple is moving to Stockholm, Sweden so their twin daughters can grow up close to their big family there. But one wants an apartment that reminds them of Brooklyn, the other wants a home in the suburbs with outdoor space.",https://www.hgtv.com/shows/house-hunters-international/episodes/family-first-in-stockholm-sweden
10,"Season 77, Episode 13",Seeking Italian Charm in Iesi,"Tracy and Konrad VanDerBurg have been together for 20 years and have always lived in the US. They are giving up their home, family and friends when Konrad's job unexpectedly moves to Iesi, Italy. The family is excited but at the same time unsure about the trip. Konrad is the only one that has done any real traveling. Making them even more nervous is that the city of Iesi has very few English speakers, as it's not a tourist destination. They're looking for a place that has oodles of Italian charm but with no international schools in the small city they also need space to homeschool their four children.",https://www.hgtv.com/shows/house-hunters-international/episodes/seeking-italian-charm-in-iesi
