,Number,Title,Description,Link
0,"Season 140, Episode 6",Fashionably Zurich,"A woman has agreed to leave her sophisticated urban lifestyle in Estonia after her husband accepts a job in Switzerland. While she's given up a career in fashion, she's not willing to give up the fashion lifestyle so living in Zurich is key. His new job is an hour out of town, though, so if the family is going to thrive in the serene Swiss countryside, somebody has to give in.",https://www.hgtv.com/shows/house-hunters-international/episodes/fashionably-zurich
1,"Season 140, Episode 7",Playa del CEO,"While the fast-paced metropolis of Chicago stimulates the CEO in him, a man is desperate for some time to relax. Hoping to nurture his fun-loving side, he's decided to buy a home in his favorite vacation destination of Playa del Carmen, Mexico. His sassy and free-spirited friend is a local and knows all the town's ins-and-outs, so he's depending on her strong opinions to help him find the perfect place.",https://www.hgtv.com/shows/house-hunters-international/episodes/playa-del-ceo
2,"Season 140, Episode 8",Stress-Free Manabi,"Anytime they needed a break from their hectic lives, this Colorado couple's go-to spot has always been Ecuador's laid-back Manabi Province. They're hoping to find their own vacation home in this easy-going spot but they'll have to overcome a harsh personality divide before settling in the perfect place.",https://www.hgtv.com/shows/house-hunters-international/episodes/stress-free-manabi
3,"Season 140, Episode 9",Far Away from Boston,"Soon-to-be newlyweds are excited to follow a job opportunity to Perth, Australia. She loves her family, however, and laments the fact that Perth is the farthest physical point on the planet from her hometown of Boston. Life may soon turn upside down for this couple but the warm climate and amazing Australian beaches may be just what they need to thrive.",https://www.hgtv.com/shows/house-hunters-international/episodes/far-away-from-boston
4,"Season 140, Episode 10","Expecting in Samara, Costa Rica","After living in the United States most of his life, a Costa-Rica-born man and his wife decide to move closer to his family. They want their children to have a simpler life in Costa Rica, but returning with two young daughters and a seven-months-pregnant wife may make finding bliss difficult.",https://www.hgtv.com/shows/house-hunters-international/episodes/expecting-in-samara-costa-rica
5,"Season 140, Episode 11",The Good Life in Paris,"A woman is ready to pack up and move to Paris, France -- a dream she's had ever since visiting the Marais neighborhood as an exchange student years ago. She's bringing along a good friend who tries to keep her grounded but injecting practicality may be difficult as she decides between the perfect neighborhood and the perfect space.",https://www.hgtv.com/shows/house-hunters-international/episodes/the-good-life-in-paris
6,"Season 140, Episode 11",The Good Life in Paris,"A woman is ready to pack up and move to Paris, France -- a dream she's had ever since visiting the Marais neighborhood as an exchange student years ago. She's bringing along a good friend who tries to keep her grounded but injecting practicality may be difficult as she decides between the perfect neighborhood and the perfect space.",https://www.hgtv.com/shows/house-hunters-international/episodes/the-good-life-in-paris
7,"Season 140, Episode 12",Playa Potrero IRL,"After watching their kids get sidetracked by the superficial highs of constant screen time and instant gratification, a couple is ready to take drastic measures to show them the value of living in the present. Now they're downsizing their Colorado lives and finding a home in Playa Potrero, Costa Rica, with hopes of helping their kids appreciate the benefits of living a simpler life.",https://www.hgtv.com/shows/house-hunters-international/episodes/playa-potrero-irl
8,"Season 140, Episode 13",Bringing the Bronx to Korea,A native New Yorker is coming to grips with how drastically different life is going to be now that she's accepted a job offer in South Korea. She's vowed to bring a taste of home with her -- by bringing her oversized American furniture along -- but her friend thinks clinging to the familiar is a distraction. Now she must determine if making the most of a new opportunity is worth giving up her familiar comforts.,https://www.hgtv.com/shows/house-hunters-international/episodes/bringing-the-bronx-to-korea
9,"Season 140, Episode 13",Bringing the Bronx to Korea,A native New Yorker is coming to grips with how drastically different life is going to be now that she's accepted a job offer in South Korea. She's vowed to bring a taste of home with her -- by bringing her oversized American furniture along -- but her friend thinks clinging to the familiar is a distraction. Now she must determine if making the most of a new opportunity is worth giving up her familiar comforts.,https://www.hgtv.com/shows/house-hunters-international/episodes/bringing-the-bronx-to-korea
