,Number,Title,Description,Link
0,"Season 26, Episode 8",Single Besties in Bermuda,"Katie Tornari and Emma Snelling are two single ladies in the city of London. When an opportunity  surfaced for both of them to climb the corporate ladder in tropical Bermuda, these best friends jumped at the chance to do it together. They're looking forward to island living - where the pace is slower and the living is spacious. But in this exclusive chain of 181 islands, space comes at a premium and buying is prohibitively expensive for foreigners.  Real Esate Agent Rebecca Dunstan will guide them through the process of renting.  Early into the hunt, problems surface. Katie wants to be close to work in the city of Hamilton, but that means condo living.  Emma is hoping to be close to the water, but that means a further commute. Both are mesmerized by the spacious master suite in these exclusive properties but how will they decide who gets it?  Find out when House Hunters International gets shipwrecked in Bermuda.",https://www.hgtv.com/shows/house-hunters-international/episodes/shipwrecked-in-the-bermuda-islands
1,"Season 26, Episode 9",Newlywed Change in Bangkok,"Small town Natalie has never been far from family- until adventurous Ryan whisks her away to the pulsating metropolis of Bangkok, Thailand. Will Natalie embrace the bustling bedlam of the city and house hunt? Or will homesickness lead her back to the friendly confines of California? Find out, when House Hunters International imbibes in the scintillating flavor of Bangkok.",https://www.hgtv.com/shows/house-hunters-international/episodes/one-plight-in-bangkok-thailand
2,"Season 26, Episode 10",First Home in Kent,"Photographer Richard Grebby  and his wife and model, Jessie, have been chasing each other back and forth across the Atlantic since meeting in 2009.   Having committed to each other, these newlyweds are now committing to Kent, England.  Since this will be their first house together, both have their own wish lists.  Richard wants room for his photography business and Jessie can't drive in England so she'll need to be close to public transportation to commute to work once she finds a job.  Real estate agent Robert Dodd has a few options that he thinks meets these needs.  They have the will, but do they have the way?  Find out as House Hunters International settles down in Kent,  England.",https://www.hgtv.com/shows/house-hunters-international/episodes/settling-down-in-kent-england
3,"Season 26, Episode 11",Teaching Abroad in Ansan,"For Brian Rosenfeld and Whitney Cleland life in San Diego was nearly perfect, but they always wanted to live abroad. So when an opportunity arose to teach English in Asia, they jumped at the chance and headed overseas. Now these adventure-seekers are six thousand miles from friends and family in Ansan, South Korea - where the local cuisine and property rules are completely foreign. With deposits on rentals in Korea ranging from fifteen to fifty-thousand dollars, Brian and Whitney will have to dig deep to secure a home. They're looking for something convenient and close to subways, but quickly find out that the best location might not be the best space. Will they pony up for a larger pad? Or will they squeeze into something smaller? Find out when House Hunters lands in Ansan, South Korea.",https://www.hgtv.com/shows/house-hunters-international/episodes/teaching-abroad-in-ansan-south-korea
4,"Season 26, Episode 12",Guernsey Family Home,"Rowen and Cathryn adored their London city life, but now that children are in the picture they are hunting for the perfect home by the sea. Heading to the fanciful, English isle of Guernsey could provide the fresh air his family needs--maritime sports, historical hiking trails and five-star seafood dining.  But while the pace of life moves slower here, so do modern renovations.  Is this island's stock of finished 'forever homes' all but depleted?  Find out when House Hunters tastes real Guernsey living.",https://www.hgtv.com/shows/house-hunters-international/episodes/forever-homes-on-the-fanciful-isle-of-guernsey
5,"Season 26, Episode 13",Family-Friendly in Geneva,"American Becky Hammel fell in love with England native Robert MacDonald and moved immediately to the UK.  She's been a fish out of water in his world ever since.  When Robert's company offered a position in their new office in Geneva, Becky jumped at the opportunity. It's an experience for the whole family.  With the two kids in tow they're going to find a home for all of them, in the worlds Fourth most expensive city.  Will they have enough money to find a place, or will they have to dig deep to meet their expectations?  Find out as house hunters sets down in Geneva, Switzerland.",https://www.hgtv.com/shows/house-hunters-international/episodes/jumping-to-geneva-switzerland
6,"Season 27, Episode 1","Buying a Farm in Most Na Soci, Slovenia","Ben and Stefan are leaving London confines for the wide wide open spaces of Slovenia. They're looking to find a place where Stefan can decorate and rebuild to his fancy, and also where Ben can cook and entertain the guests that will come stay at their bed and breakfast. It's Ben's dream versus Stefan's needs. Will they see eye to eye? Find out as House Hunters International goes back to the land in Most Na Soci, Slovenia..",https://www.hgtv.com/shows/house-hunters-international/episodes/buying-a-farm-in-most-na-soci-slovenia2
7,"Season 28, Episode 1",Starting Over in Historic Dublin,"Partners Paul Somers and Raul Ruiz loved Chicago ? but now Paul's new job has them starting over on the Emerald Isle. Life in Dublin should be an exciting adventure, but challenges lie ahead: Raul needs to find a job, and finding an apartment won't be easy either.  While the market continues to rebound from the recent recession, renting has become the safer ? and preferred ? option, driving up demand and prices. Real estate agent Damian Dillon has the tough task of finding something city center that caters to their desire for an authentic Dublin experience. But as Paul and Raul quickly find out ? the charms of Georgian architecture don't always match up with the reality of 19th century living. Will the appeal of modern convenience alter their traditional plans? Or will old-fashioned allure prove too strong?  Find out when House Hunters travels to historic Dublin, Ireland.",https://www.hgtv.com/shows/house-hunters-international/episodes/starting-over-in-historic-dublin-ireland
8,"Season 28, Episode 2",Colonial Style in Guatemala,"Guatemalan natives Jennifer and Mario built their careers while living in Dallas, but now that they have young children, they feel it's time to renew family ties in Guatemala.  Mario is starting a music shop and they are prepping for the joys of home owning, but will their pursuit of old world traditions trump Texas-sized ambitions?  Jennifer and Mario turn to professional real estate agent Ryan Katherine Sisco for help in navigating their repatriation as House Hunters International travels to La Antigua, Guatemala.",https://www.hgtv.com/shows/house-hunters-international/episodes/looking-for-colonial-style-homes-in-the-heart-of-guatemalas-highlands
9,"Season 28, Episode 3","Reconnecting in Vodice, Croatia","After 20 years running the rat race in Melbourne, Ana is shifting away from the demands of her career for an amazing chance to reconnect with life in her familial homeland of Croatia.  In the small seaside town of Vodice, options that fit Ana's budget and wish list are limited, but estate agent Jasminka Fiser Gavranovic is determined to find the right spot for her client. Will Ana find a home that fulfills her dream? Or will she be forced to compromise to make it come true? Find out when House Hunters International coasts to Vodice, Croatia.",https://www.hgtv.com/shows/house-hunters-international/episodes/reconnecting-in-vodice-croatia
