,Number,Title,Description,Link
0,"Season 56, Episode 11",Sea Views or Cityscapes in Sydney,"Alex Ulrich was offered the job of a lifetime in Sydney, Australia, but fiancee Chelsea must give up her career as a personal chef for the move. Now, she's imagining Mai Tais on the beach while he's hoping to walk downtown to work. With divergent desires pulling them in different directions, someone's going to have to compromise their dream when House Hunters International throws another 'shrimp on the Barbie' in Sydney, Australia.",https://www.hgtv.com/shows/house-hunters-international/episodes/sea-views-or-cityscapes-in-sydney
1,"Season 56, Episode 12","Planning a Future in Paris, France","Dr. Jayne Lee fell so in love with Paris that she geared her career in medicine towards moving there. Soon enough she found a job practicing telemedicine and fell in love with Edouard. But for these newlyweds, buying an apartment in one of the most coveted and expensive cities in the world isn't as easy as falling in love. While Jayne needs an office as soon as possible, Edouard wants to be sure there is room for a future family. Property Consultant Adrian Leeds desperately searches for a compromise when House Hunters International goes to Paris, France.",https://www.hgtv.com/shows/house-hunters-international/episodes/planning-a-future-in-paris-france
2,"Season 56, Episode 13","Is Paradise Out of Reach in Mission Beach, Australia?","Striking a small fortune in Ireland's lottery helped Mary and her Aussie boyfriend Ben decide to take a chance on starting a new life down under -- in the city where they first met, Mission Beach, Australia.  But facing a flat market, her dreams of a cozy hideaway and his practical need of storage space will make for a challenge for Real Estate Agent Steve Wiltshire when House Hunters International washes ashore on Mission Beach, Australia.",https://www.hgtv.com/shows/house-hunters-international/episodes/is-paradise-out-of-reach-in-mission-beach-australia
3,"Season 57, Episode 1","Two Dudes and a Boat in Daintree, Australia","Cedric's quaint French existence is turned on its head when he meets Aussie Joe and they hatch a plan for adventure on the high seas in Australia. But upon arrival in Daintree, Cedric realizes he may not be ready to get his feet wet full time. Making the argument for a house on land in addition to their hatchling charter cruise business, Cedric rocks Joe's boat and threatens the new partnership before it even sets sail.",https://www.hgtv.com/shows/house-hunters-international/episodes/two-dudes-and-a-boat-in-daintree-australia
4,"Season 57, Episode 2","Battling Over High Rises and Traditional Flats in Glasgow, Scotland","For Elissa, the Canadian side of Niagara Falls is the best place in the world to live. Working at the Winter Olympics brought her together with Jason, and they built a family near what their toddler son calls the big water. But extended family, friends and deep personal history are suddenly disrupted when Jason lands a job producing major sports events in Glasgow, Scotland. Jason thinks finding an apartment in a modern high rise will ease their tough transition to the UK while Elissa has set her sights on traditional Glasgow flats. Shopping a white-hot rental market with a modest budget, battling over apartment styles and feeling homesick, Elissa, Jason and their son reach for gold in search of a new home.",https://www.hgtv.com/shows/house-hunters-international/episodes/battling-over-high-rises-and-traditional-flats-in-glasgow-scotland
5,"Season 57, Episode 3","American Dreams in the English Countryside in Bracknell, England","After helping to launch a new division of his company in Bracknell, England, Greig and wife Nicole hope to explore other parts of the world as a family after finding the right home near Greig's job. But in a high priced area with a competitive rental market, Greig and Nicole are worried they won't be able to fulfill the American comforts their kids have grown accustomed to when House Hunters International finds its cup of tea in Bracknell, England.",https://www.hgtv.com/shows/house-hunters-international/episodes/american-dreams-in-the-english-countryside-in-bracknell-england
6,"Season 57, Episode 4","A Move to Los Cabos, Mexico Marks a Milestone in a Relationship","Bonnie and Kale were happily dating and living comfortable lives in Phoenix, Arizona where they enjoyed hiking, cooking and hosting game nights with friends. But that all changed when Bonnie jumped at the chance to start a company in Los Cabos, Mexico. She convinced Kale to join her business venture and the two set sail for south of the border. Bonnie, who's mad about all things Mexican, is a Los Cabos vet, but for Kale who's never been, the idea was both exhilarating and terrifying. Before their business can begin, the couple must settle on their first home together. Find out if the experience will tear them apart or bring them closer when House Hunters International cruises to Los Cabos, Mexico.",https://www.hgtv.com/shows/house-hunters-international/episodes/a-move-to-los-cabos-mexico-marks-a-milestone-in-a-relationship
7,"Season 57, Episode 5",Much Love in Munich,"Unable to endure their long distance relationship, Becca accepted a job opportunity that will unite her and boyfriend Michael in Germany. But as they delve deeper in the hunt for their first home, differing priorities emerge. She wants to be city center and close to work while he just wants to be on budget. But with a shortage of homes in pricey Munich, they'll both have to compromise. Watch as House Hunters International says prost to Munich, Germany.",https://www.hgtv.com/shows/house-hunters-international/episodes/much-love-in-munich
8,"Season 57, Episode 6","Business in Beautiful Busan, South Korea","Andrew was living in Illinois with his wife Marci, his two dogs and his own home maintenance business when a rare opportunity presented itself. The couple were visiting Andrew's brother abroad when he received the chance to interview for a new job that would relocate them internationally. Once Andrew had the job offer - and the location was revealed - he and Marci knew moving to beautiful Busan was an opportunity they could not pass up. Watch as real estate agent Chil helps this couple find a new home for themselves and their dogs when House Hunters International travels to Busan, South Korea.",https://www.hgtv.com/shows/house-hunters-international/episodes/business-in-beautiful-busan-south-korea
9,"Season 57, Episode 7","Surf, Sun and Jobs in Four Mile Beach","No shirt, no shoes, no job. Kite surfer Nick Taylor has left cold Southport, England to join his best friend Tommy in Four Mile Beach, Australia. In search of a job and a house, they'll need more than just their good looks to land both. They'll need the help of returning real estate agent Heidi Rawlings. However, it will not be easy for her to get Nick and Tommy a rental with just one income.",https://www.hgtv.com/shows/house-hunters-international/episodes/surf-sun-and-jobs-in-four-mile-beach
10,"Season 57, Episode 8",You've Got the Quito My Heart,"After Laurel fell in love with Hugo while doing volunteer work in Quito, Ecuador, she decided to move from San Diego and live with him permanently. Now that they have a six month old baby, the time has come for Hugo and Laurel to get out of Hugo's family's home and find a place of their own. But with Hugo's father giving them the money for their new home, his opinions will weigh heavily into the decision. Hugo Sr. wants his family to remain close to his apartment while Laurel is looking for a little space after living in such close quarters with her new in-laws. Find out if Laurel gets what she wants or if father knows best when House Hunters International goes to Quito, Ecuador.",https://www.hgtv.com/shows/house-hunters-international/episodes/youve-got-the-quito-my-heart
11,"Season 57, Episode 9",Chicopee to Barcelona,"A married New England couple is looking to put having kids on hold while they explore a life abroad in Barcelona, Spain. Despite having problems with getting both their Visas, this couple is determined to leave Chicopee for the Mediterranean coastal city. Real Estate Agent Raluca Tronaru will try her best to give this couple everything they want, which is a lot, although it may jeopardize their future plans of starting a family. Find out if this couple can get their dream house when House Hunters International goes to Barcelona.",https://www.hgtv.com/shows/house-hunters-international/episodes/chicopee-to-barcelona
12,"Season 57, Episode 10","Torn Over Where to be in Split, Croatia","For Americans Sean and Neissa Gallahar, the Croatian city of Split has special meaning. While on separate vacations, they crossed paths outside an ice cream shop there, locked eyes, and eight years later, they are now happily married. The experience had such an impact that when they decided to start an administrative staffing company out of their home, they knew exactly where it would be. They are confident their $275,000 budget will be enough capital to start their company and find a spacious, centrally located property that can accommodate a home office. Reuniting with the place where they fell in love seems like a perfect plan, but as they are about to find out, they may have to start their business and budget in the red to get what they want.  Find out if Sean and Neissa will be able to fall in love again with Croatia when House Hunters International visits the historical city of Split.",https://www.hgtv.com/shows/house-hunters-international/episodes/torn-over-where-to-be-in-split-croatia
13,"Season 57, Episode 11",Town Center or River Views in Carrick on Shannon,"Chiropractor Kyle and his wife Desiree have one last box to tick on their pre-baby bucket list, and that's to live abroad. Desiree is the adventurer of the two and as an ESL teacher, she has experience living abroad while Kyle has been a homebody. They aim to use Carrick on Shannon as a springboard for travelling around Europe, so they are keen to stay on budget. Working with their tight budget, Real Estate Agent Celia will have her work cut out for her. Find out if it will be town center or river views when House Hunters International goes to Carrick on Shannon, Ireland.",https://www.hgtv.com/shows/house-hunters-international/episodes/town-center-or-river-views-in-carrick-on-shannon
14,"Season 57, Episode 12","Fight or Flight in Arcachon, France","Aaron's job as a helicopter pilot has enabled the Croft family to travel the world, but an exchange program with the French Air Force lands them in the coastal region of Arcachon Bay searching for a home base on a tight deadline. They must get the kids situated into a normal routine before Aaron is once again deployed, and the area's limited market of holiday rentals isn't making it easy for them to find a place to settle down. Add in the growing hostilities over whether to get a luxury kitchen for Shiloh or a garage where Aaron can keep his toys, and the battle begins in Arcachon, France.",https://www.hgtv.com/shows/house-hunters-international/episodes/fight-or-flight-in-arcachon-france
15,"Season 57, Episode 13",Asking for Authenticity in Thailand,"When Greg Brinker was given a job opportunity in Pattaya, Thailand, wife Michelle leapt at the chance to dive into a new culture. But Greg's work is in the industrialized Eastern Seaboard Zone, and the culture she craves lies 30 minutes away in Pattaya. Now they'll have to choose between commuting convenience or cultural immersion when House Hunters International travels around the globe to Pattaya, Thailand.",https://www.hgtv.com/shows/house-hunters-international/episodes/asking-for-authenticity-in-thailand
16,"Season 58, Episode 1","Back to Nature in Panguipulli, Chile","After living and working in urban Shanghai, China for nearly two decades, Michelle has decided she's ready to get back to nature. On a whim she packs her bags to move halfway around the world to Panguipulli, Chile where she can start her own company and also learn how to farm. With help from her old friend, real estate agent Jeanette, Michelle searches for the perfect home. Will Michelle find a space that meets all of her needs or will she have to start entirely from scratch? Find out when House Hunters International goes to Panguipulli, Chile.",https://www.hgtv.com/shows/house-hunters-international/episodes/back-to-nature-in-panguipulli-chile
