,Number,Title,Description,Link
0,"Season 1, Episode 1",Revisiting Big Renovations in the South of France,"House Hunters International is revisiting the vivid landscapes of southern France to reveal three big renovation projects. Circus performers Karine and Jade Kindar-Martin escaped back to their roots in the region of Gard to open a unique artist retreat, complete with yurts and teepees.  After a false start in their native Hungary, Eva and Alfonz Hamori agreed to open a bed and breakfast in the sunny tourism driven community of Capestang, but disagreed on the right space to put it.  After a home swap, former Arizona residents Dave and Stasha Ashton decided to stay in Mougins for good and found the road to renovating their ancient farmhouse was quite explosive.",https://www.hgtv.com/shows/house-hunters-international/episodes/revisiting-big-renovations-in-the-south-of-france
1,"Season 1, Episode 2","Revisiting Remote Renovations in Australia, New Zealand and Panama","House Hunters International checks back in with three inspiring couples who were looking to either retreat into or escape from some of our most remote locations. The Archibald's from Australia went off the grid and bought a half-finished property on Great Barrier Island near the coast of New Zealand, where their handyman skills were stretched to the limit. After living in remote South Africa, Shaun and Carol went back on the grid and fixed up a traditional Queenslander on the Sunshine Coast of Australia. Ryan and Lauren are young, free spirits who abandoned their cars in the LA rush hour traffic to build a serene, oceanfront bed and breakfast off the beaten path in Bocas Del Toro, Panama.",https://www.hgtv.com/shows/house-hunters-international/episodes/revisiting-remote-renovations-in-australia-new-zealand-and-panama
2,"Season 1, Episode 3",Revisiting Historic Renovations in Italy and France,"House Hunters International wondered what happened to three of our most memorable couples and the historic properties they purchased.  Scottish artist Clare Galloway single handedly saved a rattled, medieval townhome in the abandoned village of Guardia Sanframondi, Italy. Susan Gardner fell in love with a whimsical, traditional trullo home in Puglia, Italy but ran into red tape while trying to renovate. Catherine and Franck Vigneron, a Cognac making family from California, found a vintage of house they liked in the birthplace of Cognac but it needed a lot of work to raise its spirits.",https://www.hgtv.com/shows/house-hunters-international/episodes/revisiting-historic-renovations-in-italy-and-france
3,"Season 1, Episode 4","Revisiting Euro Renovations in Berlin, Copenhagen and Slovenia","House Hunters International travels across Europe to revisit three inspiring couples who took on massive renovation projects. Abigail Smith left Geneva for Germany but her Berlin Bachelorette pad needed an upgrade. Jack Fussell is a globetrotting shutterbug ready to settle down and he'll need his wife Tina's strong design sense to turn their quirky space into a home.  Englishmen Steffan and Ben traveled to the lush, rolling hills of Most na Soci, Slovenia to build a rustic bed and breakfast.",https://www.hgtv.com/shows/house-hunters-international/episodes/revisiting-euro-renovations-in-berlin-copenhagen-and-slovenia
4,"Season 1, Episode 5","Revisiting Latin Renovations in Belize, Panama and Mexico","House Hunters International retraces the steps of three, savvy Latin American buyers. Mathieu and Vanessa were biologists starting a research lab in the jungles of Belize. However, they needed to build extra housing for at least 30 students. In Panama City best friends from New York, Eric and Vlad, excavated a dilapidated building overlooking a historical plaza. Erich and Rob started from scratch with a surprise new renovation after their real estate deal bottomed out the first time around in Merida, Mexico.",https://www.hgtv.com/shows/house-hunters-international/episodes/revisiting-latin-renovations-in-belize-panama-and-mexico
5,"Season 1, Episode 1",Costa Rica Vacation Home,"Mark and Carolle Cotter love living in Northridge, California and find it to be the perfect place to raise their six-year old son.  However, life is all work and not a lot of play, so after visiting Costa Rica's Lake Arenal, the Cotters decided to look for a restful vacation home there with beautiful and relaxing views of the lake.",https://www.hgtv.com/shows/house-hunters-international/episodes/costa-rica-vacation-home
6,"Season 1, Episode 2",Dominican Vacation Home,"Throughout their fifteen years of marriage, Steve and Susan Miller have traveled the world, with trips to sites such as Sicily, Panama, Tahiti and Australia.  At present, the Millers reside along the Ohio River in Louisville, Kentucky, but are looking for another waterfront property as a second home - in the Dominican Republic.",https://www.hgtv.com/shows/house-hunters-international/episodes/dominican-vacation-home
7,"Season 1, Episode 3",Vacation Home in Spain,"Lesley and Clive have been together for more than thirty years.  Both lovers of music, dogs and travel, they've decided it's time to look for a second home in an exotic location.  Tired of London's rainy and wet weather, the Allingtons are anxious for open space and warm weather in beautiful Granada, Spain.",https://www.hgtv.com/shows/house-hunters-international/episodes/vacation-home-in-spain
8,"Season 1, Episode 4",Vacation Home in Italy,"Peter and Beverly Moule live in Goff's Oak, just outside of London, in a guest house while their Georgian style three-story main house is under construction.  Looking to get away from the work and stress of construction, they are searching for a vacation home in Liguria, Italy where their family can enjoy some sunshine and relaxation.",https://www.hgtv.com/shows/house-hunters-international/episodes/vacation-home-in-italy
9,"Season 1, Episode 5",Vacation Home in Paris,"New Yorkers Jeff Ballinger and Mary Schiller recently began the first steps toward making their dream together a reality.  After honeymooning in Paris, they knew they wanted their own vacation property in France.  Now, they've moved out of their house and into a smaller condo in the Bronx, NY and have begun their search for a pied a terre in Paris.",https://www.hgtv.com/shows/house-hunters-international/episodes/vacation-home-in-paris
