,Number,Title,Description,Link
0,"Season 72, Episode 13","Striking A Chord In Zurich, Switzerland","South African couple Ivor and Heloise Clifford are leaving behind the big city of Johannesburg for the cooler climate of Switzerland. After studying nuclear engineering for 10 years, Ivor has his Ph.D. and recently landed a job with a Swiss scientific research facility, 25 miles outside of Zurich. He's a quiet, shy guy who prefers to live more remotely but his wife, Heloise is an outgoing, classical pianist who prefers an urban lifestyle. She needs to be where her fellow musicians are in Zurich. Property consultant, Maya Froehlich will attempt to strike a chord when House Hunters International visits this picturesque country.",https://www.hgtv.com/shows/house-hunters-international/episodes/striking-a-chord-in-zurich-switzerland
1,"Season 73, Episode 1","A New Life in Johannesburg, South Africa","David Lazarus-Priestley would have been very content living with his family in the quiet pastures of Wiltshire County, England. On the other hand, his wife Alex wants to show their four year old and two year old sons there's a whole world to explore so, she requested a job transfer to the bustling city of Johannesburg. David usually never steps out of his comfort zone, so getting him to embrace even slight changes can be a challenge for Alex. She knows she'll have to work hard to not only find a spacious home that works for their family, but also help David settle into a life outside rural England in Johannesburg, South Africa.",https://www.hgtv.com/shows/house-hunters-international/episodes/a-new-life-in-johannesburg-south-africa
2,"Season 73, Episode 2",Rocking the Relationship Boat in St. Thomas,"K.J. had a great life and close network of friends in Boston, MA, his home for 16-years. But the city's traffic jams and cold winters were becoming unbearable, and he craved a change of pace and warmer climate. K.J. dreamed of moving to the Caribbean to start a small business, and hoped his girlfriend Kate would come along. When he approached the subject of relocating, Kate threw caution to the wind and agreed, and soon after the couple were bidding farewell to family, friends and their careers. Deciding an American territory was the easiest place to start a business, the duo set their sights on St. Thomas in the US Virgin Islands. But once they arrived, it became clear, they were split on where to call home. Kate wanted beach access and a property on the island's tropical north end. But K.J. disagreed, favoring views and an apartment on the livelier east side. And with no jobs, no home and no resolution in sight, they feared the experience would damage their relatively new relationship. Watch as they navigate rocky terrain in St. Thomas, US Virgin Islands.",https://www.hgtv.com/shows/house-hunters-international/episodes/a-couple-from-boston-fear-rocking-the-relationship-boat-with-a-move-to-st-thomas
3,"Season 73, Episode 3","Looking at the Big Picture in St. Thomas, USVI","Stephanie Clark has always loved escaping the daily grind in Maryland to spend time with her family in St. Thomas, USVI. When her boyfriend Shawn Burman proposed while vacationing there, Stephanie decided that she never wanted to leave. With a desire to continue his education, Shawn didn't require much convincing to embrace Stephanie's dream to move to the Virgin Islands. Relying on her income while Shawn returns to his studies, Stephanie understands that their budget will be tight, so her desires are simple. However, if Shawn is hitting the books at home, he'd like to study in style. Real estate agent Rob Barringer knows that, in this pricey paradise, either Shawn will have to lower his island expectations or Stephanie is going to have to break the bank when House Hunters International sets sail for St. Thomas.",https://www.hgtv.com/shows/house-hunters-international/episodes/looking-at-the-big-picture-in-st-thomas-usvi
4,"Season 73, Episode 4",London Charm versus Parisian Pride,"A half American, half Parisian family of four move from one of the most cosmopolitan locales in the world to a city that is arguably even more so. As expensive as Paris is, London has a cost of living that is about twenty percent higher. But this glamorous family is not accustomed to dour living quarters. Their search for a proper flat for their two princesses takes them first to a maisonette, then to a traditional row house and, finally, to a Mews. Along the way, British charm chips away at the hold that Paris has over them.",https://www.hgtv.com/shows/house-hunters-international/episodes/london-charm-versus-parisian-pride
5,"Season 73, Episode 5",A Wales of a Good Time in Anglesey,"Sharing a dream to leave city life behind for a life of farming in the Welsh countryside, Simon and Julie sold their house in Worcester to make their dream a reality. Contending with learning the language and fitting in, in this foreign land, Julie is anxious to find a property in the area's tight market. Coming back to the area where he grew up, Simon's familiarity with the area makes him strive for more as House Hunters International has a Wales of a time in Anglesey.",https://www.hgtv.com/shows/house-hunters-international/episodes/a-wales-of-a-good-time-in-anglesey
6,"Season 73, Episode 6",Not Too Fast Not Too Slovenia,"Andrew and his wife Natasha have been living in Seattle with their children, but Andrew's work involves operating a tour business in various cities across Europe. The business is based in Slovenia, and Andrew feels that Slovenia closely resembles the America he grew up in and would be the ideal place to live and raise his kids. But his wife Natasha, who came to the states from Russia, has already made one big move across the globe and is reluctant to jump headlong into another. While Andrew wants to live near the city for work, Natasha is adamant about settling in a more rural area so the kids can run outside and play without her having to worry. See whose wishlist gets fulfilled as House Hunters International tours through Slovenia.",https://www.hgtv.com/shows/house-hunters-international/episodes/not-too-fast-not-too-slovenia
7,"Season 73, Episode 7","Bros Before House in Sydney, Australia","Craig always wanted to test his independence by moving as far away from Long Island as possible, so when a job at his NY firm opened up in Australia, he didn't hesitate to hop a plane. When a friend introduced him to several like-minded guys also looking for a place down under, Craig opted in, and the search for a four-bedroom casa in Sydney was on. But while the benefits of sharing a space are plentiful, so too are the demands. Each roommate has different needs, and if a harmonious home is the endgame, the greatest test of Craig's leadership and independence may be leading his roommates to compromise.",https://www.hgtv.com/shows/house-hunters-international/episodes/bros-before-house-in-sydney-australia
8,"Season 73, Episode 8","Battle Across the Rio Grande, in Puerto Penasco, Mexico","After decades of rushing around in the rat race, Edward has retired and become an artist. Now he wants solitude to pursue painting, photography, and cooking. His wife Gracie is still working but it won't be too long before she also retires. Unlike Edward in just about every way, she is a people person who wants friends and group activities. The only thing they seem to agree on is the place they want to retire, Puerto Penasco, Mexico, which is also their favorite vacation spot. But the agreement ends there, as they battle it out over peace, tranquility and solitude versus people, activities and amenities.",https://www.hgtv.com/shows/house-hunters-international/episodes/battle-across-the-rio-grande-in-puerto-penasco-mexico
9,"Season 73, Episode 9","Looking to Escape their Grueling Commute, a Family Moves out of Manhattan's Burbs and into Scotland","Before they were married, Donna and Gary loved the conveniences of living in New York City. But after the birth of their second daughter, their living quarters became cramped. And in a city where space was a premium, they couldn't afford to upsize. So like many young families living in Manhattan, the couple were pushed out of the city and into the suburbs. In Westchester County, Gary and Donna bought a large house with a spacious backyard for the kids. But, commuting to their jobs in the city was difficult, and the hour long train ride to and from their offices was taking a toll on family time. So when Gary's company offered a transfer to Edinburgh, Scotland, they jumped at the chance to return to urban life, and reside in an affordable city with reasonable commutes. But when the family landed on UK soil, they realized prices in Scotland's capital were higher than they expected. And getting a downtown apartment with four bedrooms and a garden cost more than their 2,400 dollars a month budget. Find out if they sacrifice size, location or cost when House Hunters International seeks city living in Edinburgh, Scotland.",https://www.hgtv.com/shows/house-hunters-international/episodes/looking-to-escape-their-grueling-commute-a-family-moves-out-of-manhattans-burbs-and-into-scotland
