,Number,Title,Description,Link
0,"Season 106, Episode 9","Styling in Stellenbosch, South Africa","Two professors are relocating from West Virginia to Stellenbosch, South Africa, for new jobs. Their first priority is to make sure their two daughters are adjusting comfortably to their new life, but four strong opinions on where the family should live could make choosing a home more difficult.",https://www.hgtv.com/shows/house-hunters-international/episodes/styling-in-stellenbosch-south-africa
1,"Season 106, Episode 10",Cape Town Capers,"After a lifelong obsession with Africa, a woman moves her family to Cape Town, South Africa. With two very young children, they need a place that will provide the smoothest transition to a new culture. But first, the city-loving woman and her beach-loving husband must come to an agreement on the best place for their family.",https://www.hgtv.com/shows/house-hunters-international/episodes/cape-town-capers
2,"Season 106, Episode 11",Western Style in Chiang Mai,"A travel-loving couple gives in to the lure of South East Asia and begins searching for a home in Chiang Mai, Thailand. They hope to find a Western-style home with a pool and plenty of space for creativity, but they both know that every item on their wish list will end up costing them. Finding a place with the conveniences of America on their tight budget might be asking too much and could leave them with less house than they'd hoped.",https://www.hgtv.com/shows/house-hunters-international/episodes/western-style-in-chiang-mai
3,"Season 106, Episode 12","Growing Up Abroad in Antibes, France","A couple of teachers who grew up living abroad wants to give the same experience to their daughters in Antibes, France. They've been saving up for the move for five years now but they face a few limiting factors that may change their plans. They're looking for a handicap-accessible home with few stairs and a bathtub as well as plenty of outdoor space. Their daughters each want their own bedroom, which strains their budget even more. Will the family find a perfect home with the French charm they're looking for?",https://www.hgtv.com/shows/house-hunters-international/episodes/growing-up-abroad-in-antibes-france
4,"Season 106, Episode 13",Adjusting to Amsterdam,"A couple decides to become residents of Amsterdam after falling in love with the charm of the Netherlands while on vacation. While he's excited to find the perfect Dutch dream home on the canals, his wife already made a big move from Japan to the United States and doesn't share his enthusiasm to move again. They've found a real estate agent to help them track down the perfect home, but will their budget and her worries keep them from finding it?",https://www.hgtv.com/shows/house-hunters-international/episodes/10600/adjusting-to-amsterdam
5,"Season 107, Episode 1",Married Down Under,"After a three-year courtship in Yorkshire, England, a couple is beginning married life down under with a move to Townsville, Australia. One is keen to get back to the beach lifestyle in a modern home, but the other wants to live close to the city in a traditional Queensland home. With their savings and future on the line, will these lovebirds be able to find a middle ground?",https://www.hgtv.com/shows/house-hunters-international/episodes/married-down-under
6,"Season 107, Episode 2",South African Stardom,"After leaving her successful career as a soap opera actress in South Africa, this San Diego, CA, stay-at-home mom receives an offer to come back on the show. She thinks it's the perfect time to go back to her roots and give her kids the South African experience that she grew up with. Her husband is taking a leap of faith and leaving everything behind to go with them, but will he be able to adapt to his new role as Mr. Mom while she goes back into the South African limelight?",https://www.hgtv.com/shows/house-hunters-international/episodes/south-african-stardom
7,"Season 107, Episode 3",Live Like the Romans Do,A Pennsylvania family steps out of their comfort zone and travels to Rome to follow a job offer. She has experience traveling abroad but he's a bit nervous about taking such a big step. The couple clashes over whether they should find a big home in the suburbs like they had in the US or live like true Romans in a smaller apartment in the city. Can they make a compromise and live stress-free in Italy?,https://www.hgtv.com/shows/house-hunters-international/episodes/live-like-the-romans-do
8,"Season 107, Episode 4",Making Rome Home on Low Dough,"Akee's world was turned upside down twelve years ago when Hurricane Katrina took his home and his family's livelihood away overnight. Now a young adult himself, Akee is seeking to set new roots away from the memories of the storm. After being admitted to university in Rome, he's left New Orleans for the first time in his life and is seeking to find a real first home of his own on a student budget.",https://www.hgtv.com/shows/house-hunters-international/episodes/making-rome-home-on-low-dough
9,"Season 107, Episode 5",A Dancer's Dream in Paris,"Professional dancer Cara is finally settling down in the one place she feels most at home -- Paris. After receiving a generous inheritance from her late grandmother, she wants an apartment that will provide her with a space to practice dance. Unsure of employment opportunities, however, Cara finds it difficult to balance the dream life she wants and the real life she can afford.",https://www.hgtv.com/shows/house-hunters-international/episodes/a-dancers-dream-in-paris
10,"Season 107, Episode 6",Bermuda Triangle Attraction,"Tax attorney Sameera has a full but busy life in Los Angeles. Ready to take her professional life to the next level while finding more balance on a personal one, she's accepted a job offer on the island of Bermuda. She would like a second bedroom to house her guests, beach access and an easy commute into town, but there's a steep price to pay to bask on the island's pink sand and azure waters.",https://www.hgtv.com/shows/house-hunters-international/episodes/bermuda-triangle-attraction
11,"Season 107, Episode 7",New Kids in Townsville,"Newlyweds Kevin and Leigh are moving to Townsville, Australia, so Kevin can pursue a PhD in marine biology and fulfill his dream of studying near the Great Barrier Reef. Leigh is focused on finding a dream home near the beach and restaurants, but Kevin is set on sticking to the budget and living close to his university. Will they be able to compromise on a home Down Under?",https://www.hgtv.com/shows/house-hunters-international/episodes/new-kids-in-townsville
