,Number,Title,Description,Link
0,"Season 6, Episode 12",House Hunting in Holland,"A California family is looking for a house in Holland. What can they find for $300,000?",https://www.hgtv.com/shows/house-hunters-international/episodes/house-hunting-in-holland
1,"Season 6, Episode 13",Searching Buenos Aires,Follow a well-traveled couple on their quest to find the perfect vacation home in Buenos Aires.,https://www.hgtv.com/shows/house-hunters-international/episodes/searching-buenos-aires
2,"Season 7, Episode 1",Searching the Spanish Seaside,"Justin and Maria Guenin met in business school and now live and work in El Ejido, Spain.  They're searching for a seaside vacation home close to Maria's family and, hopefully, with spectacular views.",https://www.hgtv.com/shows/house-hunters-international/episodes/searching-the-spanish-seaside
3,"Season 7, Episode 2",Falling in Love With France,"After traveling throughout Europe as a young man, American Ira Leifer fell in love with France and dreamed of returning to live there one day. When home prices hit an all time high in Washington DC, Ira took the opportunity to sell his home for a good sum at settlement.  However, with the value of the dollar diminishing, he's anxious to finally make his move to France.  Will he go for something in the wine country or a more urban setting?",https://www.hgtv.com/shows/house-hunters-international/episodes/falling-in-love-with-france
4,"Season 7, Episode 3",A Country Home for the Clan,"Adelina and Jose have a large family with many children and grandchildren.  In fact, their family has expanded so much that space is limited in their Lisbon home.  They have decided to leave the city in favor of the Portugal countryside, where they hope to find a large home with a swimming pool and a garden.",https://www.hgtv.com/shows/house-hunters-international/episodes/a-country-home-for-the-clan
5,"Season 7, Episode 4",Big View vs. Big Space,"Dan Webster and Isabelle Deguise are a young couple with a 1000-square foot rental apartment overlooking scenic downtown Vancouver, British Columbia. However, they have limited storage space and share their outdoor patio area with other tenants.  They've decided to look for condos outside of the downtown area to get more room for their money.",https://www.hgtv.com/shows/house-hunters-international/episodes/2
6,"Season 7, Episode 5",Room Required in Costa Rica,"Jorge and Gaby have enjoyed city life in Escazu, Costa Rica for many years.  With the birth of their son, however, they grew tired of their small, one-bedroom condo and of hearing their neighbors through shared walls.  They are searching for a stand-alone house with a home office space for Jorge, separate living quarters for their housekeeper and, most of all, a place that's kid friendly.",https://www.hgtv.com/shows/house-hunters-international/episodes/room-required-in-costa-rica
7,"Season 7, Episode 6",Tough to Find in Tokyo,"Mark Fritz is an American professional living in Toxyo.  After renting for a while now, he's decided it's time to buy a place.  He's looking for an American-style kitchen, a nice view and -- since he plays the guitar -- thick walls.  Can all of his wishes be met in the Tokyo real estate market?",https://www.hgtv.com/shows/house-hunters-international/episodes/tough-to-find-in-tokyo
8,"Season 7, Episode 7",Idyllic in Italy,"Seppo Aslund and Monica Ferucci currently live in a small apartment in the heart of Milan. Their two-bedroom, one-bathroom home becomes cramped when hosting guests, including Seppo's children, so they've agreed to escape the hustle and bustle of Milan in favor of a multi-level renovated flat or villa in the Italian countryside.",https://www.hgtv.com/shows/house-hunters-international/episodes/idyllic-in-italy
9,"Season 7, Episode 8",Making It Work in Montreal,"George Tawil is from Lebanon and his wife Brenda Alor is from Mexico, and they are buying their first home together in Montreal.  While they love their current apartment in the trendy Saint-Laurent neighborhood, they lack the space they need.  They hope to find a swanky penthouse not far from where they are now since it's close to their work, as well as the many shops and restaurants that they both enjoy.",https://www.hgtv.com/shows/house-hunters-international/episodes/making-it-work-in-montreal
