,Number,Title,Description,Link
0,"Season 161, Episode 8","Wiesbaden, Take Two","Two former soldiers and their son return to Wiesbaden, German, as married civilians. They're looking for a large place with four bedrooms, and she wants a traditional home that's near the city center while he prefers something modern that's farther out.",https://www.hgtv.com/shows/house-hunters-international/episodes/wiesbaden-take-two
1,"Season 161, Episode 9",Brussels Without a Net,"A job transfer makes Brussels, Belgium, the eighth country a couple has called home. They're looking for a place with outdoor space and room for visitors, and he's looking for something with historical charm but she's more concerned with modern amenities.",https://www.hgtv.com/shows/house-hunters-international/episodes/brussels-without-a-net
2,"Season 161, Episode 10",Brink of a Wedding in Bangkok,"After years in a long-distance relationship, an engaged couple finally decides to start their life together in Bangkok. They're looking for a home with more space than her current condo, but finding a bigger place within their budget will be a challenge.",https://www.hgtv.com/shows/house-hunters-international/episodes/brink-of-a-wedding-in-bangkok
3,"Season 161, Episode 11",Full Immersion in South Korea,"After two years in Japan, a US airman gets a new assignment in Daegu, South Korea. He's looking for a new development with a nice view that can accommodate visiting family, but on his small budget, a spacious place downtown may not be within reach.",https://www.hgtv.com/shows/house-hunters-international/episodes/full-immersion-in-south-korea
4,"Season 162, Episode 3",Lake or No Lake in Geneva,"After accepting a job promotion, a wife and mother relocates her family of six to Geneva. They're looking for a spacious house with at least four bedrooms, and she's money conscious, but he doesn't mind spending more to get the lake view he really wants.",https://www.hgtv.com/shows/house-hunters-international/episodes/lake-or-no-lake-in-geneva
5,"Season 162, Episode 4",A Singer and a Psychic Walk Into a Bar,"A musician who's been living the Los Angeles high life is ready for a change after tabloid-worthy exploits overshadowed his career. He sets his sights on Bangkok and, along with his psychic best friend, faces a house hunt full of spirits and surprises.",https://www.hgtv.com/shows/house-hunters-international/episodes/a-singer-and-a-psychic-walk-into-a-bar
6,"Season 162, Episode 9",Happily Ever After in Leuven,"An American gives up living in Paris for her fiance's opportunity to study in Leuven, Belgium. They're looking for a place that's near public transportation, and she wants the feel of a trendy apartment, but he's tired of dorm living and prefers a house.",https://www.hgtv.com/shows/house-hunters-international/episodes/happily-ever-after-in-leuven
7,"Season 163, Episode 2",Quintessential vs. Convenient in Cambridge,"A young family is leaving the suburbs of Tampa for a job opportunity in Cambridge, England. He's looking for a spacious house in the idyllic English countryside, but as a pregnant stay-at-home mom, she wants to be near the city and its conveniences.",https://www.hgtv.com/shows/house-hunters-international/episodes/quintessential-vs-convenient-in-cambridge
8,"Season 164, Episode 3","Beat Drops and Flip Flops in Koh Chang, Thailand","An up-and-coming rapper tired of life in Canada seeks freedom and adventure on the jungle island of Koh Chang, Thailand. He's looking for a place that's fully furnished and near the vibrant beach nightlife, but his small budget may not match his desires.",https://www.hgtv.com/shows/house-hunters-international/episodes/beat-drops-and-flip-flops-in-koh-chang-thailand
9,"Season 165, Episode 5","Trading Dreams in Dublin, Ireland","A couple trades her dream life in Chicago for his adventurous job opportunity in Dublin. He prefers to be near the city center and close to work, which means higher prices, but they're down to a single income and she wants to stay well under budget.",https://www.hgtv.com/shows/house-hunters-international/episodes/trading-dreams-in-dublin-ireland
10,"Season 166, Episode 1",Staying Calm in Cologne,"A newlywed couple follows a job opportunity back to her home country of Germany. They're looking for two bedrooms and a outdoor area for their dogs, but they're down to a single income, and they may need to make some sacrifices to stay in their budget.",https://www.hgtv.com/shows/house-hunters-international/episodes/staying-calm-in-cologne
11,"Season 167, Episode 1","Cupid's Arrow Strikes in Bangkok, Thailand","A Denver man met his new girlfriend on a world adventure and now they're looking for a place together in Thailand. They're looking for a something spacious, and he needs an office to work from home, but finding a place near her work may be a challenge.",https://www.hgtv.com/shows/house-hunters-international/episodes/cupids-arrow-strikes-in-bangkok-thailand
