,Number,Title,Description,Link
0,"Season 71, Episode 1",Traveling Campania,"Nicole is a married mother of two and all her life she's dreamed of having a little place of her own in Italy to share with her family one day. She's been saving what she can for years and has been researching areas in Italy where she can find a bargain. Nicole has zeroed in on the medieval hamlet of Calitri in Italy's Campania region and hopes to find her dream home amidst dozens of properties that have been vacant for decades. Nicole's mother is along for the search and is somewhat skeptical that her daughter's savings will be enough to land her a decent home, but Nicole is determined to find herself a great deal. They'll both find out just how far Nicole's money will go when House Hunters International visits Campania, Italy.",https://www.hgtv.com/shows/house-hunters-international/episodes/traveling-campania
1,"Season 71, Episode 2",Living with Wildlife in South Africa,"When Jacquie volunteered in South Sudan, she unexpectedly found love after meeting Johann, a paramedic from South Africa. Six months later, they tied the knot and planned to build a life together in her native Canada. But shortly into their marriage, the couple's future was derailed. His paramedic qualifications were not recognized and he was unable to work in his profession. Instead, Johann landed a job in Mozambique and the newlyweds soon found themselves relocating to the other side of the world. And for convenience, they chose to settle in his home country, across the border in Hoedspruit, South Africa. Located in the African bush, the town's a gateway to Kruger National Park, one of Africa's largest and most famous game reserves. And a recent boom in eco-tourism's made the town a hot spot for tourists, but a competitive place to buy real estate. So when Jacquie and Johann started their house hunt, they discovered their 100,000 dollar budget wouldn't go far, and they were divided on a place that met both their demands. She wanted a location close to town, but he preferred a home in the thick of the African bush. Find out how they compromise when House Hunters International goes on safari to Hoedspruit, South Africa.",https://www.hgtv.com/shows/house-hunters-international/episodes/a-newly-married-couple-discover-life-in-north-eastern-south-africa-means-cohabiting-with-wild-game
2,"Season 71, Episode 3",Pumped to Experience Pretoria,"Mark and Terra were settled in Kansas City, but a job offer presented them with the opportunity to experience life abroad in South Africa. However, with only a six week window until their new baby arrives the Snyder's need to move fast. Terra wants the perfect home that's within their budget but Mark wants to settle his growing family into a home that's close to his job. The pressure is on for this young couple to compromise as House Hunters International visits Pretoria, South Africa.",https://www.hgtv.com/shows/house-hunters-international/episodes/pumped-to-experience-pretoria
3,"Season 71, Episode 4",Writing the Book of Bermuda On One Income,"Mike and Kate have great lives in Brooklyn, he as a science teacher, and she as a publicist for a publishing company. Along with their dog Maggie, they have friends and all of NYC at their doorstep. But they also have a desire to live abroad before they settle down. When Mike received a sudden job prospect in Bermuda, they jumped at the opportunity, which involved breaking the lease on their apartment, and Kate leaving behind her job. Being very career driven, she worries what she's going to do with her time, especially on a tiny little island in the middle of the Atlantic. With one income and a high cost of living, they hope to find their new home in sunny Bermuda.",https://www.hgtv.com/shows/house-hunters-international/episodes/writing-the-book-of-bermuda-on-one-income
4,"Season 71, Episode 5",Puppy Problems in Perth,"After leaving Australia to attend college in New Zealand, Crystal Capewell was feeling homesick and decided it was time to come back to Perth. She's returning to her roots not only with her boyfriend, Nick Preston but also with their two dogs in tow. Nick has never lived in a big city before so he's excited to experience the hustle and bustle of living in downtown Perth. For Crystal, finding a comfortable suburban home with enough space for the dogs both inside and out is her top priority. With only limited savings until they find jobs, the pressure is on to find a place that can stay within their 4,000 dollar a month budget and somehow meet both their needs. Nick and Crystal will try working through their differences in Crystal's hometown of Perth, Australia.",https://www.hgtv.com/shows/house-hunters-international/episodes/have-helsingborg-will-travel
5,"Season 71, Episode 6",Have Helsingborg Will Travel,"After 10 years in Washington D.C., Nicholas is restless to return to Europe. He's teaching at an international school in Helsingborg, Sweden, but his ultimate goal is to travel every weekend. After acquiring a big American lifestyle, his friends aren't convinced Nicholas can easily relax his high standards. Along for the hunt, his friend Nita has to remind him the more cash he saves, the more he can travel. And in the competitive Swedish property market, Nicholas is learning the hard way a penny saved is a penny earned.",https://www.hgtv.com/shows/house-hunters-international/episodes/have-helsingborg-will-travel2
6,"Season 71, Episode 7","Early Retirement is Gonna Cost Ya, in Guanacaste, Costa Rica","John and Laurie Quam love crazy adventures, but retiring early to Costa Rica is one impulsive decision without a safety net. While they're happy to pare their lives down to the bare essentials to enjoy coastal water sports with their dogs, their dream of beachfront living could wipe out their wallets. The ultimate Quamventure begins when House Hunters International buys a one-way ticket to early retirement, in Guanacaste, Costa Rica.",https://www.hgtv.com/shows/house-hunters-international/episodes/early-retirement-is-gonna-cost-ya-in-guanacaste-costa-rica
7,"Season 71, Episode 8","Finding a Fairy Tale Life in Le Perche, France","Photographers Dawne and Dean had an idyllic life in Shushan, New York. Surrounded by family and friends, they felt secure and content in their beautifully restored farmhouse surrounded by lush forests. But that all changed after a photography trip to Le Perche, France. Blown away by the beauty of the region's manors and castles, they realized it was time for a change. So 45-years into their marriage, they decided to embark on the next chapter of their lives and relocate permanently to the French countryside. The move was risky since neither of them could speak the language, and when their home hunt started, reality sunk in. As they scoured Le Perche's quaint villages and towns, they quickly discovered getting a home that recreated the magic of their holidays would cost more than the 200,000 dollars they were willing to spend. And as they searched, they struggled to find a place with traditional charm for Dawne, but required no renovations for Dean. Find out if they find their French fairy tale when House Hunters International looks for a happy ending in Le Perche.",https://www.hgtv.com/shows/house-hunters-international/episodes/new-york-photographers-pursue-a-french-country-house-and-a-fairy-tale-life-in-le-perche-france
8,"Season 71, Episode 9","Canary Islands Conundrum, in Tenerife","Serial renovators Andy and Gill are finally doing something for themselves. After years of buying and renovating homes to rent to others, they're ready to pick up a property for their own family. With one eye firmly on retirement, Andy is hoping for something work-free and turnkey. Gill feels that the only way to get what they want is to build it themselves. With an open-ended budget and a wish list full of high-end demands, to build or not to build will be the real question for Andy and Gill in Tenerife.",https://www.hgtv.com/shows/house-hunters-international/episodes/canary-islands-conundrum-in-tenerife
9,"Season 71, Episode 10","Man vs. Math vs. Wife, For The Caribbean Dream Home","Jersey natives Urlin and Stephanie have built a sensible but hectic life together without ever having to leave their zip code. Their pragmatic approach has allowed them to build a solid foundation for their family's future. After a quick trip to Aruba, however, Urlin fell in love with the rather impractical idea of a beachfront Caribbean dream home. It's an investment that could threaten the family's financial future, but Urlin is determined to explore the possibilities. Wanting to be supportive, Stephanie has agreed to come along for the ride, but if they can't find a suitable property and a way to pay for it upfront, Stephanie may force Urlin to leave Curacao empty-handed.",https://www.hgtv.com/shows/house-hunters-international/episodes/man-vs-math-vs-wife-for-the-caribbean-dream-home
