,Number,Title,Description,Link
0,"Season 159, Episode 8",Going High or Going Low in Auckland,"A South African couple wants to give their toddler a better life and move to Auckland, New Zealand. He wants a place that's close to the beach with a good view and doesn't mind an apartment, but she doesn't like heights and wants a ground-level home.",https://www.hgtv.com/shows/house-hunters-international/episodes/going-high-or-going-low-in-auckland
1,"Season 159, Episode 9",Unreal Expectations in Ecuador,A Los Angeles couple can't wait to ditch their busy lives and head to the Manabi Province in Ecuador. They want to stay within a modest budget as renters and find a private place with at least two bedrooms and an outdoor area they can enjoy.,https://www.hgtv.com/shows/house-hunters-international/episodes/unreal-expectations-in-ecuador
2,"Season 159, Episode 10",Bed and Breakfast in San Clemente,"A couple decides to leave their corporate jobs in Canada and open a bed and breakfast in San Clemente, Ecuador. He wants a place that's beachfront and doesn't mind a fixer-upper project, but she wants something turnkey that's close to amenities.",https://www.hgtv.com/shows/house-hunters-international/episodes/bed-and-breakfast-in-san-clemente
3,"Season 159, Episode 11",A True Purpose in Da Nang,"A husband and wife decide to follow their true purpose as nomadic artists and move to Da Nang, Vietnam. She's looking to experience the local culture in a small, studio space, but he wants to be in an expat neighborhood in a larger apartment.",https://www.hgtv.com/shows/house-hunters-international/episodes/a-true-purpose-in-da-nang
4,"Season 159, Episode 12",Designs on Birmingham,"A Wisconsin newlywed couple takes advantage of a job transfer and moves to Birmingham, England. They're looking for an apartment with an easy commute for his work, but she wants modern touches with plenty of space while he just wants to stay on budget.",https://www.hgtv.com/shows/house-hunters-international/episodes/designs-on-birmingham
5,"Season 159, Episode 13",Beach Life in Ocean Grove,"A young couple decides to move back to his native Australia after he survived a near-fatal illness. She wants a large yard for their kids and plenty of room for visiting family, but he wants a fixer-upper project that's near the beach.",https://www.hgtv.com/shows/house-hunters-international/episodes/beach-life-in-ocean-grove
6,"Season 160, Episode 1","Move, Dance and Connect in Mexico","After a health scare, a single woman decides to pursue a passion project in Merida, Mexico. She's looking for a traditional, Colonial-style residence with two bedrooms for visiting family and friends, but her budget expectations may present a challenge.",https://www.hgtv.com/shows/house-hunters-international/episodes/move-dance-and-connect-in-mexico
7,"Season 160, Episode 2",In the Mood for Love in Munster,"A young woman is ready to live with her long-distance boyfriend for the first time in Munster, Germany. They're both college students, so he doesn't mind a shared apartment with roommates to save with expenses, but she wants something more private.",https://www.hgtv.com/shows/house-hunters-international/episodes/in-the-mood-for-love-in-munster
8,"Season 160, Episode 3",A Renting vs. Buying Battle in Paris,"A newlywed couple are at odds over buying or renting their first home in Paris, France. She's moving from Atlanta and wants to purchase a home with plenty of room, but he's already living in Paris and prefers to rent a place that's in the city.",https://www.hgtv.com/shows/house-hunters-international/episodes/a-renting-vs-buying-battle-in-paris
9,"Season 160, Episode 4",Dressing Up in Kaiserslautern,"A Louisiana couple is following his military transfer to Kaiserslautern, Germany. She's giving up her job for the move and starting a fashion and style blog, so she hopes to find a home with plenty of space for her clothes, as well as room for their pets.",https://www.hgtv.com/shows/house-hunters-international/episodes/dressing-up-in-kaiserslautern
