,Number,Title,Description,Link
0,"Season 24, Episode 7",A fresh start in Montevideo,"When Greg and Erica discovered their passion for a  life in South America, they learned about Montevideo from a Uruguayan friend.  When she offered the use of her apartment, they sold their house and belongings and didn't look back.  Now  6000 miles from home, they're starting over with a fixed budget. Realtor Patricia Turner takes them through the city and shows them life is good, even if it's not cheap.   Will it be something old, something new, or a little of both, and will their budget get them what they want.  Find out when House Hunters International takes a leap of faith to  Montevideo, Uruguay.",https://www.hgtv.com/shows/house-hunters-international/episodes/a-fresh-start-in-montevideo
1,"Season 24, Episode 8","Slower-pace of life in Gaborone, Botswana","Married for 15 years, avid travelers Eyassu and Shontaye Abegaz always dreamed of living in another country. Though Eyassu was born in Ethiopia, he moved to the States for high school and has been living in the U.S. ever since. Growing tired of their hectic pace in Washington, DC the couple took a trip to Botswana and absolutely fell in love with the country: the culture, the people and the landscape. After Eyassu was offered a teaching job at a university in Gaborone, the couple had their chance to see their dream of living abroad come true. Luckily, Shontaye's job as a travel writer allows her to work anywhere. For Eyassu and Shontaye, Gaborone offers a little adventure and a much slower pace of life. But as the capital city of Botswana, it also has the hustle and bustle of one of Africa's fastest-growing cities and a booming housing market. Testing the waters before committing to purchasing a home, Eyassu and Shontaye have decided to start off renting and are counting on agent Kim Bekker to find them a nice rental encompassing their wish list of 3 to 4 bedrooms, 2 bathrooms and a pool within their budget of 1800 U.S. dollars a month.",https://www.hgtv.com/shows/house-hunters-international/episodes/slower-pace-of-life-in-gaborone-botswana
2,"Season 24, Episode 9","Surf Dreams in Hossegor, France","Lena Stubner and Karin Henriksson are giving up their lives in Sweden to spend the rest of their lives surfing in France. Their dreams are unlimited, but their budget isn't and Hossegor is one of the most expensive areas in France. They are planning to make their living by operating a surf camp in the popular beach destination, so the property they find has to do double duty as both home and business. Real estate agent Joel Vidoudez takes them from the beach and back again with the options.  Will they catch the wave or will they hit the deck?  Surfs up as House Hunters hangs ten in Hossegor, France.",https://www.hgtv.com/shows/house-hunters-international/episodes/surf-dreams-in-hossegor-france
3,"Season 24, Episode 10","Casting Anchors in Auckland, New Zealand","After 16 hectic years, countless missions, and plenty of uprooting, Andrew Curlewis is calling it quits with Britain's Royal Navy. He and wife Claire are making one final transfer to New Zealand's Royal Navy in Auckland so their family of 4 can set down roots.  After years in flux, they're looking for beaches, family atmosphere, and a short commute down to the naval base. They think they've found it in Auckland's North Shore, but real estate agent Debbi Lyons brings bad news: their 1 million budget won't exactly go far in this highly coveted area.  The need to spend more creates conflict just when the Curlewis family was hoping to put their life of uncertainty behind them.  Will Andrew and Claire give up their hope for a short commute or break the bank to get their dream off the ground? It's all about compromise when House Hunters International immigrates to Auckland, New Zealand.",https://www.hgtv.com/shows/house-hunters-international/episodes/casting-anchors-in-auckland-new-zealand
4,"Season 24, Episode 11",Historic Country Homes in Normandy,"The Blairs want a drill in all things French and experience is the best teacher.  But Franco-mania can produce life's sweetest pleasures and its worst misfortunes.  Is the Blair's dream home hiding in the back roads of Europe's dairy land?  Find out when House Hunters moves to Normandy, France with the help of property consultant Adrian Leeds.",https://www.hgtv.com/shows/house-hunters-international/episodes/historic-country-homes-in-normandy
5,"Season 24, Episode 12",Job transfer to the tropics of Kuala Lumpur,"After warming up to the charms of Krakow, Mike Eden's bank job has the family of eight on the move again. This time, they're transferring to the tropics of Kuala Lumpur. Leaving Krakow so soon is going to be tough and navigating Kuala Lumpur's massive property market will be even tougher. Space for six kids and two dogs is priority number one, but just as important is privacy, especially to Mike's wife, Lisa. Real estate agent Brandon Lim knows that incredible options abound, but with so many stunning properties, hard choices are inevitable and privacy could prove to be elusive in such a congested urban area. Will the Edens go the practical route to get the perfect pad? Or will the wow factor be too good to pass up? Find out when House Hunters explores Kuala Lumpur, Malaysia",https://www.hgtv.com/shows/house-hunters-international/episodes/job-transfer-to-the-tropics-of-kuala-lumpur
6,"Season 24, Episode 13","Former Circus Performers Move to Gard, France","French stunt woman Karine met her American high wire walker husband Jade when they were both performing with Cirque de Soleil in Orlando, Florida. They got married on a high wire and after relocating to L.A. and living there for six years they decided to move to Gard in the south of France to raise their two sons. Since Karine is French and Jade trained at circus school in France it made perfect sense to return. They packed a twenty foot container and made the move. Their key wishes were to find an old stone house with access to fresh water such as a spring or river, 3 or 4 bedrooms, 2 bathrooms and plenty of outdoor space for Jade's high wire and on which to create an artist's retreat; a dream of Karine's which would allow them to earn money working at home. They also wanted their two young sons to be raised in a more laid-back environment compared to the hustle and bustle of L.A.",https://www.hgtv.com/shows/house-hunters-international/episodes/former-circus-performers-move-to-gard-france
7,"Season 25, Episode 1",Mode in Mediterranean Malta,"Fashion and interior designers Zoe and Aki risk everything to open a clothing boutique on the sun soaked island nation of Malta. But before the business, the couple first needs to build a home. Will they find the ideal blank canvas to create their vision? Or will the burden of financing a home and store force them to reconsider their future? Find out when House Hunters takes a dip in Mediterranean Malta.",https://www.hgtv.com/shows/house-hunters-international/episodes/mode-in-mediterranean-malta
8,"Season 25, Episode 2","Surf's Up in Manta, Ecuador","Garrett Parker lived his whole life in insular Alaska.  It wasn't until college - and his father moving away to Ecuador - that he began to see journey in his future.  After saving up by working long, hard hours on the Alaskan pipeline, Garrett is ready to join his father in investing along the coast of Ecuador.  Manta is a dream for a young investor.  Prices are low and the tide is high.  And with help from dear old dad - a real estate agent - Garrett is hoping to snag a sweet beach house for his $150 thousand dollar budget.  However, his dad, Richard, thinks a condo is a better investment in this still rapidly developing city.  Will Garrett listen to fatherly advice and choose a condo?  Or will his search for a good time lure him to the best party house on the beach?  Find out when House Hunters International hangs ten in Manta, Ecuador.",https://www.hgtv.com/shows/house-hunters-international/episodes/surfs-up-in-manta-ecuador
9,"Season 25, Episode 3","Family-friendly living in  Hellerup, Denmark","Paul St.  John, an American software executive, and Meinhard St. John, a part-time actor and model, met in Chicago seven years ago.  One and a half years later, they relocated to Stockholm, Sweden for Paul's work.  Now that they have decided to adopt a child, they are moving to the affluent suburb of Hellerup, Denmark to be closer to Meinhard's family and many mutual friends.  Located just four miles north of Copenhagen, Hellerup is surrounded by green parks, woods and beaches - making it one of the most desirable places to live.  With a budget of two million dollars, the couple are confident that realtor Christian van der star Byskov will find them a family-friendly home with all the features they desire.  The long wish list includes four bedrooms, at least two bathrooms, nanny quarters, a great kitchen with open floor plan and a nice location close to good schools and parks.  Will Paul and Meinhard overcome their stubborness and strong opinions to find the perfect house? Find out when House Hunters heads to Hellerup, Denmark.",https://www.hgtv.com/shows/house-hunters-international/episodes/family-friendly-living-in-hellerup-denmark
