,Number,Title,Description,Link
0,"Season 157, Episode 9",Choreographing a Move to Manta,"A professional ballet dancer and his wife are ready to pirouette to a new home in Manta, Ecuador. She wants a turnkey place that's close to town and all the amenities, but he wants something they can work on to customize to their liking.",https://www.hgtv.com/shows/house-hunters-international/episodes/choreographing-a-move-to-manta
1,"Season 157, Episode 10",Fear of the Ocean in Manta,"A couple looks to be closer to extended family and searches for a vacation home in Manta, Ecuador. She has a fear of the water and wants a low-maintenance condo away from the ocean, but he wants a standalone home that's beachfront.",https://www.hgtv.com/shows/house-hunters-international/episodes/fear-of-the-ocean-in-manta
2,"Season 157, Episode 11","Bustling or Beach in Qingdao, China","A young couple is moving back to their collegiate stomping grounds in Qingdao, China. He's looking for something in the Laoshan District that's close to work, but she wants to be near the beach in a home with an outdoor space for their kids.",https://www.hgtv.com/shows/house-hunters-international/episodes/bustling-or-beach-in-qingdao-china
3,"Season 157, Episode 12",Fishing for New Experiences in Crete,"An adventurous family takes advantage of a job relocation opportunity and moves to Crete, Greece. He wants a small place that's on the ocean, but she wants a larger home with a big backyard and plenty of room to accommodate visiting family.",https://www.hgtv.com/shows/house-hunters-international/episodes/fishing-for-new-experiences-in-crete
4,"Season 157, Episode 13",From Stability to Prague,"A career-driven man gets a new outlook on life after his father's passing and moves to Prague. His girlfriend prefers to be near the city center, but he wants to be further out in a more spacious place since they'll both be working from home.",https://www.hgtv.com/shows/house-hunters-international/episodes/from-stability-to-prague
5,"Season 158, Episode 1",Cohabitating on the Cheap in Chiang Mai,"Less than a year into their relationship, two American college grads postpone adulting and move to Chiang Mai, Thailand. She's looking for a place with a separate bedroom and living space, but he's trying to save money and prefers a studio apartment.",https://www.hgtv.com/shows/house-hunters-international/episodes/cohabitating-on-the-cheap-in-chiang-mai
6,"Season 158, Episode 2",Take Two in Thailand,"After getting divorced, a British man decides to make a new start in Phuket, Thailand. He's looking for a home with enough space to accommodate his kids when they visit, and he prefers to be near both his brother's place and the beach.",https://www.hgtv.com/shows/house-hunters-international/episodes/take-two-in-thailand
7,"Season 158, Episode 3",Hitting Reset in the Costa Rican Rainforest,"After going through a divorce, a young professional is ready for a complete reset in the Osa Region of Costa Rica. She's looking for a remote, open concept home with a pool and enough outdoor space to build a yoga deck.",https://www.hgtv.com/shows/house-hunters-international/episodes/hitting-reset-in-the-costa-rican-rainforest
8,"Season 158, Episode 4",A Snapshot of Outdoor Living in Bali,A young woman burned out on a hectic New York life moves to Bali to start over as an artist. She's ready to begin a new career as a photographer and seeks a remote and open-air living space and kitchen to connect with nature.,https://www.hgtv.com/shows/house-hunters-international/episodes/a-snapshot-of-outdoor-living-in-bali
9,"Season 158, Episode 5",Who's the Boss in Bali?,"A fun, quirky couple agrees that leaving New Orleans for Bali, Indonesia, is the way to go. She's looking for American comforts in a modern home, but he wants something more traditional in a rural setting with a swimming pool.",https://www.hgtv.com/shows/house-hunters-international/episodes/whos-the-boss-in-bali
10,"Season 158, Episode 6","Fleeing from Freezing in Roatan, Honduras","After years of daydreaming, a family is ready to ditch the cold Massachusetts winters for a tropical Roatan, Honduras. She's looking for a private, standalone house with a pool, but he wants a beachfront condo with no maintenance.",https://www.hgtv.com/shows/house-hunters-international/episodes/fleeing-from-freezing-in-roatan-honduras
11,"Season 158, Episode 7",Doggie and Vino in Barcelona,"A young couple starting a natural wine business relocates to Barcelona. It's their first time living together and he's looking for something modern that's near the mountains, but she prefers traditional Spanish charm and needs outdoor space for her dog.",https://www.hgtv.com/shows/house-hunters-international/episodes/doggie-and-vino-in-barcelona
12,"Season 158, Episode 8","Baby, Bratwurst and Bavaria","A whirlwind romance takes a Texan professor to Munich, Germany. They're newly married with a baby on the way and they need something larger than his current bachelor pad, but finding a place in their budget will be a challenge.",https://www.hgtv.com/shows/house-hunters-international/episodes/baby-bratwurst-and-bavaria
13,"Season 158, Episode 9",Stubborn in Stuttgart,"A Florida couple relocates for her job and searches for a home in Stuttgart, Germany. A traditional standalone house with an outdoor space is a must for him, but she wants modern conveniences and a place that's near the city center with an easy commute.",https://www.hgtv.com/shows/house-hunters-international/episodes/stubborn-in-stuttgart
14,"Season 158, Episode 10",Chapter Two in Paris,"A busy dancer and choreographer looks to start a new chapter and pursue a tourism degree in Paris. He's looking for a furnished apartment with creature comforts that's in the city, but his tight budget will be challenged in a pricey Paris market.",https://www.hgtv.com/shows/house-hunters-international/episodes/chapter-two-in-paris
15,"Season 158, Episode 11",Family Dream in Montpellier,"A health scare pushes a family to finally live their dream of moving to Montpellier, France. They're looking for a home that's walkable to the city center and practical for their children, but their budget may require them to compromise their wish list.",https://www.hgtv.com/shows/house-hunters-international/episodes/family-dream-in-montpellier
16,"Season 158, Episode 12",Fostering a New Life in Puerto Rico,"A Wisconsin couple looks to buy a second home for their large family in Eastern Puerto Rico. She wants something turnkey with plenty of outdoor space for their six kids, but he's a sucker for a deal and doesn't mind a renovation project to save money.",https://www.hgtv.com/shows/house-hunters-international/episodes/fostering-a-new-life-in-puerto-rico
