,Number,Title,Description,Link
0,"Season 153, Episode 10","Granada, Where the Heart Is","A family relocates to Granada, Spain, so their children can experience more of their Islamic heritage. They need at least three bedrooms and he needs an office space, but she wants a location and views that may be out of their price range.",https://www.hgtv.com/shows/house-hunters-international/episodes/granada-where-the-heart-is
1,"Season 153, Episode 11",Leveling Up in Malmo,"An American couple struggling with their work-life balance head to Malmo, Sweden, for a slower pace. He'll need to take a pay cut in order to move, and she won't be able to work, so the reality of purchasing a home becomes stressful.",https://www.hgtv.com/shows/house-hunters-international/episodes/leveling-up-in-malmo
2,"Season 153, Episode 12",Diving into Port Douglas,"A husband and wife search for a home in the diver's paradise of Port Douglas, Australia. He's ready to find a permanent place to put down roots, while she has an itch to travel and is hesitant to settle down in one place.",https://www.hgtv.com/shows/house-hunters-international/episodes/diving-into-port-douglas
3,"Season 153, Episode 13",A Big Apple Escape to St. John,"A busy Brooklyn couple looks for their perfect retreat on St. John in the US Virgin Islands. He's looking for a home with modern touches while she wants an island feel, but they need a place that can generate rental income to make any purchase work.",https://www.hgtv.com/shows/house-hunters-international/episodes/a-big-apple-escape-to-st-john
4,"Season 154, Episode 1","Nature vs. Neighbors in Nosara, Costa Rica","An Ohio couple looks to escape the corporate grind and start fresh in Nosara, Costa Rica. He wants to embrace nature with an isolated home deep in the jungle. With a toddler in tow, however, she hopes to live in a tight-knit, supportive community.",https://www.hgtv.com/shows/house-hunters-international/episodes/nature-vs-neighbors-in-nosara-costa-rica
5,"Season 154, Episode 2",Time Off in Guanacaste,"An overworked dad is taking a year off with his wife and four boys in Guanacaste, Costa Rica. Relying on savings, they need an affordable rental big enough for the family. She wants a beautiful home with nice decor, but his heart is set on an ocean view.",https://www.hgtv.com/shows/house-hunters-international/episodes/time-off-in-guanacaste
6,"Season 154, Episode 3",Spicing It Up in San Juan,"Wisconsin empty nesters are off to San Juan, Puerto Rico, to rediscover themselves. He's willing to live in a cramped city apartment to be near the party scene, but she wants a home in the suburbs with space for the entire family to visit.",https://www.hgtv.com/shows/house-hunters-international/episodes/spicing-it-up-in-san-juan
7,"Season 154, Episode 4",A Queendom in Germany,"A single mom, and self-proclaimed queen, follows a job opportunity to Wiesbaden, Germany, with her 12-year-old son in tow. She wants a single-family home with an extra room for crafting, but location, price and her son's needs must also be a factor.",https://www.hgtv.com/shows/house-hunters-international/episodes/a-queendom-in-germany
8,"Season 154, Episode 5",Duty Calls to the Cotswolds,"A couple with a toddler follows a military job to the picturesque Cotswolds region of England. She hopes to find a home with rural British charm, but he's not sold on the quaint village vibe.",https://www.hgtv.com/shows/house-hunters-international/episodes/duty-calls-to-the-cotswolds
9,"Season 154, Episode 6",Adjusting to the Netherlands,"A Canadian bachelor wants to expand his chiropractic business in Utrecht, Netherlands. He hopes to find a home in the city center with plenty of outdoor and entertaining space, but with home prices skyrocketing, he may not get everything on his wish list.",https://www.hgtv.com/shows/house-hunters-international/episodes/adjusting-to-the-netherlands
10,"Season 154, Episode 7",A Free Spirit in Bangkok,"A free-spirited young woman is tired of the production lifestyle of Los Angeles and follows a friend's advice to try Bangkok. After getting her teaching certification, she starts the house hunt with a fellow teacher who is also looking for a home.",https://www.hgtv.com/shows/house-hunters-international/episodes/a-free-spirit-in-bangkok
11,"Season 154, Episode 8","Picky Hunting in Nice, France","New York newlyweds follow his dream of living abroad by moving to Nice, France. He's passionate about having a dedicated office where he can teach linguistics, while she's hoping for peace, quiet and a stove for cooking.",https://www.hgtv.com/shows/house-hunters-international/episodes/picky-hunting-in-nice-france
12,"Season 154, Episode 9",Technicalities in Lisbon,"A woman lands her dream job in the booming tech industry of Lisbon, Portugal, but her husband is hesitant to leave life behind in Washington, DC. He's willing to explore options, but going to one income won't make it easy for Lisbon to win him over.",https://www.hgtv.com/shows/house-hunters-international/episodes/technicalities-in-lisbon
13,"Season 154, Episode 10",Family and Function in Amsterdam,"A South African man gets a job transfer to Amsterdam, which means more time with his wife and son. The couple disagrees on their priorities as she wants a home outside of town with space for family to visit, and he wants a place in town and close to work.",https://www.hgtv.com/shows/house-hunters-international/episodes/family-and-function-in-amsterdam
14,"Season 154, Episode 11",The Dueling Cabos,"A couple that's grown weary of Wisconsin winters looks for a second home in Los Cabos, Mexico. He wants to be in the action of Cabo San Lucas while she's convinced sleepy San Jose del Cabo is a better fit, and one of them must compromise.",https://www.hgtv.com/shows/house-hunters-international/episodes/the-dueling-cabos
15,"Season 154, Episode 12","Love, Long Distance in Vienna","After years of temporary jobs in Portugal, a young woman finds work in Vienna that puts her on track for a dream career. However, she must leave her boyfriend behind until he finishes school and find an affordable place that will work for them both.",https://www.hgtv.com/shows/house-hunters-international/episodes/love-long-distance-in-vienna
16,"Season 154, Episode 13",Headfirst in Barcelona,"A young couple decides to move in together and find an apartment in Barcelona, Spain. They've only dated a few months and they're still learning about each other, which makes agreeing on a place quite a challenge.",https://www.hgtv.com/shows/house-hunters-international/episodes/headfirst-in-barcelona
17,"Season 155, Episode 1",From Tragedy to Tuscany,"After surviving a tsunami, an Alabama couple saved for over a decade to begin a new global expedition. Now, they want to settle down in Lucca, Italy, and must choose between historic charm that inspires her or easy biking access for his cycling passion.",https://www.hgtv.com/shows/house-hunters-international/episodes/from-tragedy-to-tuscany
18,"Season 155, Episode 2",Homecoming in Apulia,"After meeting and working in the Middle East, a couple decides to move to her small Italian hometown and make family their priority. He wants to keep busy with renovations, but she wants to be settled with no more additional work.",https://www.hgtv.com/shows/house-hunters-international/episodes/homecoming-in-apulia
19,"Season 155, Episode 3",Hairstyling in Mexico City,Two hairstylist sisters decide to relocate to Mexico City to start their own business. They're looking for an apartment with two bedrooms and one is budget-minded while the other doesn't mind spending more for what she wants.,https://www.hgtv.com/shows/house-hunters-international/episodes/hairstyling-in-mexico-city
20,"Season 155, Episode 4",Reconnecting in Belluno,"A couple looks to reconnect with family abroad and purchase a second home in Belluno, Italy. She wants something that's turnkey with a large kitchen and great views, but he doesn't mind taking on a renovation project.",https://www.hgtv.com/shows/house-hunters-international/episodes/reconnecting-in-belluno
21,"Season 155, Episode 5",Happy Kids in The Hague,"A Seattle couple decides to move to the Netherlands to raise their kids, and they both love The Hague's biking culture. However, he wants an easy bike commute near the city center, but she wants a home on the outskirts with a yard.",https://www.hgtv.com/shows/house-hunters-international/episodes/happy-kids-in-the-hague
22,"Season 155, Episode 6",Dreams vs. Downsizing in Puerto Vallarta,"Now that a family of five can work remotely, they are leaving Arizona to immerse themselves in the Mexican culture of Puerto Vallarta. She wants to keep costs down, but he dreams of jaw-dropping ocean views.",https://www.hgtv.com/shows/house-hunters-international/episodes/dreams-vs-downsizing-in-puerto-vallarta
23,"Season 155, Episode 7",A Family Prescription for Noosa,"Two doctors pack up their kids and move to Noosa, Australia, to refocus on family. However, they're going down to one income, and with their long wish list full of family needs, pricing is proving to be an unexpected curve ball.",https://www.hgtv.com/shows/house-hunters-international/episodes/a-family-prescription-for-noosa
24,"Season 155, Episode 8",Rest and Relaxation in St. Thomas,"A busy couple that has spent much of the year on the road is finally able to work remotely and seizes the opportunity to live on St. Thomas, US Virgin Islands. They're competitive in nature, so compromising will be a challenge.",https://www.hgtv.com/shows/house-hunters-international/episodes/rest-and-relaxation-in-st-thomas
