,Number,Title,Description,Link
0,"Season 148, Episode 7","Out of Africa, Into Ireland","A young, married couple uproots for a job opportunity and relocates to Galway, Ireland. They're looking for two bedrooms and something furnished, but he wants to be in the city and near work while she's looking for a quiet neighborhood.",https://www.hgtv.com/shows/house-hunters-international/episodes/out-of-africa-into-ireland
1,"Season 148, Episode 8","Wine Time in Napier, New Zealand","A young couple hopes to break into the wine business with a move to Napier, New Zealand. They're looking for something small and rustic that's near the coast, but their limited budget proves to be at odds with their wish list.",https://www.hgtv.com/shows/house-hunters-international/episodes/wine-time-in-napier-new-zealand
2,"Season 148, Episode 8","Wine Time in Napier, New Zealand","A young couple hopes to break into the wine business with a move to Napier, New Zealand. They're looking for something small and rustic that's near the coast, but their limited budget proves to be at odds with their wish list.",https://www.hgtv.com/shows/house-hunters-international/episodes/wine-time-in-napier-new-zealand
3,"Season 148, Episode 9",Puerto Rican Family Affair,"A couple looks for a place where they can host their entire extended family in Rincon, Puerto Rico. They need at least three bedrooms and she wants a pool, but he's looking to spend at the top of their budget to get beachfront access.",https://www.hgtv.com/shows/house-hunters-international/episodes/puerto-rican-family-affair
4,"Season 148, Episode 10",Finding Happiness in Eastern Puerto Rico,"A single woman falls in love with Fajardo, Puerto Rico, and looks for a vacation home. She's looking for a place with an ocean view and something she can rent while she's away, but her budget may limit her options.",https://www.hgtv.com/shows/house-hunters-international/episodes/finding-happiness-in-eastern-puerto-rico
5,"Season 148, Episode 11",Designing a Life in Italy,"An artistic couple relocates to the culturally rich city of Verona, Italy, to raise their young boys. They're looking for a place with historic character that's also kid-friendly, but finding everything in one home will require all the creativity they can spare.",https://www.hgtv.com/shows/house-hunters-international/episodes/designing-a-life-in-italy
6,"Season 148, Episode 12",The Long and Short of Enjoying Barcelona,"A family looks to purchase a second home in Barcelona, Spain. They're looking for an open concept floor plan with three bedrooms that's furnished, but getting a property they can also rent will be difficult.",https://www.hgtv.com/shows/house-hunters-international/episodes/the-long-and-short-of-enjoying-barcelona
7,"Season 148, Episode 13","Old Habits in Wellington, New Zealand","An empty nester couple looks to take advantage of their freedom and move to Wellington, New Zealand. He wants a great view with New Zealand charm, but she wants something modern that's walking distance to her work.",https://www.hgtv.com/shows/house-hunters-international/episodes/old-habits-in-wellington-new-zealand
8,"Season 149, Episode 1",Toddler and Trabajo in Valencia,"An entrepreneur wants to reconnect with family while living as a digital nomad in Valencia, Spain. Her husband envisions a carefree life with their young son, but her desire for a home in the city butts heads with his beach or bust attitude.",https://www.hgtv.com/shows/house-hunters-international/episodes/toddler-and-trabajo-in-valencia
9,"Season 149, Episode 2",Loving Lubeck,"Newlyweds leave all that's familiar to follow a job transfer to Lubeck, Germany. She's eager to spend, but prefers to save while they transition from two incomes to one.",https://www.hgtv.com/shows/house-hunters-international/episodes/loving-lubeck
10,"Season 149, Episode 3","New Zealand, New Problems","After 11 years in the Marines, a young couple is ready to refocus on each other with a move to New Zealand. However, the house hunt reveals a rift when one is pushing for financial restraint and the other is dreaming big at all costs.",https://www.hgtv.com/shows/house-hunters-international/episodes/new-zealand-new-problems
11,"Season 149, Episode 4",Building Community in Vieques,"A couple is tired of the daily grind in Charlotte, NC, and wants to join the sustainable community in Vieques, Puerto Rico. While he's looking for a move-in ready home, she's hoping to fulfill her architectural dreams with a fixer-upper.",https://www.hgtv.com/shows/house-hunters-international/episodes/building-community-in-vieques
