,Number,Title,Description,Link
0,"Season 67, Episode 13","Captivated with Costa Blanca, Spain","After devoting his life to the ice, US Gold Medalist Kelly Witt is taking a break from his hectic LA life, to buy a retirement home in his place of respite, Costa Blanca, Spain. Kelly's used to enjoying Europe in five star style but in Costa Blanca's growing housing market, sticking to his limited budget might mean settling for less than he expected when House Hunters International stops in Costa Blanca, Spain.",https://www.hgtv.com/shows/house-hunters-international/episodes/captivated-with-costa-blanca-spain
1,"Season 68, Episode 1",A Taste For Paris,"After working long hours behind her desk, corporate lawyer Emerald realized cooking was her true passion. So, she's giving up a stable job in Perth to pursue a dream in Paris with friend and fellow foodie Wallis. Their plan is to create a business of hosting dinner parties, for paying guests, out of Emerald's home. In addition to a well-appointed kitchen and large dining area, Emerald desires a quintessentially French style home. But Wallis has a stake in Emerald's house hunt too, and reality checking her business partner, has been a challenge. So, Wallis is relying on property consultant Adrian Leeds to make sure Emerald doesn't bite off more than she can chew in the pricy Parisian rental market. Watch when House Hunters International savors life to the fullest in Paris, France.",https://www.hgtv.com/shows/house-hunters-international/episodes/a-taste-for-paris
2,"Season 69, Episode 1",Young Love and Dutch Desires in Amsterdam,"Fed up with long distance dating, Anita decided it was time to leave her native Latvia and be with her boyfriend Michael full-time in Amsterdam. She quit her journalism job, said good-bye to family and friends, and left hoping she was making the right move. Once reunited with Michael, the duo had lots of work ahead of them. Since Amsterdam was a pricey place to rent, the couple were convinced that buying a home would be a better investment. But when the search began, they quickly discovered their budget of 250,000 dollars would only go so far, and it wouldn't get them their desired downtown location with a canal view. And the challenging house hunt tested their relationship, forcing them to compromise as they attempted to make their first big decision as a couple. Find out if the experience brings them together or pulls them apart when House Hunters International gets acquainted with Netherland's capital, Amsterdam.",https://www.hgtv.com/shows/house-hunters-international/episodes/a-young-couple-struggles-with-a-budget-too-small-for-their-dutch-desires-in-amsterdam
3,"Season 69, Episode 2",Ansbach To The Future,"For Erica Frost, Powdersville, South Carolina is the center of the universe. But after his positive foreign exchange experience in Germany, Jason wanted daughter Addison to see more than just their neck of the woods. But giving his family an international experience won't be cheap, so he's pushing to pinch pennies by living outside of Ansbach. But this first time stay at home mom is worried about being isolated in the countryside, so she wants city life without having to sacrifice all the space and privacy she's used to. Between their modest budget and conflicting expectations, real estate agent Elisabeth will to break it to her clients, no one can have their streusel and eat it too.",https://www.hgtv.com/shows/house-hunters-international/episodes/ansbach-to-the-future
4,"Season 69, Episode 3","Ecua-Do or Ecua-Don't in Esmeraldas, Ecuador","Sarah and Selby have dedicated their lives to helping others, often through non-profit and volunteer work. They have a lot in common, including a deep love of South American culture. So when recent law grad Selby was offered an intriguing position with an NGO in Esmeraldas Ecuador, the pair packed their bags and left overpriced San Francisco without hesitation. While they usually agree on everything, once in Esmeraldas, Selby feels drawn to the beach, while Sarah wants practical. Non-profit work may make the heart rich, but it tends to leave the pockets empty. Knowing their budget could be a bust, Sarah and Selby will have to keep their minds as open as their hearts if they want to make ends meet in Esmeraldas, Ecuador.",https://www.hgtv.com/shows/house-hunters-international/episodes/ecua-do-or-ecua-dont-in-esmeraldas-ecuador
5,"Season 69, Episode 4","Building Bonds in Brno, Czech Republic","The time demands of owning a tree service business weakened their family bond, so Vanessa and Radek are trying to fix that. They sold their company and house in California and plan to live off the profits for a bit with their kids in Radek's hometown of Brno. Budget conscious Radek is worried about blowing through their 350,000 dollar nest egg too quickly, so he's even willing to take on a fixer upper to keep costs down. Vanessa is concerned a time consuming project will continue to impact their family dynamic, so her sights are set on something turnkey. Watch as Radek, Vanessa, and the boys try to close a chapter on their stressful old lives when they turn the page in the Czech Republic.",https://www.hgtv.com/shows/house-hunters-international/episodes/building-bonds-in-brno-czech-republic
6,"Season 69, Episode 5","Fear of Driving On the Left in Brisbane, Australia","Newlyweds Joe and Laura were planning their wedding and preparing to leave the country at the same time. Shortly after the blessed event, Laura moved in with Joe and then they shipped off together to Brisbane, Australia, where Joe had been given a great job opportunity. Thing is, Joe has lived in Louisville, Kentucky his whole life and has never been outside the USA. So this move is really going to be culture shock for him. He's particularly concerned about driving on the left side of the road. Laura has some traveling under her belt, including one visit to Australia, so her main concern was getting her job to let her work from down under. Of course, her office is in downtown Brisbane, and Joe's is in North Brisbane, so one of them is going to have a healthy commute. Either Joe will have a long white knuckle drive on the left side, or Laura a long ride on mass transit. This could be the first bump on the road of their new marriage.",https://www.hgtv.com/shows/house-hunters-international/episodes/fear-of-driving-on-the-left-in-brisbane-australia
7,"Season 69, Episode 6","Beachfront on a Budget in Punta Cana, Dominican Republic","After years spent working in corporate America, La Verne Clark had tired of Atlanta's epic traffic and relentless rat race. Inspired by a weeklong vacation, she decided to sacrifice her lucrative career for a new start amid Punta Cana's white sand beaches. With her savings on the line, she's searching this sleepy, coastal region for an apartment she can feel at home in. But her need to keep her finances afloat is in direct conflict with her desire for a beachfront home. Pulled in opposing directions, La Verne struggles to find everything she's looking for under one roof. House Hunters International plunges into the property market in Punta Cana, Dominican Republic.",https://www.hgtv.com/shows/house-hunters-international/episodes/beachfront-on-a-budget-in-punta-cana-dominican-republic
8,"Season 69, Episode 7",Saving Monet in Stockholm,"After her boyfriend Randall completed his master's degree in Texas, it was Tarina's turn to get hers. They sold everything they owned so she could go to Stockholm's prestigious art university and be close to her father's Swedish family. Once in Stockholm, they're shocked to learn that properties are bought with a bidding process. With their meager savings on the line, they're battling to have it all in Stockholm.",https://www.hgtv.com/shows/house-hunters-international/episodes/saving-monet-in-stockholm
9,"Season 69, Episode 8",Californians Face High Prices Down Under,"For 10-years, Skip and Andy had comfortable lives in San Diego, California. Surrounded by friends, they enjoyed the city's culture, weather, lifestyle and singing together in the San Diego Gay Men's Chorus. But their sense of security was rocked when Andy got a job offer on the other side of the globe in Melbourne, Australia. Terrified of leaving their close knit-community, but realizing the move was a once in a lifetime opportunity, the guys packed up and departed Down Under. But once they arrived, they quickly learned that their 3,500 dollar a month budget wouldn't go far on a rental in Melbourne. Skip was ready to pay more for a place that made them feel content in their new environment, but Andy was adamant they not overspend. Watch how they settle their differences when House Hunters International visits one of the world's priciest places to live ? Melbourne, Australia.",https://www.hgtv.com/shows/house-hunters-international/episodes/californians-find-out-first-hand-why-melbourne-is-one-of-the-priciest-places-to-live
