,Number,Title,Description,Link
0,"Season 97, Episode 6","Old or New in Vienna, Austria","Todd and Michelle are tired of Florida living and are ready to bust a move, so Todd put out some job feelers and was shocked when the United Nations in Vienna, Austria, responded. Michelle is giving up her business and they're discarding everything to make a clean break. Having never been outside the U.S. before, Todd thinks this big European city is intense compared to their hometown of Melbourne, Florida. But the main hurdle will be deciding whether to live in an old style building or a new one.",https://www.hgtv.com/shows/house-hunters-international/episodes/old-or-new-in-vienna-austria
1,"Season 97, Episode 7",Serpentine Valley Rally,"Chris and Sheryl are moving from New Zealand to the Serpentine Valley, a rural suburb of Perth, Australia, in order to settle down and start a family. They want a big block of land where Chris can run his construction business and Sheryl can own horses, her lifelong dream. But finding land large enough for everything while sticking to the budget won't be easy. Sheryl also would prefer something that's move-in ready, but builder Chris doesn't mind a fixer-upper, especially if it helps him save a little money.",https://www.hgtv.com/shows/house-hunters-international/episodes/serpentine-valley-rally
2,"Season 97, Episode 8",Sun and Fun in Puerto Vallarta,"Tired of the cold climate in Portland, Oregon, always-active J.B. and Felipe are heading south to Puerto Vallarta, Mexico, for warmer weather. These outdoor enthusiasts both have a sense of adventure, but their sense of styles clash when it comes to a new house. J.B. wants to be immersed in the culture of a Mexican-style home, while Felipe wants a more modern look. Both want to live close to the community in Puerto Vallarta's Old Town, but that could mean going over budget.",https://www.hgtv.com/shows/house-hunters-international/episodes/sun-and-fun-in-puerto-vallarta
3,"Season 97, Episode 9","Cruising in Helsinki, Finland","Cruise ship designer Justin is thrilled to accept a job in Helsinki, Finland, and he brings his sister Britney along from North Carolina to help him hunt for an apartment. Finding a place that is both within his budget and close to work is a challenge for Justin, but the challenge he didn't expect is his sister pressuring him to find an apartment with enough space for all the family to stay when they visit.",https://www.hgtv.com/shows/house-hunters-international/episodes/cruising-in-helsinki-finland
4,"Season 97, Episode 10",Nice To Be In Nice,"Rhonda and her sister-in-law Heather are on a mission to find a vacation home in Nice, France, for themselves, Rhonda's husband, and Heather's brother to share. The location needs to be tourist-friendly so they can rent out the apartment when they're away, and they're splitting a budget of $400,000. Their wish list includes a balcony where Heather can sit and enjoy a croissant and cappuccino. Will they break the budget for a great location and a balcony, and will the guys be happy with their choice on the French Riviera?",https://www.hgtv.com/shows/house-hunters-international/episodes/nice-to-be-in-nice
5,"Season 97, Episode 11",High Above the Cote d'Azur,"Francophiles Todd and Jim want to purchase a vacation home in Villefranche-sur-Mer on the French Riviera. The area is known to be very chic, and the asking prices for properties overlooking the Mediterranean are as impressive as the views. Can Todd and Jim's budget afford them the view of their dreams?",https://www.hgtv.com/shows/house-hunters-international/episodes/high-above-the-cote-dazur
6,"Season 97, Episode 12",Chilling in Iceland,"Working on a movie in Iceland convinced Austin filmmaker Christina to leave the hot weather of Texas for the chilly climate in Reykjavik. Used to living in downtown Austin, Christina wants to embrace the city life and similar eclectic vibe in Reykjavik. Her brother Sean, however, thinks she should instead embrace the magical landscape of Iceland's rural countryside. Wherever she chooses to live, Christina wants two bedrooms and needs to stay within her budget so she can afford to establish herself in Reykjavik's filmmaking scene.",https://www.hgtv.com/shows/house-hunters-international/episodes/chilling-in-iceland
7,"Season 97, Episode 13",Jungle Life in Nosara,"Frequent travelers Lee and Ginger settled in Savannah, Georgia, when they had their daughter, Camille. During a family trip to Nosara, Costa Rica, they fell in love with its remoteness and were inspired to move there. Now Lee and Ginger are looking for the perfect home to ease the transition for Camille. Ginger wants a family-friendly home in a community near Camille's school, while Lee thinks that a remote jungle environment will spark her creativity.",https://www.hgtv.com/shows/house-hunters-international/episodes/jungle-life-in-nosara
8,"Season 98, Episode 1",Lisbon Is for Lovers,"When newlyweds Rachel and Vince got married, she was sure his traveling days were over. So when Vince asked Rachel to move to Lisbon, she was shocked. Rachel has never lived outside of Chicago or her comfort zone, and while Vince loves the fish out of water experience of living like the locals, Rachel wants an apartment with the modern look she's used to. The only thing this couple can agree on is space for a ping pong table.",https://www.hgtv.com/shows/house-hunters-international/episodes/lisbon-is-for-lovers
9,"Season 98, Episode 2",Living a Dream in France,"Derek has always dreamed of living in France. After traveling to Paris with his wife Sonia and getting engaged in the 'City of Light,' now Sonia has gotten a promotion at work that will allow Derek the chance to finally live out his dream in Lyon, France. Sonia has her heart set on the hip and trendy 6th arrondissement, but Derek wants authentic French charm and is willing to live in whatever arrondissement can deliver the lifestyle he's been dreaming of. With only Sonia working, getting everything they're looking for might push Derek out of his budget comfort zone.",https://www.hgtv.com/shows/house-hunters-international/episodes/living-a-dream-in-france
