,Number,Title,Description,Link
0,"Season 60, Episode 9",Domestic Track in Tasmania,"All work and no play, TV Exec Fiona thought she had it all. But after she and husband Craig started a family, she knew their pace of life had to change. So when he was offered a job in his native Tasmania, he knew there they could spend more time together as a family. But in this tiny property market, she's not sure if she's ready to compromise the rustic life she's dreamt of for his desire to live in a modern home. Watch when House Hunters International jumps feet first on the island state of Tasmania.",https://www.hgtv.com/shows/house-hunters-international/episodes/domestic-track-in-tasmania
1,"Season 60, Episode 10",A History Teacher Encounters the Unknown in Ukraine,"Immediately after Maggie finished university in Canada, she took a teaching position in London, England. Enamored with Europe's rich history, she used the opportunity to soak in the sights. Two years later, eager to discover the East, she accepted a job in Kiev. Since Maggie's family left the Ukraine for Canada three generations ago, the thirty-year-old history buff was curious to learn more about her heritage. But, despite her background, Maggie doesn't speak the language and doesn't know a soul in the country's capital city. Faced with finding a flat in a foreign place, Maggie enlists her friend Michelle to help out. They hope two heads are better than one, but once the search starts they struggle to find a modern flat that's close to Maggie's downtown office on her modest budget of $900 a month. Find out if Maggie finds comfort in Kiev when House Hunters International takes a class on the Ukraine.",https://www.hgtv.com/shows/house-hunters-international/episodes/a-history-teacher-encounters-the-unknown-in-ukraine
2,"Season 60, Episode 11",To Athens with Love,"Concert pianist Julian has loved every minute of living a musician's life in New York City, having played in countless well known venues all across the world. Now that he and his wife Elektra have a new baby daughter, Nikita, Elektra has convinced Julian to move across the globe to Athens, Greece where she grew up, so their new baby girl can be raised amongst her family. As a new father, Julian is ready to put his daughter first but with no way to move his 107-year-old grand piano to Greece, it will have to be left behind. It's up to Elektra and realtor Ellen Sannier to show Julian that life in Athens is every bit as good as life in Manhattan, but if Julian can't find room for a new piano, all bets are off. Find out if Julian will be able to compose his next masterpiece when House Hunters International visits Athens, Greece.",https://www.hgtv.com/shows/house-hunters-international/episodes/a-greece-of-the-action
3,"Season 60, Episode 12","Urban Versus Rural in Kathmandu, Nepal","Volunteer English teachers Kylie and Carly are moving in together to start teaching in Kathmandu, Nepal. The only catch is that they have never met. These two strangers not only have to navigate the Kathmandu rental market on a tight budget, they have to compromise on whether Carly will get what she wants in the center of town or if Kylie will get what she wants out in the country. Watch, as House Hunters International says Namaste to Kathmandu, Nepal.",https://www.hgtv.com/shows/house-hunters-international/episodes/urban-versus-rural-in-kathmandu-nepal
4,"Season 60, Episode 13",A Compounding Conundrum in Papua New Guinea,"Just months after the first child was born, Andrew surprised Jackie with news that he'd gotten a new job in Lae, Papua New Guinea. For Jackie, giving up her family, friends and modern conveniences is a major sacrifice. Faced with a radically different culture and the instability of a developing nation, she's adamant about living in a well-secured expat compound. But, wary of the lacking privacy and noisy surroundings, Andrew's angling for a stand-alone house. Watch what happens when House Hunters International gets a taste of the local lifestyle in Lae, Papua New Guinea.",https://www.hgtv.com/shows/house-hunters-international/episodes/a-compounding-conundrum-in-papua-new-guinea
5,"Season 61, Episode 1","The Retirees and the Volcano in Ometepe, Nicaragua","The Goehrings are an adventure loving couple. After years of travel, they've finally found their favorite place in the remote volcanic island of Ometepe in Nicaragua. They fell in love with the people, the culture and the opportunity to brave the elements. As the Goehrings love to remind visitors, this volcano is active, erupting most recently in 2010, and the only way off the island is an hour long ferry ride to the mainland. Debbie and Ron wouldn't have it any other way as they look for their piece of paradise on Ometepe Island in Nicaragua.",https://www.hgtv.com/shows/house-hunters-international/episodes/the-retirees-and-the-volcano-in-ometepe-nicaragua
6,"Season 61, Episode 2",A Richer Cultural Life in Malaysia,"Janet and John have been together for over 30 years, and they enjoy a happy family life with their young daughter, Vivien. Although they love Sydney, they've longed for something more. Uprooting an entire family is never easy, but Vivien will enter junior high in a few short years, so now seems like the perfect time to make a move. With only the proceeds from the sale of their Sydney home to support them, they set off, sight unseen, to Penang in hopes that it will be the exotic island backdrop they've been longing for. Penang may be an expat friendly expanse, but with a finite budget and a host of family-friendly fears, this adventurous couple will need a little more than luck to make ends meet in Malaysia.",https://www.hgtv.com/shows/house-hunters-international/episodes/an-australian-couple-risks-their-savings-so-their-daughter-can-have-a-more-cultural-life-in-malaysia
7,"Season 61, Episode 3",Getting Grounded in Gaborone,"Jada was tired of being up in the air as a flight attendant, so she grounded herself in her destiny to help an airline take off in Botswana. She knows the country is ripe for new opportunities, but the housing market is struggling through growing pains, unable to keep up with the influx in population. Find out if Jada will find the air-conditioned space she seeks in Gaborone, Botswana.",https://www.hgtv.com/shows/house-hunters-international/episodes/in-flight-director-crosses-into-uncharted-territory-and-searches-for-space-in-gaborone-botswana
8,"Season 61, Episode 4","Space in the City of Brussels, Belgium","For almost fifteen years, Esther Ndichu has called Atlanta home. From her friends to the weather, she has loved everything about her time in Georgia, but as of late it feels like something has been missing. Her older sister Jennifer lives in England with her two kids and the distance apart is making Esther rethink where she wants to be. So when an opportunity to become a logistics manager in Brussels came up within her company, Esther jumped at the chance to not only give her career a boost but also to be closer to Jennifer. Being in Belgium will make it easier for Jennifer to come and visit her sister, so Esther is hoping to find an apartment that can easily host her family's visits. But, considering Esther is single and her sister won't be there the majority of the time, she also really wants to find an apartment in walking distance to bustling downtown Brussels. Unfortunately, finding a centrally-located and spacious apartment at her $2,300-a-month budget is not going to be an easy assignment for real estate agent Julie Vermeulen. Watch as Esther decides what is better for her new life in Belgium, living in a lively location or having space for her sister's short stays when House Hunters International visits Brussels.",https://www.hgtv.com/shows/house-hunters-international/episodes/space-in-the-city-of-brussels-belgium
9,"Season 61, Episode 5","Living a Teenage Dream in Paris, France","Since her first visit as a 17-year-old exchange student, Karin has dreamt of living in Paris full time. Boldly deciding life is short and now is the time to finally make her dream a reality, she and her practically minded mother go to Paris to find the right flat. But in the city of lights' fast paced market, this long time dreamer nervously realizes she hasn't given much thought to what she wants in her new home. Property Consultant Adrian Leeds will have her work cut out for her when House Hunters International looks for la vie en rose in Paris, France.",https://www.hgtv.com/shows/house-hunters-international/episodes/living-a-teenage-dream-in-paris-france
