,Number,Title,Description,Link
0,"Season 22, Episode 10","Taking off to Torino, Italy","Park City native Chelsea Christensen fell in love with a dashing Italian ski instructor named Pier. When his family business in Torino came calling, he asked her to move with him. and of couse, she said yes.  But this move isn't just for love.  In fashion forward Italy, Chelsea plans to open a online vintage clothing business.  When she arrives, she's shocked to find that the cars go fast and the living is cramped.  And the housing prices?  Very high.  Finding space for just her and Pier will be tough, but when you throw in her clothing business, things  get interesting in this ancient city.  Even Pier is shocked at the slanted ceilings, tiny bedrooms, and expensive prices his native city has to offer.  Real Estate Agent Simone Sambin has the tough task of sorting through Torino's unique apartments to find a space in the middle of everything that fits Chelsea's wish for space and Pier's wish for parking...all at $740,000 budget.  Will they uncover their dream home or settle for less?  Find out when House Hunters heads to the bustling city of Torino, Italy.",https://www.hgtv.com/shows/house-hunters-international/episodes/taking-off-to-torino-italy
1,"Season 22, Episode 11","Paradise in Port Douglas, Australia","Twenty-five year old financial planner Rob Benton is trading in his life savings for an overseas paradise. After penny pinching his entire life and living at home, he is going all in on a tropical beach house in Port Douglas, Australia. Will this ambitious Kiwi find a house that hits all the right notes? Or will his dream home have to wait? It is serious business on the laid back shores of Four Mile Beach, when House Hunters lands in the ""Jewel of the Pacific Rim.""",https://www.hgtv.com/shows/house-hunters-international/episodes/paradise-in-port-douglas-australia
2,"Season 22, Episode 12","Fiesta-filled living in Merida, Mexico","Todd and Allison Nevins are looking for a lifestyle change.  After years of saving, they've decided to sell their Dallas home, and everything in it, for a fiesta-filled fresh start in vibrant Merida, Mexico.  Merida is the perfect locale for them to relax, while allowing Todd to run his internet businesses from home.  They hope their $335,000 in savings can afford them everything they want in their dream hacienda - 3 bedrooms, a pool, a backyard for their dog, a colonial facade and a garage - all located close to the historic downtown center.  But the couple has not yet sold their Dallas home and aren't sure if their life savings are enough to buy a place in Mexico's cash-only system.  Real estate agent Keith Heitke attempts to show the couple properties that satisfy their requirements, but keeping it within their budget is tough.  Will the house hunt be the fiesta they've imagined or will Todd and Allison be pinching pesos every step of the way?  Find out when House Hunters International returns to historic Merida, Mexico.",https://www.hgtv.com/shows/house-hunters-international/episodes/fiesta-filled-living-in-merida-mexico
3,"Season 22, Episode 13",A slower pace in Portugal,"Paul and Wendy Manning's work-filled, U.K. lifestyle is no longer their cup of tea.  They dream of a slower pace of life and more family  time with their two sons, James and Daniel.   Having visited Portugal, they found the town of Alvaiazere to be perfect - rural living, beautiful landscapes and a place where family comes first.  And because of the low cost of living,  the couple is confident their $350,000 budget will afford them a nice home.  However, since they are running their U.K.-based ad business from afar, Paul and Wendy will need to supplement their income once in Portugal.  This means their dream home, which already includes 4-bedrooms, a pool and close proximity to a school, must also include a rental property - their plan to make money after the move.  Real estate agent Sarah Keogh knows that finding a place with everything that the Mannings want will be tough, but she tries to offer a range of choices, while ticking off as much as possible on their wish list.  But will unexpected features and differences of opinion between Paul and Wendy make the journey a difficult one?  Find out, when House Hunters International lands in Alvaiazere, Portugal.",https://www.hgtv.com/shows/house-hunters-international/episodes/a-slower-pace-in-portugal
4,"Season 23, Episode 1",Starting Over In The Republic of Singapore,"Marco studied to be a teacher, but his career got off-track.  Now he has a chance to get back into the classroom with a new job at an international school in the Republic of Singapore.  His parents worry that life on the steamy tropical island will be too difficult for him, but he's sure it's the right move.  And after a teary goodbye, Marco sets off on the ten thousand mile flight from Washington, DC, to the Republic of Singapore.  Since Marco starts work at the school the same day he arrives, he doesn't have much time to get settled in.  Fortunately, his school sets him up with real estate agent Jane Chia, and gives him a $3,000 monthly housing allowance.  Marco has his heart set on a modern apartment near Singapore's lively downtown district, but Jane knows his relatively modest budget will force him to compromise on something as House Hunters International heads for the island Republic of Singapore.",https://www.hgtv.com/shows/house-hunters-international/episodes/starting-over-in-the-republic-of-singapore
5,"Season 23, Episode 2","Taking A Chance In Chengdu, China","When Richard Tsao's boss offered him a new job in Chengdu, China, he knew moving there meant taking a big chance.  But since he and his wife I-Leen are both first-generation Chinese-Americans, the move is also a way to help their daughter Elise get acquainted with her heritage.  But the Tsao's aren't able to sell their house before heading off on the 6,300 mile journey from Seattle, Washington, to Chengdu, China.  Limited to a budget of just $300,000, the Tsao's are lucky to have real estate agent Dustin Mills helping them on the hunt.  The Tsao's want a home that's conveniently located and that offers a Chinese atmosphere, but doesn't make them feel like outsiders.  Dustin pulls out all the stops to show them some good options, but as their old house lingers on the market, coming up with enough cash for China's customary 40% down payment becomes a big issue as House Hunters International goes to Chengdu, China.",https://www.hgtv.com/shows/house-hunters-international/episodes/taking-a-chance-in-chengdu-china
6,"Season 23, Episode 3",Going Global in Hong Kong,"Rob and Lisa Acker are ready to trade in their suburban Cincinnati life for a foreign adventure - and give their 3 sons a global experience.  When Lisa gets a job at an interntaional school in Hong Kong, the family is on their way!   But the house hunt leaves them wondering if they can give up the familiar American amenities or dive headfirst into Hong Kong living.   The skyscraper city's sky-high prices are the most expensive in the world...so  the Ackers decide to rent instead of buy.  They are looking for a 3 bedroom home, with a view, close to both the school and work.  But even with an ample budget of $6500 dollars a month, finding everything they want in a Hong Kong home is a challenge.  Luckily, real estate agent Tania Schnuppe knows the dos, don'ts and dollar signs of Hong Kong's thriving real estate market.   But will finding a house in unfamiliar territory give the Ackers a new perspective or have them longing for the comforts of home?  Find out when House Hunters International scales the world's most vertical city - Hong Kong.",https://www.hgtv.com/shows/house-hunters-international/episodes/going-global-in-hong-kong
7,"Season 23, Episode 4",Modern Apartments in Hong Kong,"Brent has been transferred to Hong Kong and, despite her concerns, his girlfriend Natalie is committed to moving with him.  Coming from spacious homes in Australia, the high-rises, galley kitchens and tiny bedrooms that are the  norm in their new city are a bit of shock.  Can these two adapt to ""vertical living"" at jaw-dropping prices?  Find out when real estate agent Amy Ng  helps Brent and Natalie expatriate to Hong Kong, China.",https://www.hgtv.com/shows/house-hunters-international/episodes/modern-apartments-in-hong-kong
8,"Season 23, Episode 5","Village life in Hertfordshire, U.K.","Mississippi native Amanda fell in love with Darren and moved to his native England, only to fall in love with the country as well. Now after the birth of their twins and years of renting, the young couple hopes to buy their first family home.  They are searching in the county of Hertfordshire, a close commute to Darren's job in London.   Although Amanda loves the English lifestyle and has even taken on the accent, her ideas of spacious living are all-American.  The couple is looking for a 2 bedroom home in a village setting, but while Amanda dreams of a English cottage with lots of space, Darren has his sights set on a modern property.  Real estate agent Katie Mardell tries to find middle ground AND work within their $400,000 budget.  Will the house hunt make Amanda's cottage dreams come true or is this wayward southerner in for a reality check?  Find out when House Hunters International travels to merry old England.",https://www.hgtv.com/shows/house-hunters-international/episodes/village-life-in-hertfordshire-uk
9,"Season 23, Episode 6",Getting back to Sicilian roots,"Family is everything to Franco and Monica Ciaravino.  That's why they are buying a home in Sicily, where Franco's parents were from.  The couple wants to preserve the family heritage for their 3 children, by owning a home in his familial  hometown of Castellammare del Golfo.   But the couple's $300,000 budget may not cover everything they hope for - a 3 bedroom with water views, in the seaside town of Castellammare.   Real estate agent Stefania Russo has sobering news about property prices in their ideal locale.  House hunting in Sicily requires an open mind, as the couple encounters high prices, unfinished kitchens and fixer-uppers.  As Stefania offers up options, Franco and Monica must decide if connecting to their past is worth comprising their financial future - when House Hunters International returns to Sicily.",https://www.hgtv.com/shows/house-hunters-international/episodes/getting-back-to-sicilian-roots
