,Number,Title,Description,Link
0,"Season 116, Episode 13",Living the Dream in Da Nang,"After months of treatment, a cancer survivor and his wife decide to make an adventurous 8,000-mile move from Philadelphia to Vietnam. The low cost of living and job opportunities for English speakers make it almost too good to be true, but the house hunt provides plenty of obstacles. He's willing to overlook the modern conveniences they are used to in America as long as he is close to the beach, but she's driving a much harder bargain.",https://www.hgtv.com/shows/house-hunters-international/episodes/living-the-dream-in-da-nang
1,"Season 117, Episode 1",House Fishing in St. Croix,"Texans Colt and Brooke have lived in a travel trailer for two years to save for a new life and business together on gorgeous St. Croix. Their tight quarters have Brooke adding a million-dollar view to her long wish list, but Colt wants to keep things simple and budget-friendly with a house that has room for his boat and gear for a charter fishing business.",https://www.hgtv.com/shows/house-hunters-international/episodes/house-fishing-in-st-croix
2,"Season 117, Episode 2",Downsizing in Stockholm,"Annika and Mike have given up their five-bedroom home and steady jobs in order to set sail for Stockholm, Sweden, a family-friendly city where they want to raise their 3-year-old son. Family ties and attending grad school in Stockholm have made Annika accustomed to Scandinavian living, but the move is a dramatic change for Mike. He's in for a shock when it comes to the size of affordable apartments, and without jobs, the couple will have to stick to a tight budget.",https://www.hgtv.com/shows/house-hunters-international/episodes/downsizing-in-stockholm
3,"Season 117, Episode 3",From the Beach to Barcelona,"Andrea and Harris have lived in a small town in Costa Rica for the last three years, exposing their kids to more of the world, but now they're ready to make one last international move. The couple wants their kids to be global citizens of the world, so they're moving their crew to Barcelona, Spain. Harris is hung up on the budget, but Andrea is more worried about how the kids will adjust and hopes they can find a spectacular city-center home that seals the deal for all of them.",https://www.hgtv.com/shows/house-hunters-international/episodes/from-the-beach-to-barcelona
4,"Season 117, Episode 4",Hitting the Slopes in Chile,"A couple leaves everything their kids have ever known for a new adventure in Chile. They don't see eye-to-eye on a home style or the budget, as he wants a rustic cabin and is worried about spending too much, while she wants a home in town and will spend whatever it takes to make the family comfortable.",https://www.hgtv.com/shows/house-hunters-international/episodes/hitting-the-slopes-in-chile
5,"Season 117, Episode 5",Rugby Down Under,"A couple that's bored of their day jobs in Amsterdam jumps at the chance to move when he gets the opportunity to play amateur rugby in Noosa, Australia. She wants a second bedroom to accommodate visitors, but he's worried about cost since neither has a job.",https://www.hgtv.com/shows/house-hunters-international/episodes/rugby-down-under
6,"Season 117, Episode 6",Cuenca Decide,"A couple is moving to Cuenca, Ecuador, to experience a new culture as a family during their son's formative years. She wants a charming, old-style home in the heart of the city, but he prefers modern convenience with a mountain view.",https://www.hgtv.com/shows/house-hunters-international/episodes/cuenca-decide
7,"Season 117, Episode 7",Living the sweet life in Puerta Vallarta,"A couple is leaving the corporate world to open a chocolate shop in Puerto Vallarta, Mexico. He thinks there is no need to blow the budget on an extravagant home, but she's driving a hard bargain on a place with plenty of room for her beloved dogs.",https://www.hgtv.com/shows/house-hunters-international/episodes/living-the-sweet-life-in-puerta-vallarta
8,"Season 117, Episode 8",Going Big In Mexico,"A couple wants to escape their busy accounting firm for the beaches of Puerto Vallarta, Mexico. He doesn't mind breaking the bank for a place that has everything he wants, but she knows they have to keep their business afloat to afford a second home.",https://www.hgtv.com/shows/house-hunters-international/episodes/going-big-in-mexico
9,"Season 117, Episode 9",Finding Comforts in Bangalore,"Adventure-loving Nik couldn't pass up a job offer in Bangalore, India, and while Misty lived with him in Europe before, India will be a drastic difference. She's determinded to find Western comforts in their new home, but Nik's concerned with living on a one-income budget.",https://www.hgtv.com/shows/house-hunters-international/episodes/finding-comforts-in-bangalore
10,"Season 117, Episode 10","Warm Wishes in Playa Hermosa, Costa Rica","A couple that enjoys living in Fargo most of the year is done dealing with North Dakota's brutally cold winters. They want to purchase a snowbird sanctuary in Playa Hermosa, Costa Rica, but finding a place with green space just steps from the sand might be out of reach.",https://www.hgtv.com/shows/house-hunters-international/episodes/warm-wishes-in-playa-hermosa-costa-rica
11,"Season 117, Episode 11",See You There in Villefranche-sur-Mer,"A couple that's been living long-distance wants to purchase a home in Villefranche-sur-Mer, France, where they can spend longer periods of time together. One wants something sensible and affordable that won't preoccupy him while he cares for his ailing mother, but the other sees the opportunity to realize a lifelong dream.",https://www.hgtv.com/shows/house-hunters-international/episodes/see-you-there-in-villefranche-sur-mer
12,"Season 117, Episode 12",From the Jungle to the City,"After building a boutique hotel in the jungle of Costa Rica, a couple is ready to switch from luxury treetop living to settling down in Lyon, France. He can't step away from the drawing board and visualizes customizing their perfect home, but she wants to make the transition smooth for their ""baby Tarzan"" son.",https://www.hgtv.com/shows/house-hunters-international/episodes/from-the-jungle-to-the-city
13,"Season 117, Episode 13","Family Roots in Pacentro, Italy","Andrew and Tracy are looking for a home in Pacentro, Italy, a small village where Tracy's family traces its roots. They're concerned about unexpected details like tiny kitchens and living spaces too small for a large family to gather together, and in a village that's hundreds of years old, expensive renovations could overwhelm their budget. But each house they see offers views of mountains as far as the eye can see, and they hope to find a place their family can enjoy for generations.",https://www.hgtv.com/shows/house-hunters-international/episodes/family-roots-in-pacentro-italy
14,"Season 118, Episode 1",The Price of Puerto Vallarta,"Tired of long winters and work days, a Northern California man is ready to soak up the sun full time in Puerto Vallarta, Mexico. Knowing his frugality may cloud his decision, the buyer brings along his best friend to persuade him to open his wallet and put fun before finance.",https://www.hgtv.com/shows/house-hunters-international/episodes/the-price-of-puerto-vallarta
15,"Season 118, Episode 2",Adventures in Atalaia,"When Jonathan suggested moving to Atalaia, Portugal, from Laos, Sarah didn't exactly jump at the chance to leave her friends and the warm weather. But as the move starts to become a reality, Sarah must determine how much she is willing to compromise for Jonathan and his ""You Only Live Once"" mentality.",https://www.hgtv.com/shows/house-hunters-international/episodes/adventures-in-atalaia
16,"Season 118, Episode 3","Getting To Know Bro In Frankfurt, Germany","A woman closes her gluten-free baking business in Washington, DC, to take a translating job in Frankfurt, Germany. With her younger brother in tow, it becomes clear they have very different tastes. While she wants a place with quirky character, he tries to pull her back to a more modern and spacious apartment.",https://www.hgtv.com/shows/house-hunters-international/episodes/getting-to-know-bro-in-frankfurt-germany
17,"Season 118, Episode 4",Trading Concrete for Jungle,"A couple leaves the Big Apple to manage a new hotel in Playa del Carmen, Mexico. Conflict arises when their modest budget and one's desire for a place by the beach competes with the other's wish to be closer to his family across town.",https://www.hgtv.com/shows/house-hunters-international/episodes/trading-concrete-for-jungle
18,"Season 118, Episode 5",Eighth Move Is the Charm,"A military couple with two boys is offered the chance to live across the pond, so they pack their bags for the eighth time and move to Lincoln, England. They enlist the help of a property expert to ease the challenge of finding a home that strikes the balance between city and countryside living.",https://www.hgtv.com/shows/house-hunters-international/episodes/eighth-move-is-the-charm
19,"Season 118, Episode 6",Muddled in Melbourne,"Marlene and Brendan are moving to his native Australia now that he's finished with his Ph.D. It's her first time living abroad and she's looking forward to Melbourne's world-renowned beaches, but he wants to brave the bushlands for a quiet life in the rustic Yarra Valley.",https://www.hgtv.com/shows/house-hunters-international/episodes/muddled-in-melbourne
20,"Season 118, Episode 7",From Silicon Valley to Amsterdam,"A woman is tired of watching her husband work his life away at a high-stress job in Silicon Valley, CA, so they're heading to Amsterdam for a slower pace. They want to start their own business and need an apartment with plenty of room, but while she's not bothered by spending more for comfort, he wants to stick to a strict budget.",https://www.hgtv.com/shows/house-hunters-international/episodes/from-silicon-valley-to-amsterdam
21,"Season 118, Episode 8","Cheese, Chocolate, and Second Chances in Brussels","A couple jumps at the opportunity to reorganize their lives around time with the kids when he gets a job offer in Brussels, Belgium. He wants to live close to work so the commute doesn't eat into his home time, but she's worried that living too far from the action will leave her and the kids feeling isolated.",https://www.hgtv.com/shows/house-hunters-international/episodes/cheese-chocolate-and-second-chances-in-brussels
