,Number,Title,Description,Link
0,"Season 146, Episode 12","Jakarta, What Have We Done?","An NYC couple is overwhelmed after moving to Jakarta, Indonesia. Jakarta offers space that New York living can't, but with the extra room comes extra problems. Now they're questioning if moving really was the right decision for their family.",https://www.hgtv.com/shows/house-hunters-international/episodes/jakarta-what-have-we-done
1,"Season 146, Episode 13",Getting Schooled in Nevis,"A Minnesota couple and their two small kids swap the suburbs for the island of Nevis, where Dad will attend medical school. He wants the kind of home he's used to, but his wife wants beach access and the conveniences of a condo community.",https://www.hgtv.com/shows/house-hunters-international/episodes/getting-schooled-in-nevis
2,"Season 146, Episode 12","Fan Faves: Jakarta, What Have We Done?","Check out this fan favorite as a New York couple is overwhelmed after moving to Jakarta, Indonesia, and question if moving was the right decision for their family.",https://www.hgtv.com/shows/house-hunters-international/episodes/fan-faves-jakarta-what-have-we-done
3,"Season 147, Episode 1","Reclaiming Time, Italian-Style","An interior designer wants to move to Frosinone, Italy for a break from her hectic life.  Although she's got a clear idea of what she wants, most homes in this Italian province don't meet the modern standards she's used to.",https://www.hgtv.com/shows/house-hunters-international/episodes/reclaiming-time-italian-style
4,"Season 147, Episode 2",Second Goa Round in India,"A dressmaker leaves LA to manufacture her line in India, but has some setbacks as her business partnership dissolves and her apartment catches fire. Now she's relying on friends' help and positive manifestation to rebuild, starting with a new home.",https://www.hgtv.com/shows/house-hunters-international/episodes/second-goa-round-in-india
5,"Season 147, Episode 3",Pulling Teeth in Singapore,"After a three-year contract in Japan, a military dentist accepts his final station and moves his entire family to Singapore. He thinks they need to go big for this once in a lifetime opportunity; his wife struggles with the notion of planting roots.",https://www.hgtv.com/shows/house-hunters-international/episodes/pulling-teeth-in-singapore
6,"Season 147, Episode 4",Mellowing Out in Chiang Mai,"A young teacher, tired from the stresses of American life, gets hooked on the Zen vibe in Thailand during a trip with his brother, and decides to move there. It's a different world from Reading, Pennsylvania, though, and the learning curve will be steep.",https://www.hgtv.com/shows/house-hunters-international/episodes/mellowing-out-in-chiang-mai
7,"Season 147, Episode 5",Worlds Apart in Bangkok,"Newlyweds that dated long distance are moving in together for the first time as they follow her job to Bangkok, Thailand. She's a world traveler looking to live close to her job in the heart of Bangkok, but he's a country boy and is desperate for some peace and quiet.",https://www.hgtv.com/shows/house-hunters-international/episodes/worlds-apart-in-bangkok
8,"Season 147, Episode 5",Worlds Apart in Bangkok,"Newlyweds that dated long distance are moving in together for the first time as they follow her job to Bangkok, Thailand. She's a world traveler looking to live close to her job in the heart of Bangkok, but he's a country boy and is desperate for some peace and quiet.",https://www.hgtv.com/shows/house-hunters-international/episodes/worlds-apart-in-bangkok
9,"Season 147, Episode 6","Wedding Can Wait, On Isla Mujeres","An engaged Philadelphia couple decides buy a vacation home before getting married, but picking the house of their dreams becomes an intense negotiation when one half keeps a closer eye on price than the other.",https://www.hgtv.com/shows/house-hunters-international/episodes/wedding-can-wait-on-isla-mujeres
