,Number,Title,Description,Link
0,"Season 29, Episode 6","Siesta in Seville, Spain","After years toiling in the Big Apple, freelance writers Emily and Robert are leaving the hustle and bustle to raise their child in a sun soaked Spanish paradise. Their destination? Seville, a cultural haven and the perfect place to raise their young boy. But demanding New Yorkers in a laid back land is a caustic mix, especially with larger than budget expectations. Will Emily and Robert learn to swallow the bitter pill of compromise? Find out, when House Hunters saunters through Seville, Spain.",https://www.hgtv.com/shows/house-hunters-international/episodes/siesta-in-seville-spain
1,"Season 29, Episode 7","Building a Business in Bali, Indonesia","Janine's leaving a career in fashion and a comfortable life in Auckland behind to follow her dream and open a surf and yoga retreat for women in Bali, but starting a new business ? and starting over ? in a foreign country won't be easy. The local property rules could have her committing to a forty-year lease right off the bat, and trying to secure something close to the popular town of Seminyak might require compromise in other areas. Can Janine pull it all together? Find out when House Hunters heads to beautiful Bali, Indonesia.",https://www.hgtv.com/shows/house-hunters-international/episodes/building-a-business-in-bali-indonesia
2,"Season 29, Episode 8",Apartment Life in Asuncion,"Although Dave and Erika left South America nine years ago, the tie that binds is steering them back home.  Eager to move, Dave found a new teaching job in the Southern Hemisphere, but as luck would have it, his fast approaching start date has put a rush order on the move down.  Now, the whole family is living out of a cramped hotel room, and with the room fees starting to stack up, Dave and Erika are trying to stick to their guns on finding the perfect Paraguayan dream pad before it's too late.  In the end, will this hectic ordeal be worth it?  Find out when a Midwestern family tries to move to Asuncion, Paraguay. Featuring professional real estate agent Laura Jara.",https://www.hgtv.com/shows/house-hunters-international/episodes/apartment-life-in-asuncion
3,"Season 29, Episode 9",Searching on the Isle of Singapore,"A lifelong dream is pulling the Thomas family far away - to the far east. With a life-changing promotion in hand, all Tamara and family need is the perfect Singapore home. But with a teenager in the mix, nothing is easy. With the self-proclaimed 'Nia the Diva' throwing her weight around, can the entire family get on the same page or will Singapore sling the whole brood back to the U.S.? Find out, when House Hunters International explores an isle of colorful contrasts - Singapore!",https://www.hgtv.com/shows/house-hunters-international/episodes/searching-on-the-isle-of-singapore
4,"Season 29, Episode 9",Searching on the Isle of Singapore,"A lifelong dream is pulling the Thomas family far away - to the far east. With a life-changing promotion in hand, all Tamara and family need is the perfect Singapore home. But with a teenager in the mix, nothing is easy. With the self-proclaimed 'Nia the Diva' throwing her weight around, can the entire family get on the same page or will Singapore sling the whole brood back to the U.S.? Find out, when House Hunters International explores an isle of colorful contrasts - Singapore!",https://www.hgtv.com/shows/house-hunters-international/episodes/searching-on-the-isle-of-singapore
5,"Season 29, Episode 10","Starting Over in Tuscany, Italy","Susie and Diann have been friends for longer than they'd admit. They met as teens, but it was a recent trip to Italy that was a game changer. It was a simple trip that tugged their heart strings - until Susie had the notion to open up a bed and breakfast. They could start a new life!  So these two daring friends are selling everything and making a move to Tuscany. With the help of real estate agent, Stefania Russo, they see fantastic options from which they can start their second half of life. Watch what happens when House Hunters International takes off for Tuscany, Italy.",https://www.hgtv.com/shows/house-hunters-international/episodes/starting-over-in-tuscany-italy
6,"Season 29, Episode 11",Braving It in Tanzania,"Jaco and Michelle Gersbach live a nomadic lifestyle. Her career with the United Nations requires frequent job transfers and luckily for them, Jaco is a professional oil rig diver who can live anywhere in the world in close proximity to an airport. After living in New Rochelle, New York for several years, the couple now has to quickly relocate to Dar es Salaam, Tanzania because of Michelle's work. They are accustomed to moving; however their four year old son, Sydney, is not. New Rochelle is the only home he's ever known.  Since life in Tanzania is vastly different with daily challenges such as power outages and huge traffic jams, the couple's biggest concern is for their son. Will Michelle, Jaco and little Sydney adjust to life in East Africa? Will the family be able to sacrifice the western comforts they've grown accustomed to and find a rental property they can safely call home? Find out when House Hunters International globe-trots to Dar es Salaam, Tanzania.",https://www.hgtv.com/shows/house-hunters-international/episodes/worldly-couple-braves-it-in-tanzania
7,"Season 29, Episode 12",Famous in Bratislava,"Abbie and Thomas are performers who have spent their relationship touring the world and living out of a suitcase. With their wedding coming up, they are ready to put the traveling on hold and settle down. Because of Thomas' success on the Slovakian reality television show 'Czecho-Slovensko Superstar' and his burgeoning music career, the couple has decided to plant their roots in Bratislava. But buying their first home offers unexpected challenges. Thomas wants a studio space in his home, while Abbie's priority is to sacrifice space for a downtown location. Will they struggle to bridge these differences, or will they find harmony in a new home? Find out, when House Hunters International travels to Bratislava, Slovakia.",https://www.hgtv.com/shows/house-hunters-international/episodes/a-reality-tv-star-and-his-fiance-settle-down-in-bratislava-slovakia
8,"Season 29, Episode 13","A First Home Together in Windhoek, Namibia","Kasper and Chantelle met while attending university in Australia.  Unfortunately Kasper has just finished and was heading back home to Denmark, when he fell head over heels for New York native Chantelle.  Their love blossomed over a long distance relationship and the two only saw each other on vacations.  When Kasper received a job offer to lecture at the polytechnic of Namibia they saw it as a chance to finally live in the same place.  With no second thoughts these two love birds took off to Windhoek and teamed up with real estate agent Lilia Galitskaia who shows them three fitting places to start a new life together.  It's going to be a difficult decision when House Hunters International gets a taste of Africa in Windhoek, Namibia.",https://www.hgtv.com/shows/house-hunters-international/episodes/a-first-home-together-in-windhoek-namibia
9,"Season 30, Episode 1","Happily Ever After In Ansbach, Germany","After a whirlwind courtship, army pilot Tim and new bride Natasha said goodbye to life in the States and hello to their new life in the quaint city of Ansbach, Germany.  With his military allowance as their budget, Tim and Natasha are hoping to stay in the black and settle into wedded bliss, but faced with the realities of the German real estate market, they might not be so lucky.  Specializing in housing for military transplants, real estate agent Elisabeth Poppen knows what Tim and Natasha will face as she tries to lead them to a home where they can live happily ever after.",https://www.hgtv.com/shows/house-hunters-international/episodes/happily-ever-after-in-ansbach-germany
