,Number,Title,Description,Link
0,"Season 155, Episode 10",A Learning Experience in Luxembourg City,"A couple is taking advantage of a teaching sabbatical to give their kids the same international experiences they had. Moving to Luxembourg City is already a big adjustment, but navigating with three kids under six may be the true lesson.",https://www.hgtv.com/shows/house-hunters-international/episodes/a-learning-experience-in-luxembourg-city
1,"Season 155, Episode 11","Stretching the Dollar in Nha Trang, Vietnam","A man is trying entrepreneurship by investing in a tourism company in Nha Trang, Vietnam, and he's hoping to live large with a cheaper cost of living. However, massive development is skyrocketing rents and threatens to derail his plan.",https://www.hgtv.com/shows/house-hunters-international/episodes/stretching-the-dollar-in-nha-trang-vietnam
2,"Season 155, Episode 12",His Plan vs. Her Priorities in Brazil,"A blended family is moving to Sao Paulo, Brazil, for a job promotion. He wants to stick to the budget, but she wants to spend what it takes to ensure there is enough room for the whole family to feel comfortable.",https://www.hgtv.com/shows/house-hunters-international/episodes/his-plan-vs-her-priorities-in-brazil
3,"Season 155, Episode 13",Follow Me to Barcelona,"Young newlyweds move to Barcelona, Spain, so she can pursue her master's degree. He is hoping she'll follow his lead on the hunt for a place with Spanish flare and love.",https://www.hgtv.com/shows/house-hunters-international/episodes/follow-me-to-barcelona
4,"Season 156, Episode 1",From the Burbs to Brighton,"A Washington couple takes a sabbatical in Brighton, England, to have more quality time with their kids. He hopes their new city will give the kids a global perspective, but she worries the change might be hard for them.",https://www.hgtv.com/shows/house-hunters-international/episodes/from-the-burbs-to-brighton
5,"Season 156, Episode 2",Digging Up Roots in Riga,"A single woman receives a grant to pursue her passion and European roots in Riga, Latvia. She's looking for a newly renovated apartment that's close to work and the city center, but finding the ideal location will be a challenge.",https://www.hgtv.com/shows/house-hunters-international/episodes/digging-up-roots-in-riga
6,"Season 156, Episode 3",Traveling Solo to Madrid,"A newly divorced woman looks to challenge herself and seeks adventure in Madrid, Spain. She's looking for a traditional Spanish neighborhood with easy access to public transportation, but on her budget, there will need to be some compromises.",https://www.hgtv.com/shows/house-hunters-international/episodes/traveling-solo-to-madrid
7,"Season 156, Episode 4",Succeeding in Scotland,"A woman accepted to a prestigious university moves to St. Andrews, Scotland, with her two children. She has spina bifida and needs an accessible, first floor residence with a stand-up shower, but finding the right place will be a challenge on her budget.",https://www.hgtv.com/shows/house-hunters-international/episodes/succeeding-in-scotland
8,"Season 156, Episode 5","New Baby, New Town, New Rules in Canberra","A US soldier is relocating with his family to Canberra, Australia, for his new station in the military. He wants a home with historical charm that's close to work, but she's looking for something more modern that's in the suburbs and near other families.",https://www.hgtv.com/shows/house-hunters-international/episodes/new-baby-new-town-new-rules-in-canberra
9,"Season 156, Episode 6",Honeymooners in Perth,"A newlywed couple with opposite schedules looks for a change and takes a job opportunity in Perth, Australia. They're looking for three bedrooms, a modern kitchen and space for guests, but finding their ideal location may be a challenge.",https://www.hgtv.com/shows/house-hunters-international/episodes/honeymooners-in-perth
10,"Season 156, Episode 7",Digital Nomading in Vietnam,"A young entrepreneur seeks the digital nomad lifestyle and moves to Da Nang, Vietnam. He's looking for something that has plenty of space for other nomads to live and work, and enough outdoor space to host events.",https://www.hgtv.com/shows/house-hunters-international/episodes/digital-nomading-in-vietnam
11,"Season 156, Episode 8","Reset in Cabo San Lucas, Mexico","A man is hoping Cabo San Lucas, Mexico, is the perfect place to start over after his second divorce. In order to secure his dream home, he must buy it outright. With his life savings in the balance, an old friend steps in to help him make the decision.",https://www.hgtv.com/shows/house-hunters-international/episodes/reset-in-cabo-san-lucas-mexico
12,"Season 156, Episode 9",Family Life in Florence,"A family experiences life-changing events and seeks simplicity in Florence, Italy. She's looking for something with Italian charm that's in the city center, but he wants a standalone property with outdoor space in the country.",https://www.hgtv.com/shows/house-hunters-international/episodes/family-life-in-florence
13,"Season 156, Episode 10",Hiraeth Go in Wales,"A woman with Welsh roots moves her family to Wales to begin graduate school in music. She also recently discovered she's pregnant, and they're looking for a place with with four bedrooms, and something that's near her school.",https://www.hgtv.com/shows/house-hunters-international/episodes/hiraeth-go-in-wales
14,"Season 156, Episode 11",A Fling with the Melbourne Thing,"Two best friends look for a break after college and decide to move to Melbourne, Australia. They're looking for something with an open concept that has two bedrooms, and one is inclined to spend more for an updated kitchen and wardrobe space.",https://www.hgtv.com/shows/house-hunters-international/episodes/a-fling-with-the-melbourne-thing
15,"Season 156, Episode 12",Far From the Farm in Phnom Penh,"A woman with wanderlust convinces her husband to move their family to Phnom Penh, Cambodia. They're looking for a place with three bedrooms and space for entertaining, but their wish list may be too big for their small budget.",https://www.hgtv.com/shows/house-hunters-international/episodes/far-from-the-farm-in-phnom-penh
